smiles,logP
OC(=O)CCCO\N=C(\C1=CC=CC=C1)C1=NC=CC=N1,1.64
Cc1ccc(NC(=O)Cc2ccccc2)cc1,3.05
CC(C(c1ccccc1)c1ccccc1)[N+]([O-])=O,3.91
Cc2ccc(CO)c(C=NNC(=O)c1ccncc1)c2O,2.16
CN(C(=O)COc1ccccc1)c1ccccc1,2.25
COc1ccc2cc(CC(=O)OCC(=O)N)ccc2c1,1.88
CCOC1=CC=CC=C1NC(=S)C1=CC=C(O)C=C1O,3.8
CCOC1=CC=C(NC(=S)C2=CC=C(O)C=C2O)C=C1,3.49
c1cc(C)ccc1S(=O)(=O)N(C)C(=O)c2ccccc2,2.95
c1cc(N)cc(O)c1C(=O)Oc2c(C)cccc2C,3.88
c1cc(OC)ccc1COc2ccccc2C(=O)N,1.63
CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,2.79
NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,0.6
S1C=C(CC=C)N=C1c2ccc(C(C)C(=O)O)cc2,4.11
CC1C(=O)C(Cc2c[n]ccc2)=C(C)C(=O)C=1C,2.55
Cc3cc1c(ccc2c(C)c(C)c(=O)n(C)c12)o3,3.54
Cc1cc2c(o1)c(C)cc3c(C)cc(=O)n(C)c23,3.43
Cc1cc(=O)n(C)c2c1cc(C)c3occ(C)c23,3.3
CC1=C(C)C2=C3NC(=O)C=C(C)C3=CC(C)=C2O1,3.5
COc1ccc(cc1)NC(=O)Cc1ccccc1,2.49
COc1cc(ccc1)NC(=O)Cc1ccccc1,2.86
COc1ccccc1NC(=O)Cc1ccccc1,2.68
NC(=O)c1ccccc1Cc2ccc(OC)cc2,1.63
CN(C)C(=O)c1cc(ccc1)Oc1ccccc1,2.57
c1cc(Oc2ccccc2)ccc1NC(=O)NNC(=O)C,2.01
CC1=CC=C(CO)C(\C=N\NC(=O)C2=CC=NC=C2)=C1O,2.16
CCCSC1=NC2=C(SCC2)C(=O)N1C1=CC=C(Br)C=C1,4.61
ClCCOC(c1ccccc1)c1ccccc1,4.38
C\C(=N\NC(=S)NNC(=S)NC1=CC=CC=C1Cl)C1=CC=CC=N1,2.67
C\C(=N/NC(=S)NNC(=S)NC1=C(Cl)C=CC=C1)C1=NC=CC=C1,2.67
n1c(N)nc2ncc(CNc3ccc(Cl)cc3)c(C)c2c1N,2.03
CCOC(=O)C1=CC=CC=C1S(=O)(=O)NN(C=O)C1=NC(Cl)=CC(OC)=N1,2.5
NCCCN1c2ccccc2Sc2ccc(Cl)cc12,4.47
COCO\N=C\NC1=CC(Cl)=C(OCC#C)C(OCC#C)=C1,2.2
COCON=CNc1cc(Cl)c(OCC#C)c(OCC#C)c1,2.2
CCO\N=C\NC1=CC(Cl)=C(OCC#C)C(OCC#C)=C1,2.6
CCON=CNc1cc(Cl)c(OCC#C)c(OCC#C)c1,2.6
c2ccccc2CNNC(=O)COc1ccc(Cl)cc1,2.92
Clc1ccc(cc1)N3C(=O)C=C(N2CCCCC2)C3=O,3.4
CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(Cl)cc1,3.7
COC(=O)CSc1cc(/N=C2\SC(=O)N3CCCCN3\2)c(F)cc1Cl,3.77
COC(=O)CSC1=CC(N=C2SC(=O)N3CCCCN23)=C(F)C=C1Cl,3.77
CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)/[n]1c[n]cc1,1.4
CCCOCC(=NC1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,1.4
CCCOC\C(=N/C1=CC(=CC(Cl)=C1)C(F)(F)F)N1C=CN=C1,1.4
C#CCOc1cc(OC(=O)N2CCCCC2)c(Cl)cc1Cl,4.25
[Cl-].CN1C=C[N+](CCCOC(=O)C2=CC(Cl)=CC(Cl)=C2O)=C1\C=N\O,0.47
CC(=NNC(=S)NNC(=S)Nc1ccccc1Cl)c2ccccn2,2.67
CC(C)C(O)(c1ccc(cc1)OC(F)(F)F)c1c[n]c[n]c1,3.34
OCc1cnc(C)c(O)c1C=NNC(=O)c2ccccc2,2.23
[CH3:15][CH:14]([CH3:16])[C@@:12]([OH:13])([C:11]1=[CH:1][CH:2]=[C:3]([O:4][C:5]([F:6])([F:7])[F:8])[CH:9]=[CH:10]1)[C:17]1=[CH:22][N:21]=[CH:20][N:19]=[CH:18]1,3.34
CC1=NC=C(CO)C(\C=N\NC(=O)C2=CC=CC=C2)=C1O,2.23
CS(=O)(=O)Nc3cccc(Cn1cnc2ccccc12)c3,2.08
N1=CSC=C1C2=Nc3ccccc3N2C(=O)OCC(C)C,3.46
c1ncc2n(C)c(c3c(OC)cc(OC)cc3)nc2c1,2.68
c1ncc2nc(c3c(OC)cc(OC)cc3)n(C)c2c1,2.66
c1cc(C(=O)O)ccc1N=NN(C)Cc2ccccc2,4.04
CN(CC1=CC=CC=C1)\N=N\C1=CC=C(C=C1)C(O)=O,4.04
CC(=O)NC1=CC=C(\C=C\C2=NNC(=O)C=C2C)C=C1,1.27
[CH3:20][C:2](=[O:1])[NH:3][C:4]1=[CH:19][CH:18]=[C:7]([CH:6]=[CH:5]1)\[N:8]=[N:9]/[C:10]1=[CH:17][C:15]([CH3:16])=[CH:14][CH:13]=[C:11]1[OH:12],2.85
Cc1cccc(C)c1C(=N)c2ccccc2,3.53
c1cccc(C)c1C(=N)c2c(C)cccc2,3.31
c1cc(C)ccc1C(=N)c2ccc(C)cc2,3.71
COCO\N=C\NC1=CC(F)=C(OCC#C)C(OCC#C)=C1,1.7
COCON=CNc1cc(F)c(OCC#C)c(OCC#C)c1,1.7
CCO\N=C\NC1=CC(F)=C(OCC#C)C(OCC#C)=C1,2.1
CCON=CNc1cc(F)c(OCC#C)c(OCC#C)c1,2.1
Fc1ccc(cc1)N3C(=O)C=C(N2CCCCC2)C3=O,2.6
CN1C=C(C(=O)NCCO)C(NC2=CC=C(I)C=C2F)=CC1=O,1.49
CN(C)C(=O)C1=CN(C)C(=O)C=C1NC1=CC=C(I)C=C1F,1.18
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1[n]c(NC)[n]c([n]1)OCC,1.59
O=C1C2(C)C3OC(=O)C(=C)C3CCC(C)C2C=C1,1.03
C[C@H]1CC[C@@H]2[C@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C2=C,1.03
c1ccc2NC(C)=Cc2c1OCC(O)CNC(C)C,2.3
COC1=CC=CC=C1NC(=O)OCCN2CCCCC2.Cl,3.11
COC1=CC=CC(=C1)NC(=O)OCC[NH+]2CCCCC2.[Cl-],3.32
[Cl-].COC1=CC=C(NC(=O)OCC[NH+]2CCCCC2)C=C1,2.95
CCN(CC)CC(=O)NC1c2cc(C)ccc2OC1,2.69
CCC(C)(C)c2ccc(OCC1CN=C(N)O1)cc2,3.69
C1CCCCN1CC(=O)Nc2cc(OCC)ccc2,3.17
C1CCCCN1CC(=O)Nc2ccc(OCC)cc2,2.82
CN(OC)C(=O)Nc1ccc(cc1)C1CCCCC1,4.08
CC(C)NC[C@H](O)COC1=C2C=C(C)NC2=CC=C1,2.3
CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)c1ccccc1,2.03
CC(CC(C3=C)C2OC3=O)(C1=O)C(C=C1)C(C2)C,1.17
CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1,2.03
CCN(CC(=O)NC1CCc2ccccc21)CC,2.74
C1CCCCN1CC(=O)Nc2ccc(CC)cc2,3.52
CN(C)C(=O)Nc1ccc(cc1)C1CCCCC1,3.83
CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,1.95
C1CC2(NC)c3ccccc3CC2CC1CN,1.84
CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,0.4
CNC(=O)N(C)C(=O)Nc1cc(C(CC)CC)ccc1F,4.46
CCOC1=CC=C(NC(=O)OC(CCl)COC)C=C1OCC,2.82
C1C2C(=O)N(C(C)C(=O)CCN(C)C)C(=O)C2CC=C1,0.77
CC(C)CC(N)C(=O)NC(C(=O)O)Cc1ccccc1,-1.15
CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)N,-1.15
c1ccccc1CC(N)C(=O)NC(C(=O)O)CC(C)C,-1.17
C1N=C(N)OC1CN(C2)CCN(C2)c3c(OC)cccc3,0.76
C1N=C(N)OC1CN(C2)CCN(C2)c3cc(OC)ccc3,0.87
C1N=C(N)OC1CN(C2)CCN(C2)c3ccc(OC)cc3,0.68
Cc1ccccc1N2CCN(CC2)CC3CN=C(N)O3,1.78
Cc1cccc(c1)N2CCN(CC2)CC3CN=C(N)O3,1.46
C1N=C(N)OC1CN(C2)CCN(C2)c3ccc(C)cc3,1.23
Cc1[n]c(N)[n]c(N)c1C12CC3CC(C1)CC(C2)C3,2.64
[Cl-].CN(CCC[N+]1=C(C)N(C)C=C1)S(=O)(=O)C1=CC=CC=C1,-2.26
c1ccc(S(=O)(=O)N(C)C)cc1N(C)C(=O)CCC(=O)OCC,0.84
Cc1ccc(cc1)S(=O)(=O)NC(CCC(=O)NCCC)C(O)=O,0.02
c1cc(N(=O)(=O))ccc1C(O)C(CO)NC(=O)C(CC)CC,1.71
CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)N,-1.74
CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)N,-1.94
CC(C)CC(N)C(=O)NC(Cc1ccc(O)cc1)C(O)=O,-1.94
CCOc1ccccc1NC(=O)OCCN1CCOCC1,2.27
CCOc1cccc(NC(=O)OCCN2CCOCC2)c1,2.5
CCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,2.18
[CH3:19][CH:18]([CH3:20])[CH2:17][CH:13]([NH:12][C:10](=[O:11])[C@@H:8]([NH2:9])[CH2:7][C:6]1=[CH:1][CH:2]=[CH:3][CH:4]=[CH:5]1)[C:14]([OH:16])=[O:15],-1.17
Cc1cccc(CC)c1N(COC(C)C)C(=O)CCl,3.5
[CH3:1][CH2:2][C:3]1=[C:9]([N:10]([C@H:11]([CH3:12])[CH2:13][O:14][CH3:15])[C:16](=[O:17])[CH2:18][Cl:19])[C:7]([CH3:8])=[CH:6][CH:5]=[CH:4]1,3.13
CC1C(OC(=O)C)C(OC(=O)C)C(NC(=O)N(N=O)CCCl)C(OC(=O)C)O1,1.32
CCCCCCNC(=O)\C=C\C1=CC(O)=C(O)C=C1,3.36
CCOC(=CC1=CC=CC=C1)C(=O)NC(C)CC,3.2
CCC(C)NC(=O)/C(=C/C1=CC=CC=C1)/OCC,3.2
CCO\C(=C/C(=O)NC(C)CC)C1=CC=CC=C1,3.2
CCN(CCOC(=O)/C=C/c1ccccc1)CC,3.61
CCN(CC)CCOC(=O)C=CC1=CC=CC=C1,3.61
CCC(=O)C1(CCN(C)CC1)c2cccc(O)c2,1.02
c1c(O)c2CCC3N(CCC)CCOC3c2cc1,2.22
CCCN1CCO[C@H]2[C@H]1CCC3=C2C=C(C=C3)O,2.44
C1C2N(CCC)CCOC2c3cc(O)ccc3C1,2.44
C1CC2(NC)c3ccccc3C(O)CC2CC1,1.84
C1CC2(NC)c3cc(OC)ccc3CC2CC1,3.54
C1CC2(NC)c3ccc(OC)cc3CC2CC1,3.51
OC1CC2(NC)c3ccccc3CCC2CC1,2.37
C1CCCCN1CCC(=O)c2ccccc2C,3.54
C1CCCCN1CCC(=O)c2ccc(C)cc2,3.55
C1CCCCN1CC(C)C(=O)c2ccccc2,3.51
CCOC(=O)C1CCN(CC1)S(=O)(=O)C1=NN2C(=N1)N=C(C)C=C2C,2.71
CC(C)=CCNc1[n]c[n]c2c1[n]c[n]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1.3
CC(C)=CCNC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C1O,1.3
c1ccccc1C(=O)OCC(=O)N(C(C)C)C(C)C,2.56
CCCCCCNC(=O)C=Cc1cc(O)c(O)cc1,3.37
c1ccccc1C(=O)OCC(=O)NCCCCCC,2.81
[CH3:16][C:15]([CH3:17])([CH3:18])[C@@H:13]([Br:14])[C:11](=[O:12])[NH:10][C:2]([CH3:1])([CH3:9])[C:3]1=[CH:8][CH:7]=[CH:6][CH:5]=[CH:4]1,3.47
CC(C)(C)C(Br)C(\O)=N\C(C)(C)C1=CC=CC=C1,3.47
CC(C)(C)C(Br)C(O)=NC(C)(C)c1ccccc1,3.47
CC(C)(C)C(Br)C(=O)NC(C)(C)C1=CC=CC=C1,3.47
S=C=NCCCCCCCCc1ccccc1,5.81
CCSC(=CC1=CC=CC=C1)C(=O)NC(C)CC,3.4
CCC(C)NC(=O)/C(=C/C1=CC=CC=C1)/SCC,3.4
CCS\C(=C/C(=O)NC(C)CC)C1=CC=CC=C1,3.4
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,4.02
c1c(O)c(O)ccc1CC(N)C(=O)OCC2OCCCC2,0.47
c1ccccc1C(=O)OCC(=O)N(CCOC)CCOC,1.28
c1ccccc1C(=O)OCC(=O)N(CC(O)C)CC(O)C,0.66
CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)OC1CCCCC1,4.27
C1CCC(CC1)OC(=O)[C@H](CC2=CC(=C(C=C2)O)O)N,1.79
[CH3:20][CH2:19][C:6]1=[CH:5][CH:4]=[CH:3][C:2]([CH3:1])=[C:7]1[N:8]([C@H:9]([CH3:10])[CH2:11][O:12][CH3:13])[C:14](=[O:15])[C:16]([OH:18])=[O:17],1.65
CCCCCCNC(=O)C=COC1=CC(O)=C(O)C=C1,3.36
CCCCCCNC(=O)/C=C/OC1=CC(=C(C=C1)O)O,3.36
c1ccccc1C(=O)OCC(=O)N(CCC)CCC,2.65
CCN(CC)CCNC(=O)c1c(OC)cc(N)c(C(#N))c1,1.94
OCC1CCC(O1)N1C=CC(N=CN2CCCCC2)=NC1=O,0.06
OCC1CCC(O1)N1C=CC(\N=C\N2CCCCC2)=NC1=O,0.06
CCC\C(=N/OCC)C1C(=O)CC(C)(OC1=O)C1CC1,3.28
CCC\C(=N/OCC)C1=C(O)CC2(CCCC2)OC1=O,3.22
CCCC(=NOCC)C2=C(O)CC1(CCCC1)OC2=O,3.22
CC(C)NC[C@H](O)COC1=C(OCC=C)C=CC=C1,2.1
c1cc(OCCCC)ccc1C(=O)OCCN(C)C,3.91
OCCCOc2cc(CN1CCCCC1)ccc2,2.78
CC(C)N(C(C)C)C(=O)c1ccccc1OCC,3.0
[CH3:1][CH:2]([CH3:3])[NH:4][CH2:5][C@H:6]([OH:7])[CH2:8][O:9][C:10]1=[C:15]([CH2:16][CH:17]=[CH2:18])[CH:14]=[CH:13][CH:12]=[CH:11]1,3.1
CCCCc1ccc(cc1)C(=O)OCCN(C)C,4.06
c1ccc2C(N(CCC)CCC)CCOc2c1O,3.3
c1c(O)cc2C(N(CCC)CCC)CCOc2c1,3.17
C1Oc2c(O)cccc2CC1N(CCC)CCC,3.3
C1Oc2ccc(O)cc2CC1N(CCC)CCC,3.19
O1CCN(C)CC1(OCCCC)c2ccccc2,2.23
CCCCCCCCOC(=O)c1ccc(N)cc1,5.02
CN(C)CCOC(=O)c1ccc(cc1)C(C)(C)C,3.94
CC(C)NCC(O)COC\C=C\C1=CC=CC=C1,2.15
c1ccccc1C=CCOCC(O)CNC(C)C,2.15
O1CCN(C)CC1(OCC(C)C)c2ccccc2,2.17
CCON=C(CCC)C1C(=O)CC(C)(C2CC2)OC1=O,3.28
CCCC(=NOCC)C1=C(O)CC(C)(OC1=O)C2CC2,3.28
CCCCOC1(CN(CCO1)C)C2=CC=CC=C2.Cl,2.23
CCC\C(=N/OCC)C1=C(O)CC(C)(OC1=O)C1CC1,3.28
Cc1cccc(C)c1N(CCN(CC)CC)C=O,3.21
CCCN(CC)CC(=O)Nc1c(C)cccc1C,2.74
CCCN(CC(=O)NCc1ccccc1)CCC,3.11
[CH3:13][CH2:12][N:11]([C@H:14]([CH3:15])[CH:16]([CH3:17])[CH3:18])[C:9](=[O:10])[S:8][CH2:7][C:6]1=[CH:1][CH:2]=[CH:3][CH:4]=[CH:5]1,4.6
CC(C)C(C)N(CC)C(=O)SCc1ccccc1,4.6
c1c(OC)c(OC)c(OC)cc1S(=O)(=O)CCN2CCOCC2,1.29
CCOc1ccc(NC(=O)OC(C)COC)cc1OCC,2.56
CCC\C(=N/OCC)C1=C(O)CC2(CCSCC2)OC1=O,2.9
CCCC(=NOCC)C2=C(O)CC1(CCSCC1)OC2=O,2.9
CCC\C(=N/OCC)C1C(=O)CC2(CCSCC2)OC1=O,2.9
C1CSCCC12CC(=O)C(C(CCC)=NOCC)C(=O)O2,2.9
C1CC(C)(OO2)OC3N(C)C(=O)CC4C23C1C(C)CC4,2.76
CC1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,0.55
C[C@@H]1C[C@@H](C)C(=O)[C@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,0.55
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,0.55
[CH3:1][C@H:2]1[CH2:3][C@H:4]([CH3:5])[C:6](=[O:7])[C@H:8]([CH2:9]1)[C@H:10]([OH:11])[CH2:12][CH:13]1[CH2:14][C:15](=[O:16])[NH:17][C:18](=[O:19])[CH2:20]1,0.55
CC1CC(C)C(=O)C(C1)C(O)CC1CC(=O)NC(=O)C1,0.55
c1c(OCC)c(OCC)ccc1NC(=O)OCC(C)C,3.36
CCCCOC(=O)Nc1cc(OCC)c(cc1)OCC,3.46
CC(C)NCC(O)COc1ccccc1C2CC2,3.07
CC(C)COC1(CN(CCO1)C)C2=CC=CC=C2.Cl,2.17
OC[C@@H]1CC[C@@H](O1)N1C=CC(/N=C/N2CCCCC2)=NC1=O,0.06
CC(c1c(NC2=NCCN2)c(C(C)C)ccc1)C,3.04
O1C(CO)C(O)C(O)C(O)C1SCCCc2ccccc2,0.38
C[C@@]12CC[C@H]3[C@H](C)CC[C@H]4[C@@H](C)C(=O)O[C@H](O1)[C@]43OO2,2.9
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,2.9
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,3.66
CCCCCCOc1ccc(CC(O)=O)cc1OC,3.3
OC(=O)Cc1cc(OC)c(OCCCC(C)C)cc1,3.3
CC1CC(=O)C=C2CCC(CC12C)C(C)=C,3.84
CCN\C(NS(=O)(=O)C1=CN=CC=C1NC1CCCCC1)=N/C#N,0.94
CCNC(NS(=O)(=O)c1cnccc1NC2CCCCC2)=NC#N,0.94
CC(C)N\C(NS(=O)(=O)C1=CN=CC=C1NC1CCCC1)=N/C#N,0.98
CC(C)NC(NS(=O)(=O)c1cnccc1NC2CCCC2)=NC#N,0.98
n1c(N)nc(N)c(Cc2cc(NC)c(OC)c(N(C)C)c2)c1,1.56
CN(C)c1cc(Cc2c[n]c(N)[n]c2N)cc(c1)N(C)C,1.6
C1CN(C)CCN1c2nnc(NN3C(C)=CC=C3C)cc2,1.94
OCC1OC(C(O)C1O)N1C=CC(\N=C\N2CCCCC2)=NC1=O,-0.66
OCC1OC(C(O)C1O)n3ccc(N=CN2CCCCC2)nc3=O,-0.66
OCC1OC(CC1O)N1C=CC(\N=C\N2CCCCC2)=NC1=O,-0.51
OCC1OC(CC1O)n3ccc(N=CN2CCCCC2)nc3=O,-0.51
C1CCN(CC1)C=NC2=NC(=O)N(C=C2)[C@H]3CC[C@H](O3)CO,0.06
c1ccc(C(C)C)cc1OC2OC(CO)C(O)C(O)C2O,0.65
COc1ccccc1N2CCN(CCNC(=O)C)CC2,0.5
CC(C)(C)C(=O)N(Cc1ccccc1)C(C)C,3.0
Cl.NCCCCC(N)C(=O)NC(CC1=CC=CC=C1)C(O)=O,0.12
OCCCCCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,-0.24
CCOCCCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,0.22
CC(C)CCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,1.6
CCCCCNc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,1.67
OCCN3CCN(CCCOn1nnc2ccccc12)CC3,0.43
CC(O)CN(CCO)c1ccc(NN2C(C)=CC=C2C)nn1,1.3
c1c(OCCCC)cccc1N2C(N)=NC(N)=NC2(C)C,2.03
CCCCc1ccc(cc1)N1C(N)=NC(N)=NC1(C)C,2.66
CC[C@@H]1CCCCN1C(=O)CSC1=NC(C)=CC(C)=N1,3.61
CCCSCS(=O)CC(CO)NC(=O)C=CC1=C(C)NC(=O)NC1=O,-0.67
CCCSCS(=O)CC(CO)NC(=O)\C=C\C1=C(C)NC(=O)NC1=O,-0.67
CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,0.57
c1c(S(=O)(=O)N)ccc(OC)c1C(=O)NCC2CN(CC)CC2,0.64
COCC1=CC(OC(=O)N(C)C)=NC(SCC(=O)C(C)(C)C)=N1,3.33
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O,1.31
CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(O)=O,1.31
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,4.71
CCCNC(=O)CCC(=O)NCc1c(O)c(=O)cc(C)n1C,-0.7
[H]C(=N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])N1CCCCCC1,1.3
CCOC(=O)C(C)NC(=O)CCCCSC1=C2N=CNC2=NC=N1,1.51
CCOC(=O)C(C)NC(=O)CCCCSc1c2NC=Nc2ncn1,1.51
CCCOC(=O)CNC(=O)CCCCSc1c2NC=Nc2ncn1,1.37
CNC12CCCCC1CC(=O)C1=CC=CC=C21,2.41
CC(C)NCC(O)c1ccc2ccccc2c1,3.0
COCCOC1=C(C=CC=C1)S(=O)(=O)\N=C(/O)N=C1N=C(NC(OC)=N1)OC,2.04
COCCOc1ccccc1S(=O)(=O)N=C(O)N=C1N=C(NC(=N1)OC)OC,2.04
[CH3:1][O:2][CH2:3][CH2:4][O:5][C:6]1=[C:11]([CH:10]=[CH:9][CH:8]=[CH:7]1)[S:12](=[O:13])(=[O:14])[NH:15][C:16](=[O:17])[NH:18][C:19]1=[N:28][C:25]([O:26][CH3:27])=[N:24][C:21]([O:22][CH3:23])=[N:20]1,2.04
CCC1COC(Cn2cncn2)(O1)c3ccc(cc3)C(=N)N,0.85
CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,1.4
C1CCC(C1)NC1=C2C(SC3=C2CCCC3)=NC=N1,4.17
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@@H](O1)N2C=CC(=NC2=O)N)OC(=O)C)OC(=O)C,-0.8
C1=CC(N)=NC(=O)N1C2C(OC(=O)C)C(OC(=O)C)C(COC(=O)C)O2,-0.8
CC1C(=O)C(=C(C(COC(N)=O)OC)C(=O)C=1N1CC1)N1CC1,-0.15
CC1(N=C(NC1=O)c1[n]cc(COC)cc1C(O)=O)C(C)C,0.73
COC1NCCN2C=C(N=C12)C1=CC=C(C=C1OC)S(C)=O,1.49
COc1ccc(cc1)N2CC(=NC2=O)N3CCCCC3,1.5
CC(N1CC(=NC1=O)N2CCOCC2)c3ccccc3,0.8
[Cl-].CN1C=C[N+](COCCCC2=CC=CC=C2)=C1\C=N\O,-0.45
OC1(Cn2cncn2)CCCC1Cc3ccccc3,2.26
C1N2C(=O)c3ccccc3N=C2C(C)N1CCCC,1.6
C1CC2(NC)c3ccccc3C(=C)C2CC1,3.79
c1cc2C3(N)CC=CCC3CC(C)c2cc1,3.4
[CH3:16][CH:15]([CH3:17])[NH:14][CH2:13][C@@H:11]([OH:12])[C:10]1=[CH:1][CH:2]=[C:3]2[CH:4]=[CH:5][CH:6]=[CH:7][C:8]2=[CH:9]1,3.0
c1ncccc1C(O)(CC#C)C2CCCCC2,2.09
CC(C)OC(=O)C1(CCCC1)S(=O)(=O)c1ccc(Cl)cc1,3.16
[H][C@@]1(CN=C(O)CC)C[C@@]1([H])C1=C2CCOC2=CC=C1,2.43
CN1CC2c3cc(C)ccc3N(C(=O)C)C2CC1,1.25
CCN(CC)CCOC(=O)\C=C\C1=CC=C(F)C=C1,3.52
c1cc(F)ccc1C=CC(=O)OCCN(CC)CC,3.52
CC(C)NC(=S)N1CCN(CC1)S(=O)(=O)C1=CC=CC(=C1)C(F)(F)F,3.9
CC(C)Oc1ccccc1N(C(=O)CCl)CC(=O)OCC,2.75
CCC(C)NC(=O)C(\CC)=C/C1=CC=C(Cl)C=C1,4.38
CCC(C)NC(=O)C=C(CC)C1=CC=C(Cl)C=C1,4.38
CCC(C)NC(=O)/C=C(/CC)\C1=CC=C(C=C1)Cl,4.38
[CH3:10][C:9]([CH3:11])([CH3:12])[C@@H:7]([OH:8])[C@H:6]([CH2:13][C:14]1=[CH:20][CH:19]=[C:17]([Cl:18])[CH:16]=[CH:15]1)[N:5]1[CH:1]=[N:2][CH:3]=[N:4]1,3.2
"CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)[n]1c[n]c[n]1 |o1:4,6|",3.2
CC1=NN(CCOC(=O)[C@H]2[C@H](C=C(Cl)Cl)C2(C)C)C(C)=C1,4.76
C[C@@H](N1N=C(C(F)F)C(Br)=C1C)C(=O)N(C)CC1=C(C)N(C)N=C1,3.12
CC(C(=O)OC1CCCCC1)S(=O)(=O)c2ccc(cc2)N(=O)=O,2.82
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(CC)CC,1.16
CN(CCO)C(=O)COC(=O)C1=CC=CC=C1CC(C)=O,0.06
c1c(OCC)c(OCC)ccc1NC(=O)OC(C)C#C,2.68
CCOc1ccc(NC(=O)OCCC#C)cc1OCC,2.54
C1CCCCC1NC(=O)COC(=O)c2ccccc2,2.81
c1ccccc1C(=O)OCC(=O)N2CCCCCC2,2.3
C1N=C(N)OC1CN(C2)CCN(C2)c3cc(C(F)(F)F)ccc3,2.21
CN(C)C(\O)=N\C1=CC(Cl)=C(C=C1)N1N=C(OC1=O)C(C)(C)C,2.51
N1C(=O)C(CCCCC)(c2ccncc2)CCC1=O,2.26
CCOC(=O)C(=C/C1=CC(OC)=C(OC)C=C1)\C(C)=O,2.02
CC(=O)C(=Cc1cc(OC)c(OC)cc1)C(=O)OCC,2.02
COc1cc(C=C(C(=O)OCC)C(=O)OCC)ccc1,3.18
COc1ccc(C=C(C(=O)OCC)C(=O)OCC)cc1,3.28
COc1ccccc1C=C(C(=O)OCC)C(=O)OCC,3.29
COC1=C2C(C)=CC(=C2C=C(C=C1)C(C)C)S(=O)(=O)O[Na],-0.78
CCCCC1=CC(=C2C=CC=CC(OC)=C12)S(=O)(=O)O[Na],-0.31
C[C@H]1CC[C@@H]2[C@H]([C@]3([C@]1(C=CC3=O)O)C)OC(=O)C2=C,0.77
O=C1C2(C)C3OC(=O)C(=C)C3CCC(C)C2(O)C=C1,0.77
C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)O)C(=C)C(=O)O2,0.87
C[C@H]1C[C@@H]2OC(=O)C(=C)[C@@H]2[C@@H](O)[C@]2(C)[C@@H]1C=CC2=O,0.87
C[C@@H]1C[C@H]2[C@H]([C@H]([C@]3([C@H]1C=CC3=O)C)O)C(=C)C(=O)O2,0.36
Cc1ccccc1C=C(C(=O)OCC)C(=O)OCC,3.22
Cc1cc(C=C(C(=O)OCC)C(=O)OCC)ccc1,3.55
CCOC(=O)C(=C/C1=CC(OCC)=CC=C1)\C(C)=O,2.71
