,smiles,mu
102263,NC(=O)NC(CO)C#N,4.4173
102264,NC(=O)OC(CO)C#C,2.726
102265,NC(=O)OC(CO)C#N,4.5955
102266,[NH3+]CC(CC([O-])=O)C#C,6.608
102267,[NH3+]CC(CC([O-])=O)C#N,6.5731
102268,NCC(NC(N)=O)C#N,6.4358
102269,NCC(OC(N)=O)C#N,5.051
102270,CC(=N)OC(CO)C=O,2.933
102271,CC(=O)CC(CO)C=O,2.7549
102272,CC(=O)NC(CO)C=O,1.0412
102273,CC(=O)OC(CO)C=O,2.4846
102274,CCC(CC(C)=O)C=O,5.0579
102275,CCC(CC(N)=O)C=O,6.0998
102276,CCC(NC(C)=O)C=O,1.5844
102277,CCC(NC(N)=O)C=O,1.9392
102278,CCC(OC(C)=N)C=O,2.2017
102279,CCC(OC(C)=O)C=O,3.031
102280,CCC(OC(N)=O)C=O,2.601
102281,CCN(CC(=O)C)C=O,1.9071
102282,CCN(CC(=O)N)C=O,2.5158
102283,CCN(CC([O-])=O)C=[NH2+],6.1344
102284,C[NH2+]C(CC([O-])=O)C=O,4.2039
102285,COC(CC(C)=O)C=O,1.4407
102286,COC(CC(N)=O)C=O,4.9187
102287,NC(=O)CC(CO)C=O,1.7705
102288,NC(=O)NC(CO)C=O,1.6858
102289,NC(=O)OC(CO)C=O,2.2246
102290,CC(C)CC(CO)C#C,1.5203
102291,CC(C)CC(CO)C#N,3.2018
102292,CC(C)NC(CN)C#N,4.569
102293,CC(C)NC(CO)C#N,3.672
102294,CC(C)OC(CN)C#N,3.3223
102295,CC(C)OC(CO)C#C,2.4227
102296,CC(C)OC(CO)C#N,4.3142
102297,CC(O)CC(CO)C#C,2.8984
102298,CC(O)CC(CO)C#N,3.515
102299,CCC(CC(C)C)C#C,0.5381
102300,CCC(CC(C)C)C#N,3.7524
102301,CCC(CC(C)O)C#C,2.0712
102302,CCC(CC(C)O)C#N,4.2262
102303,CCC(CN(C)C)C#N,3.7373
102304,CCC(NC(C)C)C#N,4.7135
102305,CCC(OC(C)C)C#C,0.8008
102306,CCC(OC(C)C)C#N,3.4478
102307,CN(C)CC(CO)C#N,3.3762
102308,CNC(CC(C)C)C#N,4.9715
102309,CNC(CC(C)O)C#N,4.0417
102310,CNC(CN(C)C)C#N,4.7645
102311,COC(CC(C)C)C#C,0.7723
102312,COC(CC(C)C)C#N,3.4792
102313,COC(CC(C)O)C#C,1.0047
102314,COC(CC(C)O)C#N,3.0935
102315,COC(CN(C)C)C#N,3.306
102316,CC(C)CC(CO)C=O,3.7466
102317,CC(C)OC(CO)C=O,3.7881
102318,CC(O)CC(CO)C=O,3.2954
102319,CCC(CC(C)C)C=O,2.5392
102320,CCC(CC(C)O)C=O,3.2147
102321,CCC(OC(C)C)C=O,2.1462
102322,CCN(CC(C)C)C=O,3.7335
102323,CCN(CC(C)O)C=O,3.0204
102324,COC(CC(C)C)C=O,2.0344
102325,COC(CC(C)O)C=O,1.3482
102326,CCC(CC)(C#C)C#C,0.5467
102327,CCC(CC)(C#C)C#N,3.8918
102328,CCC(CC)(C#N)C#N,4.2471
102329,CCC(CN)(C#N)C#N,5.0824
102330,CCC(CO)(C#C)C#C,1.8847
102331,CCC(CO)(C#C)C#N,2.9896
102332,CCC(CO)(C#N)C#N,5.5631
102333,CCC(NC)(C#C)C#N,4.4145
102334,CCC(C#N)(C#N)NC,3.9789
102335,CCC(C#C)(C#C)OC,0.7825
102336,CCC(OC)(C#C)C#N,3.2339
102337,CCC(C#N)(C#N)OC,3.1909
102338,CNC(CN)(C#C)C#N,3.6603
102339,CNC(CN)(C#N)C#N,3.5701
102340,CNC(CO)(C#C)C#N,4.9275
102341,CNC(CO)(C#N)C#N,3.9781
102342,COC(CN)(C#C)C#N,4.0733
102343,COC(CN)(C#N)C#N,4.1391
102344,COC(CO)(C#C)C#C,1.961
102345,COC(CO)(C#C)C#N,3.8128
102346,COC(CO)(C#N)C#N,4.2225
102347,C(C(CN)(C#N)C#N)N,5.9684
102348,NCC(CO)(C#C)C#N,5.4921
102349,C(C(CO)(C#N)C#N)N,5.1192
102350,C#CC(CO)(CO)C#C,3.2082
102351,C#CC(CO)(CO)C#N,1.9576
102352,C(C(CO)(C#N)C#N)O,6.8801
102353,CCC(CC)(C=O)C#C,2.282
102354,CCC(CC)(C=O)C#N,2.2734
102355,CCC(CO)(C=O)C#C,3.3858
102356,CCC(CO)(C=O)C#N,2.1648
102357,CCC(NC)(C=O)C#N,4.5212
102358,CCC(OC)(C=O)C#C,1.3612
102359,CCC(OC)(C=O)C#N,4.0021
102360,CNC(CO)(C=O)C#C,2.2527
102361,CNC(CO)(C=O)C#N,4.3212
102362,COC(CO)(C=O)C#C,3.9546
102363,COC(CO)(C=O)C#N,3.5285
102364,C#CC(CO)(CO)C=O,3.5195
102365,C(C(CO)(C=O)C#N)O,3.1967
102366,CCC(CC)(C=O)C=O,1.9004
102367,CCC(CO)(C=O)C=O,2.6374
102368,CCC(C=O)(C=O)NC,1.8778
102369,CCC(C=O)(C=O)OC,1.6119
102370,CNC(CO)(C=O)C=O,3.2985
102371,COC(CO)(C=O)C=O,3.3381
102372,C(C(CO)(C=O)C=O)O,1.9844
102373,CCC(CC)(CC)C#C,0.559
102374,CCC(CC)(CC)C#N,3.9395
102375,CCC(CC)(CO)C#C,1.1956
102376,CCC(CC)(CO)C#N,3.2348
102377,CCC(CC)(C#N)NC,4.3686
102378,CCC(CC)(C#C)OC,1.3613
102379,CCC(CC)(C#N)OC,3.2375
102380,CCC(CN)(NC)C#N,4.5587
102381,CCC(CN)(OC)C#N,4.2528
102382,CCC(CO)(CO)C#C,1.6929
102383,CCC(CO)(CO)C#N,2.119
102384,CCC(CO)(NC)C#N,2.5907
102385,CCC(CO)(OC)C#C,2.1917
102386,CCC(CO)(OC)C#N,2.523
102387,CNC(CN)(CN)C#N,3.923
102388,CNC(CN)(CO)C#N,2.5531
102389,CNC(CO)(CO)C#N,3.6013
102390,COC(CN)(CN)C#N,4.2385
102391,COC(CN)(CO)C#N,1.6099
102392,COC(CO)(CO)C#C,2.4902
102393,COC(CO)(CO)C#N,4.0693
102394,C(C(CO)(CO)C#N)N,4.2883
102395,C#CC(CO)(CO)CO,3.1209
102396,C(C(CO)(CO)C#N)O,5.9748
102397,CCC(CC)(CC)C=O,2.5243
102398,CCC(CC)(CO)C=O,2.8512
102399,CCC(CC)(C=O)OC,1.7963
102400,CCC(CO)(CO)C=O,2.8001
102401,CCC(CO)(OC)C=O,2.7972
102402,COC(CO)(CO)C=O,1.3047
102403,C(C(CO)(CO)C=O)O,1.7164
102404,CCC(CC)(CC)CC,0.0001
102405,CCC(CC)(CC)CO,1.2614
102406,CCC(CC)(CC)OC,1.0724
102407,CCC(CC)(CO)CO,0.3127
102408,CCC(CC)(CO)OC,0.2914
102409,CCC(CO)(CO)CO,2.948
102410,CCC(CO)(CO)OC,3.4174
102411,COC(CO)(CO)CO,0.1992
102412,C(C(CO)(CO)CO)O,0.0004
102413,CNC(=NCC#C)CO,4.1399
102414,CNC(=NCC#N)CO,3.7533
102415,CNC(=NCC#C)OC,1.5963
102416,CNC(=NCC#N)OC,4.3917
102417,CNC(=NCC=O)OC,4.705
102418,CCC(CC)C#CC#C,1.1532
102419,CCC(CC)C#CC#N,5.4881
102420,CCC(CO)C#CC#C,1.4878
102421,CCC(CO)C#CC#N,4.5927
102422,CCC(OC)C#CC#C,0.8059
102423,CCC(OC)C#CC#N,4.5512
102424,CNC(CO)C#CC#N,4.651
102425,COC(CO)C#CC#C,1.8395
102426,COC(CO)C#CC#N,6.2257
102427,C#CC#CC(CO)CO,3.0443
102428,C(C(CO)C#CC#N)O,5.1356
102429,CCC(CC)C#CC=O,3.7992
102430,CCC(CO)C#CC=O,2.9919
102431,CCC(OC)C#CC=O,3.2836
102432,COC(CO)C#CC=O,3.4223
102433,C(C(CO)C#CC=O)O,2.5444
102434,CCC(CC)C(=O)C#C,2.7324
102435,CCC(CC)C(=O)C#N,3.7601
102436,CCC(CO)C(=O)C#C,2.8922
102437,CCC(CO)C(=O)C#N,3.787
102438,CCC(NC)C(=O)C#N,3.9469
102439,CCC(OC)C(=O)C#C,2.9714
102440,CCC(OC)C(=O)C#N,3.102
102441,CCN(CC)C(=N)C#N,3.3666
102442,CCN(CC)C(=O)C#C,3.6806
102443,CCN(CC)C(=O)C#N,5.2424
102444,CNC(CO)C(=O)C#C,2.9802
102445,CNC(CO)C(=O)C#N,4.1279
102446,COC(CO)C(=O)C#C,2.0672
102447,COC(CO)C(=O)C#N,4.1148
102448,C#CC(=O)C(CO)CO,0.9331
102449,C(C(CO)C(=O)C#N)O,4.6085
102450,CCC(CC)C(=O)C=O,1.2665
102451,CCC(CO)C(=O)C=O,1.6366
102452,CCC(OC)C(=O)C=O,0.8114
102453,CCN(CC)C(=N)C=O,3.6419
102454,CCN(CC)C(=O)C=O,2.7516
102455,CNC(CO)C(=O)C=O,1.7372
102456,COC(CO)C(=O)C=O,1.7249
102457,C(C(CO)C(=O)C=O)O,1.7505
102458,CCC(=O)C(CO)CO,1.8442
102459,CCC(=O)C(CO)OC,3.1261
102460,CCC(CC)C(=O)CC,2.3934
102461,CCC(CC)C(=O)CO,3.0212
102462,CCC(CC)C(=O)NC,3.2548
102463,CCC(CC)C(=O)OC,1.6271
102464,CCC(CO)C(=N)OC,1.7972
102465,CCC(CO)C(=O)CC,2.2282
102466,CCC(CO)C(=O)CO,2.5507
102467,CCC(CO)C(=O)NC,3.996
102468,CCC(CO)C(=O)OC,0.7377
102469,CCC(NC)C(=O)OC,1.6745
102470,CCC(OC)C(=N)OC,2.9229
102471,CCC(OC)C(=O)CC,2.7426
102472,CCC(OC)C(=O)CO,2.6731
102473,CCC(OC)C(=O)NC,3.8012
102474,CCC(OC)C(=O)OC,1.2909
102475,CCC(=O)N(CC)CC,3.4335
102476,CCN(CC)C(=O)CO,4.5437
102477,CCN(CC)C(=O)NC,3.6929
102478,CCN(CC)C(=O)OC,2.2589
102479,CNC(=O)C(CO)CO,2.1749
102480,CNC(=O)C(CO)OC,4.2115
102481,CNC(CO)C(=N)OC,3.2333
102482,CNC(CO)C(=O)OC,0.7564
102483,COC(=N)C(CO)CO,3.1368
102484,COC(=O)C(CO)CO,2.1117
102485,COC(CO)C(=N)OC,3.7177
102486,COC(CO)C(=O)CO,2.0798
102487,COC(CO)C(=O)OC,1.9617
102488,C(C(CO)C(=O)CO)O,3.1498
102489,CC(C)(C)C(CO)CO,2.7029
102490,CC(C)(C(CO)CO)O,3.0654
102491,CCC(CC)C(C)(C)C,0.0886
102492,CCC(CC)C(C)(C)O,1.5339
102493,CCC(CO)C(C)(C)C,1.3301
102494,CCC(CO)C(C)(C)O,1.8386
102495,CCC(OC)C(C)(C)C,0.9242
102496,CCC(OC)C(C)(C)O,1.0934
102497,COC(CO)C(C)(C)C,2.0819
102498,COC(CO)C(C)(C)O,1.7037
102499,CC(C#C)C(CO)CO,2.6977
102500,CC(C#N)C(CO)CO,3.7454
102501,CCC(CC)C(C)C#C,0.6461
102502,CCC(CC)C(C)C#N,4.0437
102503,CCC(CC)C(N)C#N,4.7494
102504,CCC(CC)C(O)C#C,1.332
102505,CCC(CC)C(O)C#N,3.5064
102506,CCC(CO)C(C)C#C,1.1422
102507,CCC(CO)C(C)C#N,4.363
102508,CCC(CO)C(N)C#N,4.7316
102509,CCC(CO)C(O)C#C,2.4089
102510,CCC(CO)C(O)C#N,4.5732
102511,CCC(OC)C(C)C#C,1.4787
102512,CCC(OC)C(C)C#N,4.8469
102513,CCC(OC)C(N)C#N,4.4981
102514,CCC(OC)C(O)C#C,2.0359
102515,CCC(OC)C(O)C#N,3.227
102516,CCN(CC)C(C)C#N,4.2711
102517,CNC(CO)C(N)C#N,4.9412
102518,CNC(CO)C(O)C#N,3.1227
102519,COC(CO)C(C)C#C,1.7501
102520,COC(CO)C(C)C#N,4.9491
102521,COC(CO)C(N)C#N,1.8795
102522,COC(CO)C(O)C#C,2.4417
102523,COC(CO)C(O)C#N,3.1146
102524,NC(C#N)C(CO)CO,5.8322
102525,OCC(CO)C(O)C#C,1.8939
102526,OCC(CO)C(O)C#N,3.5066
102527,CC(C=O)C(CO)CO,0.8967
102528,CCC(CC)C(C)C=O,2.6999
102529,CCC(CC)C(O)C=O,2.1404
102530,CCC(CC)N(C)C=O,3.8946
102531,CCC(CO)C(C)C=O,3.0627
102532,CCC(CO)C(O)C=O,2.562
102533,CCC(CO)N(C)C=O,4.6304
102534,CCC(OC)C(C)C=O,3.4531
102535,CCC(OC)C(O)C=O,2.0901
102536,CN(C=O)C(CO)CO,4.4225
102537,COC(CO)C(C)C=O,2.2467
102538,COC(CO)C(O)C=O,2.9597
102539,OCC(CO)C(O)C=O,3.3074
102540,CC1(CC1)C(CO)CO,2.1057
102541,CC1(CN1)C(CO)CO,2.462
102542,CC1(CO1)C(CO)CO,3.6878
102543,CCC(CC)C1(CC1)C,0.1432
102544,CCC(CC)C1(C)CO1,1.6565
102545,CCC(CC)C1(CC1)O,1.3798
102546,CCC(CO)C1(C)CC1,1.7494
102547,CCC(CO)C1(C)CO1,1.5062
102548,CCC(CO)C1(O)CC1,2.4253
102549,CCC(OC)C1(C)CC1,0.9373
102550,CCC(OC)C1(C)CN1,2.3106
102551,CCC(OC)C1(C)CO1,2.4624
102552,CCC(OC)C1(O)CC1,1.9937
102553,COC(CO)C1(C)CC1,2.0461
102554,COC(CO)C1(C)CN1,3.3171
102555,COC(CO)C1(C)CO1,3.0762
102556,COC(CO)C1(O)CC1,2.3867
102557,C1CC1(C(CO)CO)O,1.5458
102558,CC1CC1C(CO)CO,3.1565
102559,CC1CN1C(CO)CO,3.5407
102560,CC1NC1C(CO)CO,2.5963
102561,CC1OC1C(CO)CO,3.6803
102562,CCC(CC)C1CC1C,0.1
102563,CCC(CC)C1CC1O,1.4483
102564,CCC(CC)C1CN1C,1.2454
102565,CCC(CC)C1OC1C,1.7557
102566,CCC(CO)C1CC1C,1.3447
102567,CCC(CO)C1CC1O,1.7135
102568,CCC(CO)C1CN1C,2.2114
102569,CCC(CO)C1OC1C,2.7272
102570,CCC(CO)N1CC1C,2.6671
102571,CCC(OC)C1CC1C,1.185
102572,CCC(OC)C1CC1O,2.3374
102573,CCC(OC)C1CN1C,2.2083
102574,CCC(OC)C1NC1C,1.6205
102575,CCC(OC)C1OC1C,1.9682
102576,CN1CC1C(CO)CO,2.39
102577,COC(CO)C1CC1C,2.4114
102578,COC(CO)C1CC1O,2.2042
102579,COC(CO)C1CN1C,1.4964
102580,COC(CO)C1NC1C,2.9331
102581,COC(CO)C1OC1C,3.5945
102582,OCC(CO)C1CC1O,3.5265
102583,CCC(CC)C1CCC1,0.1095
102584,CCC(CC)C1CCO1,1.4697
102585,CCC(CC)C1COC1,2.0497
102586,CCC(CO)C1CCC1,1.3936
102587,CCC(CO)C1CCO1,3.4212
102588,CCC(CO)C1COC1,3.4426
102589,CCC(OC)C1CCC1,1.0232
102590,CCC(OC)C1CCO1,1.7581
102591,CCC(OC)C1COC1,1.0912
102592,COC(CO)C1CCC1,2.081
102593,COC(CO)C1CCO1,2.8268
102594,COC(CO)C1COC1,3.0651
102595,C1CC(C1)C(CO)CO,1.9922
102596,OCC(CO)C1CCO1,3.5673
102597,C1C(CO1)C(CO)CO,3.5748
102598,CC#CCC(CO)CO,3.3907
102599,CCC(CC#CC)OC,1.1616
102600,CCC(CC)CC#CC,0.1341
102601,CCC(CO)CC#CC,1.852
102602,COC(CO)CC#CC,2.48
102603,CC(=N)OC(CO)CO,2.4456
102604,CC(=O)CC(CO)CO,1.394
102605,CC(=O)NC(CO)CO,2.3368
102606,CC(=O)OC(CO)CO,2.4893
102607,CCC(CC(C)=O)OC,1.916
102608,CCC(CC(N)=O)OC,4.0188
102609,CCC(CC([O-])=O)[NH2+]C,6.4268
102610,CCC(CC)CC(=O)C,2.4372
102611,CCC(CC)CC(=O)N,3.3034
102612,CCC(CC)NC(=O)C,3.3564
102613,CCC(CC)NC(=O)N,3.3897
102614,CCC(CC)OC(=O)C,1.8965
102615,CCC(CC)OC(=O)N,2.3219
102616,CCC(C[NH3+])CC([O-])=O,6.7917
102617,CCC(CO)CC(C)=O,1.179
102618,CCC(CO)CC(N)=O,2.0971
102619,CCC(CO)NC(C)=O,3.6667
102620,CCC(CO)NC(N)=O,2.9921
102621,CCC(CO)OC(C)=N,2.3599
102622,CCC(CO)OC(C)=O,1.7125
102623,CCC(CO)OC(N)=O,2.7605
102624,CC[NH+](CC)CC([O-])=O,5.2371
102625,C[NH2+]C(CN)CC([O-])=O,6.83
102626,C[NH2+]C(CO)CC([O-])=O,7.3962
102627,COC(C[NH3+])CC([O-])=O,10.1232
102628,COC(CO)CC(C)=O,4.0948
102629,COC(CO)CC(N)=O,4.6157
102630,C(C(CO)CO)C(=O)N,2.6319
102631,C(C(CO)NC(=O)N)O,1.311
102632,C(C(CO)OC(=O)N)O,2.5178
102633,[NH3+]CC(CO)CC([O-])=O,9.9717
102634,CC(C)CC(CO)CO,3.3424
102635,CC(C)OC(CO)CO,2.1895
102636,CC(O)CC(CO)CO,4.0044
102637,CCC(CC(C)C)OC,0.9295
102638,CCC(CC(C)O)OC,1.4978
102639,CCC(CC)CC(C)C,0.1022
102640,CCC(CC)CC(C)O,1.6122
102641,CCC(CC)OC(C)C,0.9956
102642,CCC(CO)CC(C)C,1.6017
102643,CCC(CO)CC(C)O,2.1958
102644,CCC(CO)OC(C)C,2.2268
102645,COC(CO)CC(C)C,2.0797
102646,COC(CO)CC(C)O,3.2732
102647,CCC(CC)CC1CC1,0.1332
102648,CCC(CC)CC1CO1,1.6534
102649,CCC(CC)CN1CC1,1.0178
102650,CCC(CC)OC1CC1,0.9071
102651,CCC(CC1CC1)OC,0.9186
102652,CCC(CC1CO1)OC,2.1249
102653,CCC(CN1CC1)OC,1.7768
102654,CCC(CO)CC1CC1,1.892
102655,CCC(CO)CC1CO1,2.0073
102656,CCC(CO)CN1CC1,2.9781
102657,CCC(CO)OC1CC1,2.037
102658,COC(CO)CC1CC1,1.8438
102659,COC(CO)CC1CO1,3.5648
102660,COC(CO)CN1CC1,2.2486
102661,C1CC1CC(CO)CO,3.1457
102662,OCC(CO)CC1CN1,2.4417
102663,OCC(CO)CC1CO1,4.6748
102664,C1CN1CC(CO)CO,2.778
102665,C1CC1OC(CO)CO,2.2305
102666,CCC(CC)OC=NC,2.8075
102667,CCC(CO)OC=NC,2.8344
102668,CN=COC(CO)CO,2.4091
102669,CCC(CC)CCC#C,0.9021
102670,CCC(CC)CCC#N,4.3336
102671,CCC(CC)NCC#N,3.1399
102672,CCC(CC)OCC#C,1.2235
102673,CCC(CC)OCC#N,3.2486
102674,CCC(CCC#C)OC,1.4879
102675,CCC(CCC#N)OC,5.195
102676,CCC(CO)CCC#C,2.0404
102677,CCC(CO)CCC#N,5.1751
102678,CCC(CO)NCC#N,5.1668
102679,CCC(CO)OCC#C,2.0964
102680,CCC(CO)OCC#N,4.0504
102681,COC(CO)CCC#C,2.5
102682,COC(CO)CCC#N,5.5841
102683,C#CCCC(CO)CO,2.1851
102684,C(CC(CO)CO)C#N,4.3151
102685,C(C#N)NC(CO)CO,4.297
102686,C#CCOC(CO)CO,1.966
102687,C(C#N)OC(CO)CO,4.0828
102688,CCC(CC)CCC=O,2.8801
102689,CCC(CC)CNC=O,3.5873
102690,CCC(CC)COC=O,4.0808
102691,CCC(CC)OCC=O,2.9991
102692,CCC(CCC=O)OC,2.9394
102693,CCC(CNC=O)OC,4.046
102694,CCC(CO)CCC=O,3.7525
102695,CCC(CO)CNC=O,5.409
102696,CCC(CO)COC=O,4.7245
102697,CCC(CO)OCC=O,2.2082
102698,CCC(COC=O)OC,3.9098
102699,COC(CO)CCC=O,2.1015
102700,COC(CO)CNC=O,4.443
102701,COC(CO)COC=N,3.7646
102702,COC(CO)COC=O,4.5875
102703,C(CC(CO)CO)C=O,3.7521
102704,C(C(CO)CO)NC=O,4.9291
102705,OCC(CO)COC=N,4.7248
102706,C(C(CO)COC=O)O,3.6718
102707,C(C=O)OC(CO)CO,3.0116
102708,CCC(=NC)OC1CC1,0.8716
102709,CN=C(CO)OC1CC1,1.1848
102710,CN=C(CC1CC1)OC,1.7859
102711,COC(CC1CN1)=NC,1.1264
102712,COC(CC1CO1)=NC,2.2543
102713,CN=C(CN1CC1)OC,1.9929
102714,CCC(CC1CC1)C#C,0.7464
102715,CCC(CC1CC1)C#N,3.7862
102716,CCC(CC1CN1)C#N,4.6327
102717,CCC(CC1CO1)C#C,1.8092
102718,CCC(CC1CO1)C#N,5.4151
102719,CCC(CN1CC1)C#C,1.1865
102720,CCC(CN1CC1)C#N,4.9442
102721,CCC(NC1CC1)C#N,4.4355
102722,CCC(OC1CC1)C#C,0.8027
102723,CCC(OC1CC1)C#N,3.3193
102724,CNC(CC1CC1)C#N,4.6599
102725,CNC(CC1CN1)C#N,3.1198
102726,CNC(CC1CO1)C#N,4.2748
102727,CNC(CN1CC1)C#N,4.1988
102728,COC(CC1CC1)C#C,0.8878
102729,COC(CC1CC1)C#N,3.4485
102730,COC(CC1CN1)C#N,1.9718
102731,COC(CC1CO1)C#C,1.0029
102732,COC(CC1CO1)C#N,3.0229
102733,COC(CN1CC1)C#C,0.4798
102734,COC(CN1CC1)C#N,3.2077
102735,NCC(NC1CC1)C#N,4.724
102736,NCC(OC1CC1)C#N,3.3656
102737,OCC(CC1CC1)C#C,1.9332
102738,OCC(CC1CC1)C#N,3.224
102739,OCC(CC1CN1)C#N,3.9471
102740,OCC(CC1CO1)C#C,2.3782
102741,OCC(CC1CO1)C#N,4.7446
102742,OCC(CN1CC1)C#C,2.2841
102743,OCC(CN1CC1)C#N,4.3213
102744,OCC(NC1CC1)C#N,3.3809
102745,OCC(OC1CC1)C#C,2.1195
102746,OCC(OC1CC1)C#N,4.149
102747,CCC(CC1CC1)C=O,2.5707
102748,CCC(CC1CO1)C=O,4.1405
102749,CCC(CN1CC1)C=O,3.4879
102750,CCC(OC1CC1)C=O,2.0122
102751,CCN(CC1CC1)C=O,3.7171
102752,CCN(CC1CN1)C=O,3.1013
102753,CCN(CC1CO1)C=O,2.5388
102754,COC(CC1CC1)C=O,2.0324
102755,COC(CC1CO1)C=O,2.3082
102756,COC(CN1CC1)C=O,2.3273
102757,OCC(CC1CC1)C=O,2.8525
102758,OCC(CC1CN1)C=O,4.5409
102759,OCC(CC1CO1)C=O,3.8798
102760,OCC(CN1CC1)C=O,3.8028
102761,OCC(OC1CC1)C=O,3.226
102762,CC#CC(CO)CC=O,3.1548
102763,CC#CC(CO)NC=O,3.6673
102764,CC#CC(CO)OC=N,3.7068
102765,CC#CC(CO)OC=O,3.554
102766,CCC(CC=O)C#CC,2.9086
102767,CCC(NC=O)C#CC,3.8637
102768,CCC(OC=N)C#CC,3.6979
102769,CCC(OC=O)C#CC,4.302
102770,COC(CC=O)C#CC,3.8282
102771,CC(=O)C(CO)CC=O,2.3517
102772,CC(=O)C(CO)NC=O,1.5823
102773,CC(=O)C(CO)OC=N,4.2257
102774,CC(=O)C(CO)OC=O,4.968
102775,CCC(CC=O)C(C)=O,3.3172
102776,CCC(CC=O)C(N)=O,4.8314
102777,CCC(NC=[NH2+])C([O-])=O,2.7748
102778,CCC(NC=O)C(C)=O,2.4948
102779,CCC(NC=O)C(N)=O,2.3686
102780,CCC(OC=N)C(C)=O,1.3611
102781,CCC(OC=N)C(N)=O,3.7084
102782,CCC(OC=O)C(C)=O,5.9582
102783,CCC(OC=O)C(N)=O,0.6168
102784,CCN(CC=O)C(=O)C,4.0567
102785,CCN(CC=O)C(=O)N,3.1185
102786,C[NH2+]C(CC=O)C([O-])=O,3.2351
102787,COC(CC=O)C(C)=O,1.8678
102788,COC(CC=O)C(N)=O,3.1438
102789,NC(=O)C(CO)CC=O,5.851
102790,NC(=O)C(CO)NC=O,2.5499
102791,NC(=O)C(CO)OC=N,1.8713
102792,NC(=O)C(CO)OC=O,3.8049
102793,[NH3+]CC(NC=O)C([O-])=O,9.807
102794,[NH3+]CC(OC=N)C([O-])=O,2.8487
102795,[NH3+]CC(OC=O)C([O-])=O,13.1538
102796,OCC(NC=[NH2+])C([O-])=O,2.1297
102797,CC(C)C(CO)CC=O,3.6182
102798,CC(C)C(CO)NC=O,3.943
102799,CC(C)C(CO)OC=O,3.1737
102800,CC(O)C(CO)CC=O,4.6008
102801,CC(O)C(CO)NC=O,1.5333
102802,CC(O)C(CO)OC=N,3.8204
102803,CC(O)C(CO)OC=O,3.5584
102804,CCC(CC=O)C(C)C,2.7814
102805,CCC(CC=O)C(C)O,3.2883
102806,CCC(NC=O)C(C)C,3.6116
102807,CCC(NC=O)C(C)O,2.3305
102808,CCC(OC=O)C(C)C,4.0628
102809,CCC(OC=O)C(C)O,3.2234
102810,COC(CC=O)C(C)C,2.3903
102811,COC(CC=O)C(C)O,3.2419
102812,CCC(CC=O)C1CC1,2.8284
102813,CCC(CC=O)C1CO1,3.0408
102814,CCC(CC=O)N1CC1,3.1281
102815,CCC(NC=O)C1CC1,3.599
102816,CCC(NC=O)C1CN1,4.1517
102817,CCC(NC=O)C1CO1,2.2315
102818,CCC(OC=N)C1CO1,4.0558
102819,CCC(OC=O)C1CC1,4.1666
102820,CCC(OC=O)C1CN1,3.4179
102821,CCC(OC=O)C1CO1,4.0195
102822,COC(CC=O)C1CC1,2.8102
102823,COC(CC=O)C1CN1,2.4458
102824,COC(CC=O)C1CO1,4.312
102825,OCC(CC=O)C1CC1,4.0692
102826,OCC(CC=O)C1CN1,2.5013
102827,OCC(CC=O)C1CO1,2.6309
102828,OCC(CC=O)N1CC1,0.4002
102829,OCC(NC=O)C1CC1,4.1916
102830,OCC(NC=O)C1CN1,5.1666
102831,OCC(NC=O)C1CO1,2.218
102832,OCC(OC=N)C1CC1,3.3838
102833,OCC(OC=N)C1CN1,4.2386
102834,OCC(OC=N)C1CO1,3.3075
102835,OCC(OC=O)C1CC1,3.3449
102836,OCC(OC=O)C1CN1,2.3357
102837,OCC(OC=O)C1CO1,2.3044
102838,CCC(CC#C)NC=O,3.5995
102839,CCC(CC#C)OC=N,3.2617
102840,CCC(CC#C)OC=O,4.0556
102841,CCC(CC#N)NC=O,5.7631
102842,CCC(CC#N)OC=N,4.4296
102843,CCC(CC#N)OC=O,5.9077
102844,CCC(CC=O)CC#C,2.1423
102845,CCC(CC=O)CC#N,2.3813
102846,CCN(CC=O)CC#C,2.4609
102847,CCN(CC=O)CC#N,2.2114
102848,COC(CC=O)CC#C,2.6648
102849,COC(CC=O)CC#N,1.4643
102850,OCC(CC#C)NC=O,4.1178
102851,OCC(CC#C)OC=N,3.1568
102852,OCC(CC#C)OC=O,3.1478
102853,OCC(CC#N)NC=O,6.9738
102854,OCC(CC#N)OC=N,3.6377
102855,OCC(CC#N)OC=O,4.7585
102856,OCC(CC=O)CC#C,2.5973
102857,OCC(CC=O)CC#N,3.3961
102858,CCC(CC=O)CC=O,2.2922
102859,CCC(CC=O)NC=O,4.5768
102860,CCC(CC=O)OC=N,3.0498
102861,CCC(CC=O)OC=O,3.6168
102862,CCN(CC=O)CC=O,2.8917
102863,COC(CC=O)CC=O,0.8091
102864,C(C=O)C(CC=O)CO,4.9485
102865,OCC(CC=O)NC=O,5.8585
102866,OCC(CC=O)OC=N,3.0921
102867,OCC(CC=O)OC=O,2.5375
102868,CN=CNC(=NC)OC,2.3724
102869,CCC(OC=NC)C#C,2.605
102870,CCC(OC=NC)C#N,3.3925
102871,CN=COC(CN)C#N,5.0028
102872,CN=COC(CO)C#C,2.3764
102873,CN=COC(CO)C#N,3.7374
102874,CCC(OC=NC)C=O,2.3701
102875,CN=COC(CO)C=O,3.5189
