,smiles,homo
126227,CCc1c(n(nn1)C)N,-0.2139
126228,CCc1c(nnn1C)N,-0.2049
126229,CCc1c(n[nH]c1N)C,-0.1986
126230,CCc1c([nH]nc1N)N,-0.1895
126231,CCc1c([nH]nc1O)N,-0.2006
126232,CCc1c(noc1N)C,-0.2064
126233,CCc1c(noc1N)N,-0.2031
126234,CCc1c(onc1O)N,-0.2099
126235,CCc1c(nn[nH]1)C#C,-0.2346
126236,CCc1c(nn[nH]1)C#N,-0.2719
126237,CCc1c(nno1)C#C,-0.2484
126238,CCc1c(nno1)C#N,-0.2872
126239,CCc1c(cn[nH]1)NC,-0.1845
126240,CCc1c(cno1)NC,-0.1998
126241,CCc1c(nn[nH]1)NC,-0.1953
126242,CCc1c(nno1)NC,-0.2096
126243,CCc1cn[nH]c1NC,-0.1879
126244,CCc1c([nH]nn1)NC,-0.2016
126245,CCc1cnoc1NC,-0.1998
126246,CCc1c(onn1)NC,-0.2112
126247,CCc1cn[nH]c1C#C,-0.2271
126248,CCc1cn[nH]c1C#N,-0.2601
126249,CCc1cn[nH]c1C=O,-0.2571
126250,CCc1cn[nH]c1OC,-0.2236
126251,CCc1c([nH]nn1)C#C,-0.2416
126252,CCc1c([nH]nn1)C#N,-0.2757
126253,CCc1c([nH]nn1)C=O,-0.2728
126254,CCc1c([nH]nn1)OC,-0.2237
126255,CCc1c(c(n[nH]1)C)O,-0.2007
126256,CCc1c(c(n[nH]1)O)O,-0.1976
126257,CCc1c(cnn1C)O,-0.2019
126258,CCc1cnn(c1O)C,-0.2075
126259,CCc1c(n(nn1)C)O,-0.2225
126260,CCc1c(nnn1C)O,-0.2164
126261,CCc1c(n[nH]c1O)C,-0.208
126262,CCc1c(n[nH]c1O)N,-0.1961
126263,CCc1c([nH]nc1O)O,-0.2092
126264,CCc1c(cn[nH]1)OC,-0.2011
126265,CCc1c(cno1)OC,-0.2189
126266,CCc1c(nn[nH]1)OC,-0.2145
126267,CCc1c(nno1)OC,-0.2302
126268,CCc1cnoc1OC,-0.2196
126269,CCc1c(onn1)OC,-0.2319
126270,CCc1cnoc1C#C,-0.2429
126271,CCc1cnoc1C#N,-0.2782
126272,CCc1cnoc1C=O,-0.2693
126273,CCc1c(onn1)C#C,-0.257
126274,CCc1c(onn1)C#N,-0.2926
126275,CCc1c(onn1)C=O,-0.2828
126276,CCc1cnn2c1CC2,-0.224
126277,CCc1c2n(nn1)CC2,-0.2392
126278,CCC1=CC(=N)C=NO1,-0.2348
126279,CCC1=CC(=N)N=NN1,-0.2193
126280,CCC1=CC(=N)N=NO1,-0.2431
126281,CCC1=CC(=N)NN=C1,-0.2078
126282,CCC1=CC(=N)NN=N1,-0.2321
126283,CCC1=CC(=N)ON=C1,-0.2358
126284,CCC1=CC(=N)ON=N1,-0.2558
126285,CCc1cc(n[nH]1)C#C,-0.2269
126286,CCc1cc(n[nH]1)C#N,-0.2608
126287,CCc1cc(no1)C#C,-0.254
126288,CCc1cc(no1)C#N,-0.2811
126289,CCc1cc(=O)cn[nH]1,-0.222
126290,CCc1cc(=O)cno1,-0.2464
126291,CCC1=CC(=O)N=NO1,-0.2535
126292,CCc1cc(=O)[nH]nc1,-0.236
126293,CCC1=CC(=O)NN=N1,-0.2557
126294,CCc1cc(=O)onc1,-0.2657
126295,CCC1=CC(=O)ON=N1,-0.275
126296,CCc1cc(nn1C)C,-0.2236
126297,CCc1cc(n[nH]1)C=O,-0.2442
126298,CCc1cc(no1)C=O,-0.2651
126299,CCc1cc(n[nH]1)CC,-0.2275
126300,CCc1cc(on1)CC,-0.2463
126301,CCc1cc(n[nH]1)CO,-0.2356
126302,CCc1cc(no1)CO,-0.2471
126303,CCc1cc(nn1C)N,-0.1911
126304,CCc1cc(n[nH]1)NC,-0.1859
126305,CCc1cc(no1)NC,-0.2127
126306,CCc1cc(nn1C)O,-0.2082
126307,CCc1cc(n[nH]1)OC,-0.2106
126308,CCc1cc(no1)OC,-0.2427
126309,CCc1ccnn1C=O,-0.2556
126310,CCC1=CC=NNC1=N,-0.209
126311,CCc1ccn[nH]c1=O,-0.2353
126312,CCC1=CC=NOC1=N,-0.2374
126313,CCc1ccnoc1=O,-0.265
126314,CCc1cn(nc1C)C,-0.2191
126315,CCc1cn(nc1N)C,-0.1922
126316,CCc1cn(nc1O)C,-0.2067
126317,CCc1cnn(c1)C=O,-0.2564
126318,CCc1cn(nn1)C=O,-0.2691
126319,CCc1cnc(nn1)C,-0.2274
126320,CCc1cnc(nn1)N,-0.2224
126321,CCc1cnc(nn1)O,-0.2351
126322,CCc1cnnn1C=O,-0.271
126323,CCC1=CN=NNC1=N,-0.2331
126324,CCc1cnn[nH]c1=O,-0.2577
126325,CCC1=CN=NOC1=N,-0.2591
126326,CCc1cnnoc1=O,-0.2776
126327,CCc1c[nH]nc1C#C,-0.2284
126328,CCc1c[nH]nc1C#N,-0.2622
126329,CCc1c[nH]nc1C=O,-0.2441
126330,CCc1c[nH]nc1CC,-0.2282
126331,CCc1c[nH]nc1CO,-0.2349
126332,CCc1c[nH]nc1NC,-0.1878
126333,CCc1c[nH]nc1OC,-0.2097
126334,CCc1c[nH]ncc1=O,-0.2263
126335,CCC1=CNN=NC1=N,-0.2203
126336,CCc1conc1C#C,-0.2607
126337,CCc1conc1C#N,-0.2836
126338,CCc1conc1C=O,-0.2704
126339,CCc1conc1CC,-0.2482
126340,CCc1conc1CO,-0.2554
126341,CCc1conc1NC,-0.2178
126342,CCc1conc1OC,-0.2466
126343,CCC1=CON=CC1=N,-0.2358
126344,CCc1concc1=O,-0.2511
126345,CCC1=CON=NC1=N,-0.2453
126346,CCC1=CON=NC1=O,-0.2497
126347,CCC1=NC(=N)C=NN1,-0.2263
126348,CCC1=NC(=N)C=NO1,-0.2595
126349,CCC1=NC(=N)N=NN1,-0.2457
126350,CCC1=NC(=N)N=NO1,-0.2633
126351,CCC1=NC(=N)NN=C1,-0.2248
126352,CCC1=NC(=N)NN=N1,-0.2503
126353,CCC1=NC(=N)ON=C1,-0.2548
126354,CCC1=NC(=N)ON=N1,-0.2693
126355,CCc1[nH]nc(n1)C#C,-0.2402
126356,CCc1nc(no1)C#C,-0.2673
126357,CCc1nc(no1)C#N,-0.3068
126358,CCc1nc(=O)cno1,-0.259
126359,CCC1=NC(=O)N=NO1,-0.2782
126360,CCc1cn[nH]c(=O)n1,-0.2547
126361,CCc1nc(=O)[nH]nn1,-0.2585
126362,CCc1cnoc(=O)n1,-0.2723
126363,CCc1nc(=O)onn1,-0.281
126364,CCc1nc(nn1C)C,-0.2381
126365,CCc1nc(no1)C=O,-0.274
126366,CCc1[nH]nc(n1)CC,-0.2445
126367,CCc1nc(on1)CC,-0.2739
126368,CCc1[nH]nc(n1)CO,-0.2511
126369,CCc1nc(no1)CO,-0.277
126370,CCc1nc(nn1C)N,-0.2025
126371,CCc1[nH]nc(n1)NC,-0.1976
126372,CCc1nc(no1)NC,-0.2227
126373,CCc1nc(nn1C)O,-0.2235
126374,CCc1[nH]nc(n1)OC,-0.2267
126375,CCc1nc(no1)OC,-0.2564
126376,CCc1ncc(nn1)C,-0.228
126377,CCc1ncc(nn1)N,-0.2244
126378,CCc1ncc(nn1)O,-0.2382
126379,CCc1ncnn1C=O,-0.2796
126380,CCC1=NC=NNC1=N,-0.2249
126381,CCc1c(=O)[nH]ncn1,-0.2464
126382,CCC1=NC=NOC1=N,-0.2584
126383,CCc1c(=O)oncn1,-0.2648
126384,CCC1=NN(C)C(=N)O1,-0.2039
126385,CCc1[nH]c(=O)n(n1)C,-0.2116
126386,CCc1nn(c(=O)o1)C,-0.2332
126387,CCc1cc(n(n1)C)C,-0.2234
126388,CCc1nc(n(n1)C)C,-0.2385
126389,CCc1cc(n(n1)C)N,-0.2013
126390,CCc1nc(n(n1)C)N,-0.217
126391,CCc1cc(n(n1)C)O,-0.211
126392,CCc1nc(n(n1)C)O,-0.23
126393,CCc1c(cn(n1)C)C,-0.2192
126394,CCc1c(cn(n1)C)N,-0.1881
126395,CCc1c(cn(n1)C)O,-0.2028
126396,CCc1c(nn(n1)C)C,-0.2342
126397,CCc1c(nn(n1)C)N,-0.2048
126398,CCc1c(nn(n1)C)O,-0.2203
126399,CCc1ccn(n1)C=O,-0.2652
126400,CCc1ncn(n1)C=O,-0.2797
126401,CCc1cnn(n1)C=O,-0.2791
126402,CCc1nnn(n1)C=O,-0.2943
126403,CCc1cc2n(n1)CC2,-0.2263
126404,CCc1nc2n(n1)CC2,-0.2425
126405,CCc1[nH]c(nn1)CC,-0.2382
126406,CCc1nnc(o1)CC,-0.2596
126407,CCc1cc([nH]n1)C#C,-0.2301
126408,CCc1cc([nH]n1)C#N,-0.2635
126409,CCC1=NNC(=N)C=C1,-0.2064
126410,CCC1=NNC(=N)C=N1,-0.2196
126411,CCC1=NNC(=N)N=C1,-0.2188
126412,CCc1ccc(=O)[nH]n1,-0.2333
126413,CCc1ncc(=O)[nH]n1,-0.2467
126414,CCc1n[nH]c(=O)n1C,-0.2147
126415,CCc1cnc(=O)[nH]n1,-0.2519
126416,CCc1c(c([nH]n1)C)C,-0.2193
126417,CCc1c(c([nH]n1)C)N,-0.207
126418,CCc1c(c([nH]n1)C)O,-0.2029
126419,CCc1cc([nH]n1)C=O,-0.2572
126420,CCc1cc([nH]n1)CO,-0.2344
126421,CCc1nc([nH]n1)CO,-0.2437
126422,CCc1c(c([nH]n1)N)C,-0.2002
126423,CCc1c(c([nH]n1)N)N,-0.1955
126424,CCc1c(c([nH]n1)N)O,-0.1975
126425,CCc1cc([nH]n1)NC,-0.1951
126426,CCc1nc([nH]n1)NC,-0.2098
126427,CCc1c(c([nH]n1)O)C,-0.2078
126428,CCc1c(c([nH]n1)O)N,-0.2071
126429,CCc1c(c([nH]n1)O)O,-0.2057
126430,CCc1cc([nH]n1)OC,-0.2117
126431,CCc1c(c[nH]n1)C#C,-0.2234
126432,CCc1c(c[nH]n1)C#N,-0.2605
126433,CCc1c(c[nH]n1)C=O,-0.2462
126434,CCc1c(c[nH]n1)CO,-0.2266
126435,CCc1c(c[nH]n1)NC,-0.1861
126436,CCc1c(c[nH]n1)OC,-0.2064
126437,CCc1c(=O)cc[nH]n1,-0.2234
126438,CCC1=NNC=NC1=N,-0.2262
126439,CCc1c(n[nH]n1)C#C,-0.2423
126440,CCc1c(n[nH]n1)C#N,-0.28
126441,CCc1c(n[nH]n1)C=O,-0.2572
126442,CCc1c(n[nH]n1)CC,-0.2466
126443,CCc1c(n[nH]n1)CO,-0.2548
126444,CCc1c(n[nH]n1)NC,-0.2012
126445,CCc1c(n[nH]n1)OC,-0.2241
126446,CCC1=NNN=CC1=N,-0.2203
126447,CCC1=NNN=NC1=N,-0.242
126448,CCc1cc(on1)C#C,-0.2474
126449,CCc1cc(on1)C#N,-0.2844
126450,CCC1=NOC(=N)C=C1,-0.2361
126451,CCC1=NOC(=N)C=N1,-0.2567
126452,CCC1=NOC(=N)N1C,-0.2161
126453,CCC1=NOC(=N)N=C1,-0.2538
126454,CCc1nc(on1)C#C,-0.2721
126455,CCc1nc(on1)C#N,-0.3089
126456,CCc1ccc(=O)on1,-0.265
126457,CCc1ncc(=O)on1,-0.2653
126458,CCc1noc(=O)n1C,-0.2465
126459,CCc1cnc(=O)on1,-0.2731
126460,CCc1c(c(on1)C)C,-0.2369
126461,CCc1c(c(on1)C)N,-0.2081
126462,CCc1cc(on1)C=O,-0.2718
126463,CCc1nc(on1)C=O,-0.288
126464,CCc1nc(on1)CN,-0.2486
126465,CCc1cc(on1)CO,-0.2525
126466,CCc1nc(on1)CO,-0.2781
126467,CCc1c(c(on1)N)C,-0.2063
126468,CCc1c(c(on1)N)N,-0.2045
126469,CCc1cc(on1)NC,-0.2026
126470,CCc1nc(on1)NC,-0.2279
126471,CCc1noc(=NC)o1,-0.238
126472,CCc1cc(on1)OC,-0.2248
126473,CCc1nc(on1)OC,-0.2569
126474,CCc1c(con1)C#C,-0.2445
126475,CCc1c(con1)C#N,-0.2831
126476,CCc1c(con1)C=O,-0.2641
126477,CCc1c(con1)CO,-0.2477
126478,CCc1c(con1)NC,-0.2066
126479,CCc1c(con1)OC,-0.2295
126480,CCC1=NOC=CC1=N,-0.238
126481,CCc1c(=O)ccon1,-0.2475
126482,CCC1=NOC=NC1=N,-0.2633
126483,CCc1c(=O)ncon1,-0.2614
126484,CCc1c(non1)C#C,-0.2751
126485,CCc1c(non1)C#N,-0.3189
126486,CCc1c(non1)C=O,-0.2808
126487,CCc1c(non1)CC,-0.2879
126488,CCc1c(non1)CO,-0.2907
126489,CCc1c(non1)NC,-0.231
126490,CCc1c(non1)OC,-0.2618
126491,CCC1=NON=CC1=N,-0.2627
126492,CCc1c(=O)cnon1,-0.2596
126493,CCC1=NON=NC1=N,-0.2677
126494,CCc1c(=O)nnon1,-0.2636
126495,CCC1CC2=CC=NN12,-0.2327
126496,CCC1CC2=CN=NN12,-0.2491
126497,CCC1CC2=NC=NN12,-0.252
126498,CCC1CN2N=CC=C12,-0.2334
126499,CCC1CN2N=CN=C12,-0.2528
126500,CCC1CN2N=NC=C12,-0.25
126501,CCCc1c(cn[nH]1)C,-0.221
126502,CCCc1c(cno1)C,-0.24
126503,CCCc1c(nn[nH]1)C,-0.2365
126504,CCCc1c(nno1)C,-0.2539
126505,CCCc1cn[nH]c1C,-0.2219
126506,CCCc1c([nH]nn1)C,-0.2377
126507,CCCc1cnoc1C,-0.2406
126508,CCCc1c(onn1)C,-0.2543
126509,CCCc1c(cn[nH]1)N,-0.196
126510,CCCc1c(cno1)N,-0.2082
126511,CCCc1c(nn[nH]1)N,-0.2081
126512,CCCc1c(nno1)N,-0.2262
126513,CCCc1cn[nH]c1N,-0.2017
126514,CCCc1c([nH]nn1)N,-0.2169
126515,CCCc1cnoc1N,-0.2095
126516,CCCc1c(onn1)N,-0.222
126517,CCCc1c(cn[nH]1)O,-0.2056
126518,CCCc1c(nn[nH]1)O,-0.2204
126519,CCCc1c(nno1)O,-0.2375
126520,CCCc1cn[nH]c1O,-0.2105
126521,CCCc1cc(n[nH]1)C,-0.2265
126522,CCCc1cc(no1)C,-0.2457
126523,CCCc1cc(n[nH]1)N,-0.1957
126524,CCCc1cc(no1)N,-0.2252
126525,CCCc1cc(n[nH]1)O,-0.2144
126526,CCCc1cc(no1)O,-0.2454
126527,CCCc1ccnn1C,-0.2267
126528,CCCc1cnn(c1)C,-0.2252
126529,CCCc1cn(nn1)C,-0.2428
126530,CCCc1cncnn1,-0.2345
126531,CCCc1cnncn1,-0.2349
126532,CCCc1cnnn1C,-0.2435
126533,CCCc1cnnnn1,-0.2531
126534,CCCc1c[nH]nc1C,-0.2266
126535,CCCc1c[nH]nc1N,-0.198
126536,CCCc1c[nH]nc1O,-0.2142
126537,CCCc1conc1C,-0.2484
126538,CCCc1conc1N,-0.2302
126539,CCCc1conc1O,-0.2527
126540,CCCc1[nH]nc(n1)C,-0.2438
126541,CCCc1nc(no1)C,-0.2733
126542,CCCc1[nH]nc(n1)N,-0.2071
126543,CCCc1nc(no1)N,-0.2344
126544,CCCc1[nH]nc(n1)O,-0.2292
126545,CCCc1nc(no1)O,-0.2597
126546,CCCc1nccnn1,-0.233
126547,CCCc1ncnn1C,-0.248
126548,CCCc1ncnnn1,-0.251
126549,CCCc1ccn(n1)C,-0.2288
126550,CCCc1ncn(n1)C,-0.2475
126551,CCCc1cnn(n1)C,-0.2448
126552,CCCc1nnn(n1)C,-0.2729
126553,CCCc1[nH]c(=O)[nH]n1,-0.219
126554,CCCc1n[nH]c(=O)o1,-0.2429
126555,CCCc1cc([nH]n1)C,-0.2273
126556,CCCc1nc([nH]n1)C,-0.2441
126557,CCCc1cc([nH]n1)N,-0.2025
126558,CCCc1nc([nH]n1)N,-0.2198
126559,CCCc1cc([nH]n1)O,-0.2144
126560,CCCc1c(c[nH]n1)C,-0.2271
126561,CCCc1c(c[nH]n1)N,-0.1922
126562,CCCc1c(c[nH]n1)O,-0.2078
126563,CCCc1c(n[nH]n1)C,-0.2452
126564,CCCc1c(n[nH]n1)N,-0.2119
126565,CCCc1c(n[nH]n1)O,-0.2296
126566,CCCC1=NOC(=N)O1,-0.2508
126567,CCCc1[nH]c(=O)on1,-0.254
126568,CCCc1noc(=O)o1,-0.2834
126569,CCCc1cc(on1)C,-0.2465
126570,CCCc1nc(on1)C,-0.2741
126571,CCCc1cc(on1)N,-0.2132
126572,CCCc1nc(on1)N,-0.2402
126573,CCCc1c(con1)C,-0.2489
126574,CCCc1c(con1)N,-0.2142
126575,CCCc1c(non1)C,-0.2871
126576,CCCc1c(non1)N,-0.2445
126577,CCCCc1ccn[nH]1,-0.2298
126578,CCCCc1ccno1,-0.2501
126579,CCCCc1cnn[nH]1,-0.2483
126580,CCCCc1cnno1,-0.2672
126581,CCCCc1c[nH]nc1,-0.2312
126582,CCCCc1c[nH]nn1,-0.2481
126583,CCCCc1cnoc1,-0.2527
126584,CCCCc1conn1,-0.2664
126585,CCCCc1[nH]ncn1,-0.2537
126586,CCCCc1ncno1,-0.2829
126587,CCCCc1cc[nH]n1,-0.2381
126588,CCCCc1nc[nH]n1,-0.2547
126589,CCCCc1cn[nH]n1,-0.2564
126590,CCCCc1n[nH]nn1,-0.2834
126591,CCCCc1ccon1,-0.2602
126592,CCCCc1ncon1,-0.2879
126593,CCCCc1cnon1,-0.2961
126594,CCCCc1nnon1,-0.3118
126595,CCCCn1cccn1,-0.2355
126596,CCCCn1ccnn1,-0.2539
126597,CCCCn1cncn1,-0.2591
126598,CCCCn1cnnc1,-0.2462
126599,CCCCn1cnnn1,-0.2791
126600,CCCCn1nccn1,-0.2547
126601,CCCCn1ncnn1,-0.287
126602,CCCCn1nnnn1,-0.3152
126603,CCCn1cc(cn1)C,-0.2235
126604,CCCn1cc(nn1)C,-0.2411
126605,CCCn1cc(cn1)N,-0.1895
126606,CCCn1cc(nn1)N,-0.2061
126607,CCCn1cc(cn1)O,-0.2057
126608,CCCn1cc(nn1)O,-0.2243
126609,CCCn1ccc(n1)C,-0.227
126610,CCCn1ccc(n1)N,-0.194
126611,CCCn1ccc(n1)O,-0.2116
126612,CCCn1cnc(n1)C,-0.2463
126613,CCCn1cnc(n1)N,-0.2075
126614,CCCn1cnc(n1)O,-0.2301
126615,CCCn1cn[nH]c1=O,-0.2203
126616,CCCN1C=NOC1=N,-0.2221
126617,CCCn1cnoc1=O,-0.2525
126618,CCCn1ncc(n1)C,-0.2424
126619,CCCn1ncc(n1)N,-0.2088
126620,CCCn1ncc(n1)O,-0.2278
126621,CCCn1c(ccn1)C,-0.2266
126622,CCCn1c(ccn1)N,-0.2009
126623,CCCn1c(ccn1)O,-0.2133
126624,CCCn1c(ncn1)C,-0.2475
126625,CCCn1c(ncn1)N,-0.222
126626,CCCn1c(ncn1)O,-0.2365
126627,CCCn1c(=O)[nH]cn1,-0.2175
126628,CCCN1N=COC1=N,-0.2108
126629,CCCn1c(=O)ocn1,-0.2413
126630,CCCn1nc(nn1)C,-0.2719
126631,CCCn1nc(nn1)N,-0.2287
126632,CCCn1nc(nn1)O,-0.2554
126633,CCCn1c(cnn1)C,-0.2431
126634,CCCn1c(cnn1)N,-0.2195
126635,CCCn1c(cnn1)O,-0.2314
126636,CCCN1N=NNC1=N,-0.2144
126637,CCCn1c(=O)[nH]nn1,-0.2473
126638,CCCN1N=NOC1=N,-0.2435
126639,CCCn1c(=O)onn1,-0.2788
126640,CCCN=c1[nH]cno1,-0.2185
126641,CCCN=c1[nH]nn[nH]1,-0.2132
126642,CCCN=c1ocno1,-0.2472
126643,CCCN=c1onno1,-0.2723
126644,CCCNc1ccn[nH]1,-0.1964
126645,CCCNc1ccno1,-0.2044
126646,CCCNc1cnn[nH]1,-0.2123
126647,CCCNc1cnno1,-0.2187
126648,CCCNc1c[nH]nc1,-0.1865
126649,CCCNc1c[nH]nn1,-0.2007
126650,CCCNc1cnoc1,-0.2088
126651,CCCNc1conn1,-0.2183
126652,CCCNc1[nH]ncn1,-0.2125
126653,CCCNc1ncno1,-0.2306
126654,CCCNc1cc[nH]n1,-0.189
126655,CCCNc1nc[nH]n1,-0.2018
126656,CCCNc1cn[nH]n1,-0.2051
126657,CCCNc1n[nH]nn1,-0.2211
126658,CCCNc1ccon1,-0.217
126659,CCCNc1ncon1,-0.2284
126660,CCCNc1cnon1,-0.2337
126661,CCCNc1nnon1,-0.2467
126662,CCCOc1ccn[nH]1,-0.2115
126663,CCCOc1ccno1,-0.2266
126664,CCCOc1cnno1,-0.242
126665,CCCOc1c[nH]nc1,-0.2071
126666,CCCOc1c[nH]nn1,-0.2224
126667,CCCOc1cnoc1,-0.2319
126668,CCCOc1conn1,-0.2404
126669,CCCOc1ncno1,-0.2611
126670,CCCOc1cc[nH]n1,-0.2136
126671,CCCOc1nc[nH]n1,-0.2323
126672,CCCOc1cn[nH]n1,-0.2307
126673,CCCOc1n[nH]nn1,-0.2545
126674,CCCOc1ccon1,-0.2487
126675,CCCOc1ncon1,-0.2645
126676,CCCOc1cnon1,-0.2667
126677,CCCOc1nnon1,-0.2844
126678,CCN(C)c1ccn[nH]1,-0.1877
126679,CCN(C)c1ccno1,-0.1993
126680,CCN(C)c1cnn[nH]1,-0.2007
126681,CCN(C)c1cnno1,-0.2147
126682,CCN(C)c1c[nH]nc1,-0.1802
126683,CCN(C)c1c[nH]nn1,-0.1895
126684,CCN(C)c1cnoc1,-0.1973
126685,CCN(C)c1conn1,-0.2062
126686,CCN(C)c1[nH]ncn1,-0.2033
126687,CCN(C)c1ncno1,-0.2223
126688,CCN(C)c1cc[nH]n1,-0.1801
126689,CCN(C)c1nc[nH]n1,-0.1902
126690,CCN(C)c1cn[nH]n1,-0.195
126691,CCN(C)c1n[nH]nn1,-0.21
126692,CCN(C)c1ccon1,-0.2067
126693,CCN(C)c1ncon1,-0.2154
126694,CCN(C)c1cnon1,-0.2224
126695,CCN(C)c1nnon1,-0.2331
126696,CCN1C(=N)NN=C1O,-0.1916
126697,CCN1C(=N)ON=C1C,-0.2167
126698,CCN1C(=N)ON=C1N,-0.2101
126699,CCN1C(=N)ON=C1O,-0.2184
126700,CCn1c(n[nH]c1=O)C,-0.2143
126701,CCn1c(n[nH]c1=O)N,-0.2028
126702,CCn1c(=O)[nH]nc1O,-0.2119
126703,CCn1c(noc1=O)C,-0.246
126704,CCn1c(noc1=O)N,-0.2343
126705,CCn1c(nnc1C)C,-0.2343
126706,CCn1c(nnc1N)N,-0.2003
126707,CCn1c(nnc1O)O,-0.2149
126708,CCn1cc(c(n1)C)C,-0.2175
126709,CCn1cc(c(n1)N)C,-0.1908
126710,CCn1cc(c(n1)O)C,-0.2053
126711,CCn1cc(cn1)C#C,-0.2207
126712,CCn1cc(cn1)C#N,-0.2575
126713,CCn1cc(cn1)C=O,-0.2453
126714,CCn1cc(nn1)C=O,-0.2527
126715,CCc1cnn(c1)CC,-0.2245
126716,CCc1cn(nn1)CC,-0.2418
126717,CCn1cc(cn1)CO,-0.2318
126718,CCn1cc(nn1)CO,-0.247
126719,CCn1cc(c(n1)C)N,-0.1861
126720,CCn1cc(c(n1)N)N,-0.1773
126721,CCn1cc(c(n1)O)N,-0.1844
126722,CCn1cc(nn1)C#C,-0.2362
126723,CCn1cc(nn1)C#N,-0.275
126724,CCn1cc(cn1)NC,-0.183
126725,CCn1cc(nn1)NC,-0.1969
126726,CCn1cc(c(n1)C)O,-0.2009
126727,CCn1cc(cn1)OC,-0.203
126728,CCn1cc(nn1)OC,-0.2181
126729,CCN1C=CC(=N)N=N1,-0.217
126730,CCn1ccc(n1)C#C,-0.2251
126731,CCn1ccc(n1)C#N,-0.2618
126732,CCn1ccc(=O)cn1,-0.222
126733,CCn1ccc(=O)nn1,-0.2288
126734,CCn1ccc(n1)C=O,-0.2437
126735,CCc1ccn(n1)CC,-0.2283
126736,CCn1ccc(n1)CO,-0.2294
126737,CCn1ccc(n1)NC,-0.1852
126738,CCn1ccc(n1)OC,-0.2077
126739,CCN1C=NC(=N)C=N1,-0.2223
126740,CCN1C=NC(=N)N=N1,-0.2444
126741,CCn1cnc(n1)C#C,-0.2403
126742,CCn1cnc(n1)C#N,-0.2792
126743,CCn1cnc(=O)cn1,-0.2375
126744,CCn1cnc(=O)nn1,-0.2446
126745,CCn1cnc(n1)C=O,-0.253
126746,CCc1ncn(n1)CC,-0.247
126747,CCn1cnc(n1)CO,-0.2523
126748,CCn1cnc(n1)NC,-0.1966
126749,CCn1cnc(n1)OC,-0.2234
126750,CCn1cnn(c1=O)C,-0.2137
126751,CCn1cnoc1=NC,-0.2132
126752,CCn1nc(c(n1)C)C,-0.2327
126753,CCn1nc(c(n1)N)C,-0.2035
126754,CCn1nc(c(n1)O)C,-0.219
126755,CCn1c(cc(n1)C)C,-0.2233
126756,CCn1c(cc(n1)C)N,-0.202
126757,CCn1c(cc(n1)C)O,-0.2102
126758,CCn1c(nc(n1)C)C,-0.2373
126759,CCn1c(nc(n1)C)N,-0.2161
126760,CCn1c(nc(n1)C)O,-0.2288
126761,CCn1c(=O)[nH]c(n1)C,-0.2112
126762,CCN1N=C(C)OC1=N,-0.2037
126763,CCn1c(=O)oc(n1)C,-0.2325
126764,CCn1nc(c(n1)N)N,-0.1893
126765,CCn1nc(c(n1)O)N,-0.1943
126766,CCn1c(cc(n1)N)C,-0.1905
126767,CCn1c(cc(n1)N)N,-0.1837
126768,CCn1c(cc(n1)N)O,-0.1903
126769,CCn1c(nc(n1)N)C,-0.2019
126770,CCn1c(nc(n1)N)N,-0.1923
126771,CCn1c(nc(n1)N)O,-0.2003
126772,CCn1c(=O)[nH]c(n1)N,-0.1997
126773,CCN1N=C(N)OC1=N,-0.1905
126774,CCn1c(=O)oc(n1)N,-0.2132
126775,CCn1nc(c(n1)O)O,-0.2084
126776,CCn1c(cc(n1)O)C,-0.2076
126777,CCn1c(cc(n1)O)N,-0.1993
126778,CCn1c(cc(n1)O)O,-0.2055
126779,CCn1c(nc(n1)O)C,-0.2226
126780,CCn1c(nc(n1)O)N,-0.208
126781,CCn1c(nc(n1)O)O,-0.2184
126782,CCN1N=C(O)NC1=N,-0.183
126783,CCn1c(=O)[nH]c(n1)O,-0.2085
126784,CCN1N=C(O)OC1=N,-0.2023
126785,CCn1c(=O)oc(n1)O,-0.2283
126786,CCN1N=CC(=N)C=N1,-0.2164
126787,CCN1N=CC(=N)N=N1,-0.2375
126788,CCn1ncc(n1)C#C,-0.2397
126789,CCn1ncc(n1)C#N,-0.2777
126790,CCn1ncc(=O)cn1,-0.2317
126791,CCn1ncc(=O)nn1,-0.2372
126792,CCn1c(c(cn1)C)C,-0.2167
126793,CCn1c(c(cn1)C)N,-0.2012
126794,CCn1c(c(cn1)C)O,-0.2063
126795,CCn1ncc(n1)C=O,-0.2561
126796,CCc1cnn(n1)CC,-0.2442
126797,CCn1ncc(n1)CO,-0.2436
126798,CCn1c(c(cn1)N)C,-0.1973
126799,CCn1c(c(cn1)N)N,-0.1967
126800,CCn1c(c(cn1)N)O,-0.2057
126801,CCn1ncc(n1)NC,-0.1997
126802,CCn1c(c(cn1)O)C,-0.1994
126803,CCn1c(c(cn1)O)N,-0.1937
126804,CCn1c(c(cn1)O)O,-0.2026
126805,CCn1ncc(n1)OC,-0.2227
126806,CCn1c(ccn1)C#C,-0.2294
126807,CCn1c(ccn1)C#N,-0.2634
126808,CCn1c(ccn1)C=O,-0.2584
126809,CCc1ccnn1CC,-0.2265
126810,CCn1c(ccn1)CO,-0.2384
126811,CCn1c(ccn1)NC,-0.1946
126812,CCn1c(ccn1)OC,-0.211
126813,CCN1N=CC=CC1=N,-0.2041
126814,CCn1c(=O)cccn1,-0.2321
126815,CCN1N=CC=NC1=N,-0.2202
