,smiles,alpha
99572,OCC(C#N)C(O)C#C,71.09
99573,OCC(C#N)C(O)C#N,66.25
99574,CC(C=O)C(CO)C#C,78.14
99575,CC(C=O)C(CO)C#N,72.97
99576,CCC(C#C)C(C)C=O,85.36
99577,CCC(C#C)C(O)C=O,78.49
99578,CCC(C#C)N(C)C=O,82.85
99579,CCC(C#N)C(C)C=O,80.11
99580,CCC(C#N)C(O)C=O,73.37
99581,CCC(C#N)N(C)C=O,77.74
99582,CN(C=O)C(CN)C#N,74.25
99583,CN(C=O)C(CO)C#C,75.37
99584,CN(C=O)C(CO)C#N,70.6
99585,CNC(C#N)C(C)C=O,77.28
99586,CNC(C#N)C(O)C=O,70.63
99587,COC(C#C)C(C)C=O,78.8
99588,COC(C#C)C(O)C=O,72.03
99589,COC(C#N)C(C)C=O,73.75
99590,COC(C#N)C(O)C=O,66.86
99591,OCC(C#C)C(O)C=O,71.26
99592,OCC(C#N)C(O)C=O,66.19
99593,CC1(CC1)C(CO)C#C,83.92
99594,CC1(CC1)C(CO)C#N,78.85
99595,CC1(CN1)C(CO)C#C,80.86
99596,CC1(CN1)C(CO)C#N,75.41
99597,CC1(CO1)C(CO)C#C,77.0
99598,CC1(CO1)C(CO)C#N,71.79
99599,CCC(C#C)C1(C)CC1,91.34
99600,CCC(C#C)C1(C)CO1,83.88
99601,CCC(C#C)C1(O)CC1,84.42
99602,CCC(C#N)C1(C)CC1,86.08
99603,CCC(C#N)C1(C)CN1,82.42
99604,CCC(C#N)C1(C)CO1,78.8
99605,CCC(C#N)C1(O)CC1,79.2
99606,CNC(C#N)C1(C)CC1,83.16
99607,CNC(C#N)C1(C)CN1,79.65
99608,CNC(C#N)C1(C)CO1,75.93
99609,CNC(C#N)C1(N)CC1,79.76
99610,CNC(C#N)C1(O)CC1,76.21
99611,COC(C#C)C1(C)CC1,84.54
99612,COC(C#C)C1(C)CN1,81.32
99613,COC(C#C)C1(C)CO1,77.65
99614,COC(C#C)C1(O)CC1,78.06
99615,COC(C#N)C1(C)CC1,79.89
99616,COC(C#N)C1(C)CN1,76.33
99617,COC(C#N)C1(C)CO1,72.59
99618,COC(C#N)C1(N)CC1,76.59
99619,COC(C#N)C1(O)CC1,73.06
99620,OCC(C#C)C1(O)CC1,77.14
99621,OCC(C#N)C1(O)CC1,71.92
99622,CC1CC1C(CO)C#C,85.07
99623,CC1CC1C(CO)C#N,79.71
99624,CC1CN1C(CN)C#N,80.38
99625,CC1CN1C(CO)C#C,81.63
99626,CC1CN1C(CO)C#N,76.39
99627,CC1NC1C(CO)C#C,81.22
99628,CC1NC1C(CO)C#N,75.99
99629,CC1OC1C(CO)C#C,77.47
99630,CC1OC1C(CO)C#N,72.35
99631,CCC(C#C)C1CC1C,91.82
99632,CCC(C#C)C1CC1O,84.54
99633,CCC(C#C)C1CN1C,88.62
99634,CCC(C#C)C1OC1C,84.81
99635,CCC(C#C)N1CC1C,88.72
99636,CCC(C#N)C1CC1C,86.61
99637,CCC(C#N)C1CC1O,79.71
99638,CCC(C#N)C1CN1C,83.45
99639,CCC(C#N)C1NC1C,83.36
99640,CCC(C#N)C1OC1C,79.74
99641,CCC(C#N)N1CC1C,83.5
99642,CN1CC1C(CO)C#C,82.11
99643,CN1CC1C(CO)C#N,76.86
99644,CNC(C#N)C1CC1C,83.69
99645,CNC(C#N)C1CC1O,76.56
99646,CNC(C#N)C1CN1C,80.43
99647,CNC(C#N)C1NC1C,80.2
99648,CNC(C#N)C1OC1C,77.1
99649,COC(C#C)C1CC1C,85.34
99650,COC(C#C)C1CC1O,78.14
99651,COC(C#C)C1CN1C,82.09
99652,COC(C#C)C1NC1C,82.55
99653,COC(C#C)C1OC1C,78.77
99654,COC(C#N)C1CC1C,80.28
99655,COC(C#N)C1CC1O,73.3
99656,COC(C#N)C1CN1C,77.28
99657,COC(C#N)C1NC1C,76.4
99658,COC(C#N)C1OC1C,72.53
99659,OCC(C#C)C1CC1O,77.82
99660,OCC(C#N)C1CC1O,72.55
99661,CCC(C#C)C1CCC1,92.02
99662,CCC(C#C)C1CCO1,83.95
99663,CCC(C#C)C1COC1,84.11
99664,CCC(C#N)C1CCC1,86.73
99665,CCC(C#N)C1CCO1,78.86
99666,CCC(C#N)C1COC1,78.92
99667,CCC(C#N)N1CCC1,83.24
99668,CNC(C#N)C1CCC1,83.76
99669,CNC(C#N)C1CCO1,75.61
99670,CNC(C#N)C1COC1,76.01
99671,COC(C#C)C1CCC1,85.23
99672,COC(C#C)C1CCO1,78.09
99673,COC(C#C)C1COC1,77.36
99674,COC(C#N)C1CCC1,80.29
99675,COC(C#N)C1CCO1,72.85
99676,COC(C#N)C1COC1,72.48
99677,NCC(C#N)N1CCC1,79.7
99678,OCC(C#C)C1CCC1,84.74
99679,OCC(C#C)C1CCO1,76.5
99680,OCC(C#C)C1COC1,76.92
99681,OCC(C#N)C1CCC1,79.45
99682,OCC(C#N)C1CCO1,71.44
99683,OCC(C#N)C1COC1,71.76
99684,OCC(C#N)N1CCC1,75.78
99685,CC#CC(CO)C#CC,89.73
99686,CCC(C#CC)C#CC,97.01
99687,CC#CC(C#CC)OC,90.61
99688,CC#CC(C[NH3+])C([O-])=O,77.28
99689,CC#CC(CO)C(C)=O,81.18
99690,CC#CC(CO)C(N)=O,77.56
99691,CCC(C#CC)C(C)=O,88.08
99692,CCC(C#CC)C(N)=O,84.86
99693,C[NH2+]C(C#CC)C([O-])=O,78.06
99694,COC(C#CC)C(C)=O,82.32
99695,COC(C#CC)C(N)=O,78.41
99696,CC#CC(CO)C(C)C,90.71
99697,CC#CC(CO)C(C)O,84.16
99698,CCC(C#CC)C(C)C,98.53
99699,CCC(C#CC)C(C)O,90.77
99700,COC(C#CC)C(C)C,91.59
99701,COC(C#CC)C(C)O,84.76
99702,CC#CC(CO)C1CC1,87.99
99703,CC#CC(CO)C1CN1,84.45
99704,CC#CC(CO)C1CO1,81.02
99705,CC#CC(CO)N1CC1,83.78
99706,CCC(C#CC)C1CC1,95.21
99707,CCC(C#CC)C1CO1,87.63
99708,CCC(C#CC)N1CC1,92.3
99709,COC(C#CC)C1CC1,88.66
99710,COC(C#CC)C1CN1,84.11
99711,COC(C#CC)C1CO1,81.47
99712,CC(=O)C(CO)C(=O)C,72.54
99713,CC(=O)C(CO)C(N)=O,68.84
99714,CCC(C(=O)C)C(=O)C,79.5
99715,CCC(C(C)=O)C(N)=O,75.78
99716,CCC(C(N)=[NH2+])C([O-])=O,76.89
99717,CCC(C(=O)N)C(=O)N,72.21
99718,CCN(C(=N)C)C(=O)C,82.43
99719,CCN(C(=N)C)C(=O)N,78.43
99720,CCN(C(=O)C)C(=O)C,77.37
99721,CCN(C(=O)C)C(=O)N,73.71
99722,CCN(C(=O)N)C(=O)N,70.0
99723,CC(=O)C(C(=O)C)NC,77.1
99724,CNC(C(C)=O)C(N)=O,73.79
99725,CNC(C(N)=[NH2+])C([O-])=O,72.42
99726,CNC(C(=O)N)C(=O)N,69.75
99727,C[NH2+]C(C(N)=O)C([O-])=O,66.12
99728,CC(=O)C(C(=O)C)OC,72.62
99729,COC(C(C)=O)C(N)=O,70.32
99730,COC(C(N)=[NH2+])C([O-])=O,69.84
99731,COC(C(=O)N)C(=O)N,66.77
99732,NC(=[NH2+])C(CO)C([O-])=O,70.06
99733,C(C(C(=O)N)C(=O)N)O,65.8
99734,NC(=O)C(C[NH3+])C([O-])=O,65.26
99735,CC(C)C(C[NH3+])C([O-])=O,78.51
99736,CC(C)C(CO)C(C)=O,81.95
99737,CC(C)C(CO)C(N)=O,78.55
99738,CC([NH3+])C(CO)C([O-])=O,71.59
99739,CC(O)C(C[NH3+])C([O-])=O,71.58
99740,CC(O)C(CO)C(C)=O,75.01
99741,CC(O)C(CO)C(N)=O,71.32
99742,CCC(C(C)C)C(C)=O,89.23
99743,CCC(C(C)C)C(N)=O,85.35
99744,CCC(C(C)[NH3+])C([O-])=O,82.62
99745,CCC(C(C)O)C(C)=O,82.25
99746,CCC(C(C)O)C(N)=O,78.36
99747,CCC([NH+](C)C)C([O-])=O,78.49
99748,CCN(C(C)C)C(=O)C,86.88
99749,CCN(C(C)C)C(=O)N,83.09
99750,CN(C)C(CO)C(C)=O,78.65
99751,CN(C)C(CO)C(N)=O,75.17
99752,C[NH+](C)C(CO)C([O-])=O,71.56
99753,C[NH2+]C(C(C)C)C([O-])=O,78.32
99754,C[NH2+]C(C(C)O)C([O-])=O,71.19
99755,COC(C(C)C)C(C)=O,82.93
99756,COC(C(C)C)C(N)=O,79.17
99757,COC(C(C)[NH3+])C([O-])=O,71.94
99758,COC(C(C)O)C(C)=O,75.6
99759,COC(C(C)O)C(N)=O,72.02
99760,CC(C)C(CO)C(C)C,92.23
99761,CC(C)C(CO)C(C)O,85.44
99762,CC(O)C(CO)C(C)O,77.49
99763,CCC(C(C)C)C(C)C,99.1
99764,CCC(C(C)C)C(C)O,92.18
99765,CCC(C(C)O)C(C)O,85.39
99766,CC(C)C(C(C)C)OC,92.34
99767,COC(C(C)C)C(C)O,85.02
99768,COC(C(C)O)C(C)O,78.36
99769,CC(C)C(CO)C1CC1,88.65
99770,CC(C)C(CO)C1CO1,81.59
99771,CC(C)C(CO)N1CC1,85.68
99772,CC(O)C(CO)C1CC1,81.16
99773,CC(O)C(CO)C1CN1,77.26
99774,CC(O)C(CO)C1CO1,74.88
99775,CC(O)C(CO)N1CC1,78.3
99776,CCC(C(C)C)C1CC1,95.69
99777,CCC(C(C)C)C1CO1,88.7
99778,CCC(C(C)O)C1CC1,88.71
99779,CCC(C(C)O)C1CO1,81.5
99780,CCC(C(C)O)N1CC1,85.77
99781,COC(C(C)C)C1CC1,88.84
99782,COC(C(C)C)C1CN1,85.85
99783,COC(C(C)C)C1CO1,82.14
99784,COC(C(C)O)C1CC1,81.8
99785,COC(C(C)O)C1CN1,78.64
99786,COC(C(C)O)C1CO1,74.97
99787,CC#CC(C)(CO)C#C,86.49
99788,CC#CC(C)(CO)C#N,81.51
99789,CC#CC(N)(CN)C#N,82.46
99790,CC#CC(N)(CO)C#N,77.98
99791,CC#CC(O)(CN)C#N,78.37
99792,CC#CC(O)(CO)C#C,79.59
99793,CC#CC(O)(CO)C#N,74.62
99794,CCC(C)(C#C)C#CC,93.5
99795,CCC(C)(C#N)C#CC,88.58
99796,CCC(N)(C#N)C#CC,85.18
99797,CCC(O)(C#C)C#CC,86.76
99798,CCC(O)(C#N)C#CC,81.95
99799,CNC(C)(C#N)C#CC,85.63
99800,COC(C)(C#C)C#CC,86.85
99801,COC(C)(C#N)C#CC,82.33
99802,CC(=O)C(C)(CO)C#C,77.59
99803,CC(=O)C(C)(CO)C#N,72.53
99804,CC(=O)C(O)(CO)C#C,70.85
99805,CC(=O)C(O)(CO)C#N,65.73
99806,CC(C[NH3+])(C#C)C([O-])=O,73.66
99807,CC(CN)(C#N)C(N)=O,72.58
99808,CC(C[NH3+])(C#N)C([O-])=O,72.57
99809,CC(CO)(C#C)C(N)=O,74.15
99810,CC(CO)(C#N)C(N)=O,69.11
99811,CCC(C)(C#C)C(C)=O,84.3
99812,CCC(C)(C#C)C(N)=O,80.53
99813,CCC(C)(C#N)C(C)=O,79.46
99814,CCC(C)(C#N)C(N)=O,76.04
99815,CCC([NH3+])(C#C)C([O-])=O,73.71
99816,CCC(N)(C#N)C(N)=O,72.77
99817,CCC(O)(C#C)C(C)=O,78.08
99818,CCC(O)(C#C)C(N)=O,74.39
99819,CCC(O)(C#N)C(C)=O,72.79
99820,CCC(O)(C#N)C(N)=N,73.66
99821,CCC(O)(C#N)C(N)=O,69.14
99822,C[NH2+]C(C)(C#C)C([O-])=O,73.61
99823,CNC(C)(C#N)C(C)=O,76.3
99824,CNC(C)(C#N)C(N)=O,72.88
99825,COC(C)(C#C)C(C)=O,77.69
99826,COC(C)(C#C)C(N)=O,74.0
99827,COC(C)(C#N)C(C)=O,73.0
99828,COC(C)(C#N)C(N)=N,74.05
99829,COC(C)(C#N)C(N)=O,69.36
99830,NC(=N)C(O)(CO)C#N,66.11
99831,NC(=O)C(N)(CO)C#C,70.81
99832,NC(=O)C(N)(CO)C#N,65.47
99833,NC(=O)C(O)(CO)C#C,67.03
99834,NC(=O)C(O)(CO)C#N,61.95
99835,[NH3+]C(CO)(C#C)C([O-])=O,66.71
99836,NC(C[NH3+])(C#C)C([O-])=O,70.54
99837,NCC(N)(C#N)C(N)=O,69.02
99838,[NH3+]CC(O)(C#C)C([O-])=O,66.85
99839,NCC(O)(C#N)C(N)=N,70.22
99840,NCC(O)(C#N)C(N)=O,65.73
99841,CC(C)C(C)(CO)C#C,87.1
99842,CC(C)C(C)(CO)C#N,81.67
99843,CC(C)C(N)(CN)C#N,82.12
99844,CC(C)C(N)(CO)C#N,78.26
99845,CC(C)C(O)(CN)C#N,78.38
99846,CC(C)C(O)(CO)C#C,80.22
99847,CC(C)C(O)(CO)C#N,75.0
99848,CC(N)C(N)(CN)C#N,78.61
99849,CC(N)C(N)(CO)C#N,74.87
99850,CC(N)C(O)(CO)C#N,71.82
99851,CC(O)C(C)(CO)C#C,79.96
99852,CC(O)C(C)(CO)C#N,75.09
99853,CC(O)C(N)(CN)C#N,74.88
99854,CC(O)C(N)(CO)C#N,71.51
99855,CC(O)C(O)(CN)C#N,71.61
99856,CC(O)C(O)(CO)C#C,72.97
99857,CC(O)C(O)(CO)C#N,67.73
99858,CCC(C)(C#C)C(C)C,94.45
99859,CCC(C)(C#C)C(C)O,87.2
99860,CCC(C)(C#N)C(C)C,89.0
99861,CCC(C)(C#N)C(C)O,82.18
99862,CCC(C)(C#N)N(C)C,86.15
99863,CCC(N)(C#N)C(C)C,85.65
99864,CCC(N)(C#N)C(C)N,82.2
99865,CCC(N)(C#N)C(C)O,78.66
99866,CCC(O)(C#C)C(C)C,87.37
99867,CCC(O)(C#C)C(C)O,80.32
99868,CCC(O)(C#N)C(C)C,82.11
99869,CCC(O)(C#N)C(C)O,75.29
99870,CN(C)C(C)(CN)C#N,82.36
99871,CN(C)C(C)(CO)C#N,78.88
99872,CNC(C)(C#N)C(C)C,86.14
99873,CNC(C)(C#N)C(C)N,82.85
99874,CNC(C)(C#N)C(C)O,79.29
99875,COC(C)(C#C)C(C)C,87.84
99876,COC(C)(C#C)C(C)O,80.91
99877,COC(C)(C#N)C(C)C,82.38
99878,COC(C)(C#N)C(C)O,75.67
99879,CC(CN)(C#N)N1CC1,79.73
99880,CC(CO)(C#C)C1CC1,83.51
99881,CC(CO)(C#C)C1CN1,80.31
99882,CC(CO)(C#C)C1CO1,76.9
99883,CC(CO)(C#C)N1CC1,80.64
99884,CC(CO)(C#N)C1CC1,78.33
99885,CC(CO)(C#N)C1CN1,75.25
99886,CC(CO)(C#N)C1CO1,71.68
99887,CC(CO)(C#N)N1CC1,75.64
99888,CCC(C)(C#C)C1CC1,91.21
99889,CCC(C)(C#C)C1CO1,83.98
99890,CCC(C)(C#C)N1CC1,88.14
99891,CCC(C)(C#N)C1CC1,85.85
99892,CCC(C)(C#N)C1CN1,81.97
99893,CCC(C)(C#N)C1CO1,78.58
99894,CCC(C)(C#N)N1CC1,82.89
99895,CCC(N)(C#N)C1CC1,82.65
99896,CCC(N)(C#N)C1CN1,78.67
99897,CCC(N)(C#N)C1CO1,75.29
99898,CCC(O)(C#C)C1CC1,84.31
99899,CCC(O)(C#C)C1CN1,80.66
99900,CCC(O)(C#C)C1CO1,76.83
99901,CCC(O)(C#N)C1CC1,79.14
99902,CCC(O)(C#N)C1CN1,75.56
99903,CCC(O)(C#N)C1CO1,71.76
99904,CNC(C)(C#N)C1CC1,82.96
99905,CNC(C)(C#N)C1CN1,79.42
99906,CNC(C)(C#N)C1CO1,75.72
99907,COC(C)(C#C)C1CC1,84.3
99908,COC(C)(C#C)C1CN1,81.03
99909,COC(C)(C#C)C1CO1,77.39
99910,COC(C)(C#N)C1CC1,79.16
99911,COC(C)(C#N)C1CN1,75.92
99912,COC(C)(C#N)C1CO1,72.29
99913,NC(CO)(C#N)C1CC1,74.95
99914,NC(CO)(C#N)C1CN1,72.09
99915,NC(CO)(C#N)C1CO1,68.41
99916,NCC(N)(C#N)C1CC1,79.03
99917,NCC(N)(C#N)C1CN1,75.19
99918,NCC(N)(C#N)C1CO1,71.58
99919,NCC(O)(C#N)C1CC1,75.69
99920,NCC(O)(C#N)C1CN1,72.01
99921,NCC(O)(C#N)C1CO1,68.19
99922,OCC(O)(C#C)C1CC1,77.25
99923,OCC(O)(C#C)C1CN1,73.49
99924,OCC(O)(C#C)C1CO1,69.42
99925,OCC(O)(C#N)C1CC1,72.1
99926,OCC(O)(C#N)C1CN1,68.42
99927,OCC(O)(C#N)C1CO1,64.52
99928,CC(C)(CO)C#CC#C,94.53
99929,CC(C)(CO)C#CC#N,87.05
99930,CC(O)(CO)C#CC#C,87.51
99931,CC(O)(CO)C#CC#N,79.88
99932,CCC(C)(C)C#CC#C,102.17
99933,CCC(C)(C)C#CC#N,94.57
99934,CCC(C)(O)C#CC#C,94.83
99935,CCC(C)(O)C#CC#N,87.31
99936,CC(C)(C#CC#C)OC,94.93
99937,CC(C)(C#CC#N)OC,87.23
99938,CC(C)(CO)C#CC=O,84.24
99939,CC(O)(CO)C#CC=O,77.71
99940,CCC(C)(C)C#CC=O,91.52
99941,CCC(C)(O)C#CC=O,84.6
99942,CC(C)(C#CC=O)OC,84.6
99943,CC(C)(CO)C(=O)C#C,78.22
99944,CC(C)(CO)C(=O)C#N,72.95
99945,CC(O)(CO)C(=O)C#C,71.83
99946,CC(O)(CO)C(=O)C#N,66.55
99947,CCC(C)(C)C(=O)C#C,85.41
99948,CCC(C)(C)C(=O)C#N,79.99
99949,CCC(C)(O)C(=O)C#C,78.6
99950,CCC(C)(O)C(=O)C#N,73.26
99951,CC(C)(C(=O)C#N)NC,77.71
99952,CC(C)(C(=O)C#C)OC,78.84
99953,CC(C)(C(=O)C#N)OC,73.4
99954,CC(C)(CO)C(=O)C=O,72.18
99955,CC(O)(CO)C(=O)C=O,65.51
99956,CCC(C)(C)C(=O)C=O,79.19
99957,CCC(C)(O)C(=O)C=O,72.44
99958,CC(C)(C(=O)C=O)OC,72.53
99959,CC(C)(C)C(C)(C)CO,91.01
99960,CC(C)(C)C(C)(O)CO,84.17
99961,CC(C)(CO)C(C)(C)O,84.39
99962,CC(C)(O)C(C)(O)CO,77.06
99963,CCC(C)(C)C(C)(C)C,98.05
99964,CCC(C)(C)C(C)(C)O,91.32
99965,CCC(C)(O)C(C)(C)C,91.23
99966,CCC(C)(O)C(C)(C)O,84.19
99967,CC(C)(C)C(C)(C)OC,91.75
99968,CC(C)(C(C)(C)OC)O,84.7
99969,CC(C#C)C(C)(C)CO,87.28
99970,CC(C#C)C(C)(O)CO,80.33
99971,CC(C#N)C(C)(C)CO,81.96
99972,CC(C#N)C(C)(O)CO,75.12
99973,CC(C)(CO)C(N)C#N,78.65
99974,CC(C)(CO)C(O)C#C,80.04
99975,CC(C)(CO)C(O)C#N,74.89
99976,CC(N)(CO)C(N)C#N,74.91
99977,CC(N)(CO)C(O)C#N,71.43
99978,CC(O)(CO)C(N)C#N,71.72
99979,CC(O)(CO)C(O)C#C,73.12
99980,CC(O)(CO)C(O)C#N,68.02
99981,CCC(C)(C)C(C)C#C,94.51
99982,CCC(C)(C)C(C)C#N,89.08
99983,CCC(C)(C)C(N)C#N,85.85
99984,CCC(C)(C)C(O)C#C,87.32
99985,CCC(C)(C)C(O)C#N,82.03
99986,CCC(C)(O)C(C)C#C,87.57
99987,CCC(C)(O)C(C)C#N,82.3
99988,CCC(C)(O)C(N)C#N,78.79
99989,CCC(C)(O)C(O)C#C,80.47
99990,CCC(C)(O)C(O)C#N,75.3
99991,COC(C)(C)C(C)C#C,87.79
99992,COC(C)(C)C(C)C#N,82.45
99993,COC(C)(C)C(N)C#N,79.07
99994,COC(C)(C)C(O)C#C,80.48
99995,COC(C)(C)C(O)C#N,75.36
99996,CC(C)(CO)C(O)C=O,75.03
99997,CC(C=O)C(C)(C)CO,81.94
99998,CC(C=O)C(C)(O)CO,74.99
99999,CC(O)(CO)C(O)C=O,67.89
100000,CCC(C)(C)C(C)C=O,89.09
100001,CCC(C)(C)C(O)C=O,82.27
100002,CCC(C)(C)N(C)C=O,86.63
100003,CCC(C)(O)C(C)C=O,82.07
100004,CCC(C)(O)C(O)C=O,75.08
100005,CC(C)(CO)N(C)C=O,79.72
100006,COC(C)(C)C(C)C=O,82.46
100007,COC(C)(C)C(O)C=O,75.28
100008,CC1(CC1)C(C)(C)CO,87.91
100009,CC(C)(CO)C1(C)CO1,80.54
100010,CC(C)(CO)C1(CC1)O,80.62
100011,CC(O)(CO)C1(C)CC1,80.71
100012,CC(O)(CO)C1(C)CN1,77.45
100013,CC(O)(CO)C1(C)CO1,73.58
100014,CC(O)(CO)C1(O)CC1,73.69
100015,CCC(C)(C)C1(CC1)C,95.0
100016,CCC(C)(C)C1(C)CO1,87.92
100017,CCC(C)(C)C1(CC1)O,88.03
100018,CCC(C)(O)C1(C)CC1,88.07
100019,CCC(C)(O)C1(C)CN1,84.61
100020,CCC(C)(O)C1(C)CO1,80.91
100021,CCC(C)(O)C1(O)CC1,81.05
100022,CC1(CC1)C(C)(C)OC,88.6
100023,COC(C)(C)C1(C)CN1,85.03
100024,COC(C)(C)C1(C)CO1,81.52
100025,CC(C)(C1(CC1)O)OC,81.66
100026,CC(C)(CO)C1CC1O,81.75
100027,CC(O)(CO)C1CC1O,74.18
100028,CC1CC1C(C)(C)CO,88.94
100029,CC1CC1C(C)(O)CO,82.07
100030,CC1CN1C(C)(C)CO,86.14
100031,CC1NC1C(C)(O)CO,78.43
100032,CC1OC1C(C)(C)CO,81.88
100033,CC1OC1C(C)(O)CO,74.45
100034,CCC(C)(C)C1CC1C,96.11
100035,CCC(C)(C)C1CC1O,88.85
100036,CCC(C)(C)C1CN1C,93.03
100037,CCC(C)(C)C1OC1C,89.17
100038,CCC(C)(O)C1CC1C,88.98
100039,CCC(C)(O)C1CC1O,81.61
100040,CCC(C)(O)C1CN1C,85.99
100041,CCC(C)(O)C1NC1C,85.57
100042,CCC(C)(O)C1OC1C,81.73
100043,CN1CC1C(C)(C)CO,85.76
100044,CN1CC1C(C)(O)CO,78.67
100045,COC(C)(C)C1CC1C,89.38
100046,COC(C)(C)C1CC1O,82.46
100047,COC(C)(C)C1CN1C,86.26
100048,COC(C)(C)C1NC1C,86.07
100049,COC(C)(C)C1OC1C,82.05
100050,CC(C)(CO)C1CCC1,88.51
100051,CC(C)(CO)C1CCO1,80.92
100052,CC(C)(CO)C1COC1,80.73
100053,CC(O)(CO)C1CCC1,81.26
100054,CC(O)(CO)C1CCO1,74.13
100055,CC(O)(CO)C1COC1,73.53
100056,CCC(C)(C)C1CCC1,95.63
100057,CCC(C)(C)C1CCO1,88.4
100058,CCC(C)(C)C1COC1,87.73
100059,CCC(C)(O)C1CCC1,88.76
100060,CCC(C)(O)C1CCO1,81.56
100061,CCC(C)(O)C1COC1,81.0
100062,CC(C)(C1CCC1)OC,89.08
100063,COC(C)(C)C1CCO1,81.66
100064,CC(C)(C1COC1)OC,81.33
100065,CC#CCC(C)(C)CO,90.82
100066,CC#CCC(C)(O)CO,83.82
100067,CCC(C)(C)CC#CC,98.22
100068,CCC(C)(O)CC#CC,91.18
100069,CC#CCC(C)(C)OC,90.96
100070,CC(=N)OC(C)(C)CO,79.63
100071,CC(=O)CC(C)(C)CO,82.21
100072,CC(=O)CC(C)(O)CO,75.21
100073,CC(=O)NC(C)(C)CO,79.61
100074,CC(=O)OC(C)(C)CO,75.54
100075,CC(C)(C[NH3+])CC([O-])=O,87.41
100076,CC(C)(CC(=O)N)CO,78.57
100077,CC(C)(CO)NC(=O)N,75.45
100078,CC(C)(CO)OC(=O)N,71.82
100079,CC([NH3+])(CO)CC([O-])=O,71.3
100080,CC(O)(C[NH3+])CC([O-])=O,71.26
100081,CC(O)(CO)CC(N)=O,71.57
100082,CCC(C)(C)CC(=O)C,89.37
100083,CCC(C)(C)CC(=O)N,85.72
100084,CCC(C)(C)NC(=O)C,86.71
100085,CCC(C)(C)NC(=O)N,82.82
100086,CCC(C)(C)OC(=O)C,82.52
100087,CCC(C)(C)OC(=O)N,78.82
100088,CCC(C)([NH3+])CC([O-])=O,78.31
100089,CCC(C)(O)CC(C)=O,82.5
100090,CCC(C)(O)CC(N)=O,78.69
100091,C[NH2+]C(C)(C)CC([O-])=O,83.67
100092,CC(=O)CC(C)(C)OC,82.51
100093,CC(C)(CC(=O)N)OC,78.78
100094,CC(C)CC(C)(C)CO,92.19
100095,CC(C)CC(C)(O)CO,85.4
100096,CC(C)OC(C)(C)CO,85.7
100097,CC(O)CC(C)(C)CO,85.24
100098,CC(O)CC(C)(O)CO,78.41
100099,CCC(C)(C)CC(C)C,99.32
100100,CCC(C)(C)CC(C)O,92.38
100101,CCC(C)(C)OC(C)C,92.67
100102,CCC(C)(O)CC(C)C,92.54
100103,CCC(C)(O)CC(C)O,85.64
100104,CC(C)CC(C)(C)OC,92.74
100105,COC(C)(C)CC(C)O,85.77
100106,CC(C)(CC1CC1)CO,88.87
100107,CC(C)(CO)CC1CO1,82.08
100108,CC(C)(CN1CC1)CO,86.12
100109,CC(C)(CO)OC1CC1,82.4
100110,CC(O)(CO)CC1CC1,81.53
100111,CC(O)(CO)CC1CN1,78.45
100112,CC(O)(CO)CC1CO1,75.03
100113,CC(O)(CO)CN1CC1,79.0
100114,CCC(C)(C)CC1CC1,96.1
100115,CCC(C)(C)CC1CO1,89.24
100116,CCC(C)(C)CN1CC1,93.33
100117,CCC(C)(C)OC1CC1,89.35
100118,CCC(C)(O)CC1CC1,89.08
100119,CCC(C)(O)CC1CO1,82.26
100120,CCC(C)(O)CN1CC1,86.44
100121,CC(C)(CC1CC1)OC,89.39
100122,COC(C)(C)CC1CO1,81.85
100123,CC(C)(CN1CC1)OC,86.6
100124,CCC(C)(C)OC=NC,90.84
100125,CC(C)(CO)OC=NC,83.7
100126,CC(C)(CCC#C)CO,88.17
100127,CC(C)(CCC#N)CO,83.02
100128,CC(C)(CO)NCC#N,79.92
100129,CC(C)(CO)OCC#C,81.58
100130,CC(C)(CO)OCC#N,75.5
100131,CC(O)(CO)CCC#C,81.11
100132,CC(O)(CO)CCC#N,75.99
100133,CCC(C)(C)CCC#C,95.52
100134,CCC(C)(C)CCC#N,90.31
100135,CCC(C)(C)NCC#N,87.26
100136,CCC(C)(C)OCC#C,87.33
100137,CCC(C)(C)OCC#N,82.4
100138,CCC(C)(O)CCC#C,88.48
100139,CCC(C)(O)CCC#N,83.37
100140,CC(C)(CCC#C)OC,88.77
100141,CC(C)(CCC#N)OC,83.57
100142,CC(C)(CCC=O)CO,83.31
100143,CC(C)(CNC=O)CO,79.59
100144,CC(C)(CO)COC=O,76.44
100145,CC(C)(CO)OCC=O,76.01
100146,CC(O)(CO)CCC=O,76.3
100147,CC(O)(CO)CNC=O,72.96
100148,CC(O)(CO)COC=N,73.47
100149,CC(O)(CO)COC=O,68.93
100150,CCC(C)(C)CCC=O,90.61
100151,CCC(C)(C)CNC=O,86.67
100152,CCC(C)(C)COC=O,83.57
100153,CCC(C)(C)OCC=O,83.0
100154,CCC(C)(O)CCC=O,83.82
100155,CCC(C)(O)CNC=O,80.28
100156,CCC(C)(O)COC=O,76.19
100157,CC(C)(CCC=O)OC,83.87
100158,CC(C)(CNC=O)OC,80.33
100159,CC(C)(COC=O)OC,76.83
100160,CC#CC(C)(CO)C=O,81.09
100161,CC#CC(O)(CO)C=O,74.96
100162,CCC(C)(C=O)C#CC,89.25
100163,CCC(O)(C=O)C#CC,82.27
100164,CNC(C)(C=O)C#CC,86.05
