,smiles,cv
127243,Cn1cc(cn1)CC=O,30.636
127244,Cn1cc(nn1)CC=O,29.756
127245,Cn1cc(cn1)CCO,33.167
127246,Cn1cc(nn1)CCO,32.208
127247,Cc1c(cn(n1)C)CO,34.439
127248,Cn1cc(c(n1)N)CO,34.048
127249,Cn1cc(c(n1)O)CO,32.865
127250,CN1C=C(N)C(=N)C=N1,31.722
127251,CN1C=C(N)C(=N)N=N1,31.13
127252,Cn1cc(c(n1)C#C)N,32.882
127253,Cn1cc(c(n1)C#N)N,30.684
127254,Cn1cc(c(=O)cn1)N,30.714
127255,Cn1cc(c(=O)nn1)N,30.215
127256,Cn1cc(c(n1)C=O)N,31.501
127257,Cn1cc(c(n1)CO)N,33.696
127258,Cn1cc(nn1)N=CN,30.973
127259,CC(=O)c1cn(nn1)C,30.398
127260,Cn1cc(nn1)C(=N)N,30.807
127261,Cn1cc(nn1)C(=O)N,29.987
127262,Cn1cc(nn1)C2CC2,30.396
127263,CN1C=C(N=N1)C1CN1,29.194
127264,CN1C=C(N=N1)C1CO1,28.585
127265,Cn1cc(nn1)N2CC2,29.33
127266,Cn1cc(cn1)NC=N,31.201
127267,Cn1cc(nn1)NC=N,29.931
127268,Cn1cc(cn1)NC=O,29.887
127269,Cn1cc(nn1)NC=O,28.693
127270,CN1C=C(O)C(=N)C=N1,29.742
127271,Cn1cc(c(=O)cn1)O,28.662
127272,Cn1cc(c(=O)nn1)O,27.992
127273,CN1C=C([O-])C(C[NH3+])=N1,32.501
127274,Cn1cc(c(n1)CO)O,32.037
127275,CN1C=C(OC=N)C=N1,29.838
127276,CN1C=C(OC=N)N=N1,28.885
127277,Cn1cc(cn1)OC=O,28.842
127278,Cn1cc(nn1)OC=O,27.905
127279,Cn1cc2c(n1)CC=C2,28.38
127280,Cn1cc2c(n1)C=CC2,28.285
127281,Cn1cc2c(n1)CCC2,29.864
127282,Cn1cc2c(n1)NCC2,29.416
127283,Cn1cc2c(n1)OCC2,28.379
127284,Cn1cc2c(n1)COC2,28.343
127285,Cn1cc2c(n1)[nH]cn2,26.797
127286,Cn1cc2c(n1)ocn2,25.219
127287,Cn1cc2c(n1)[nH]nn2,25.877
127288,Cn1cc2c(n1)onn2,25.602
127289,Cn1cc2c(n1)nc[nH]2,26.94
127290,Cn1cc2c(n1)CCN2,29.474
127291,Cn1cc2c(c1)nn[nH]2,27.538
127292,Cn1cc2c(n1)nco2,25.24
127293,Cn1cc2c(n1)CCO2,28.552
127294,Cn1cc2c(n1)OCO2,27.104
127295,Cn1cc2c(c1)onn2,26.862
127296,Cn1cc2c(n1)nno2,25.714
127297,CN1C=CC(=N)C(N)=N1,31.849
127298,CN1C=CC(=N)C(O)=N1,30.238
127299,CC(=O)c1ccn(n1)C,31.346
127300,Cn1ccc(n1)C(=O)N,31.092
127301,Cn1ccc(n1)C2CC2,31.417
127302,CN1C=CC(=N1)C1CN1,30.198
127303,CN1C=CC(=N1)C1CO1,29.576
127304,Cn1ccc(n1)N2CC2,30.409
127305,Cc1c(=O)ccn(n1)C,31.217
127306,Cn1ccc(=O)c(n1)N,30.93
127307,Cn1ccc(=O)c(n1)O,29.277
127308,Cn1ccc(n1)CC#C,31.986
127309,Cn1ccc(n1)CC#N,29.816
127310,Cn1ccc(n1)CC=O,30.731
127311,Cn1ccc(n1)CCO,33.288
127312,Cn1ccc(n1)NC=N,30.932
127313,Cn1ccc(n1)NC=O,29.683
127314,CN1C=CC(OC=N)=N1,29.854
127315,Cn1ccc(n1)OC=O,28.856
127316,Cn1ccc2c1cn[nH]2,28.039
127317,Cn1ccc2c1cno2,26.696
127318,Cn1ccc2c1nn[nH]2,26.968
127319,Cn1ccc2c1nno2,26.453
127320,Cn1ccc2c1[nH]nc2,28.393
127321,Cn1ccc2c1[nH]nn2,27.37
127322,Cn1ccc2c1onc2,26.915
127323,CN1C=CC2=C1ON=N2,28.95
127324,Cn1ccn2c1nnc2,26.611
127325,Cn1ccn2c1ncn2,26.161
127326,Cn1ccn2c1nnn2,25.511
127327,CN1C=NC(=N)C(C)=N1,30.969
127328,CN1C=NC(=N)C(N)=N1,30.825
127329,CC(=O)c1ncn(n1)C,30.149
127330,Cn1cnc(n1)C(=N)N,30.487
127331,Cn1cnc(n1)C(=O)N,29.751
127332,Cn1cnc(n1)C2CC2,30.014
127333,CN1C=NC(=N1)C1CN1,28.918
127334,CN1C=NC(=N1)C1CO1,28.269
127335,Cn1cnc(n1)N2CC2,29.062
127336,Cc1c(=O)ncn(n1)C,30.12
127337,Cn1cnc(=O)c(n1)N,29.948
127338,Cn1cnc(=O)c(n1)O,27.427
127339,Cn1cnc(n1)CC#C,30.688
127340,Cn1cnc(n1)CC#N,28.523
127341,Cn1cnc(n1)CC=O,29.538
127342,Cn1cnc(n1)CCO,32.0
127343,Cn1cnc(n1)N=CN,30.663
127344,Cn1cnc(n1)NC=N,29.69
127345,Cn1cnc(n1)NC=O,28.531
127346,CN1C=NC(OC=N)=N1,28.5
127347,Cn1cnc(n1)OC=O,27.565
127348,Cn1cnc2c1cn[nH]2,26.493
127349,Cn1cnc2c1cno2,25.285
127350,Cn1cnc2c1nn[nH]2,25.493
127351,Cn1cnc2c1nno2,25.164
127352,Cn1cnc2c1[nH]nc2,26.948
127353,Cn1cnc2c1[nH]nn2,25.988
127354,Cn1cnc2c1onc2,25.61
127355,CN1C=NC2=C1ON=N2,27.466
127356,Cn1cnc2c1n[nH]c2,26.584
127357,Cn1cnc2c1noc2,25.459
127358,Cn1cnc2c1c[nH]n2,26.588
127359,Cn1cnc2c1con2,25.448
127360,Cn1cnc2c1non2,24.642
127361,CN1C=NN(C=O)C1=N,29.247
127362,Cn1cnn(c1=O)C=O,27.921
127363,Cn1cnn2c1ncc2,26.187
127364,Cn1cnn2c1nnc2,25.167
127365,Cn1cnn2c1ncn2,24.73
127366,Cn1cnn2c1nnn2,24.151
127367,CN1C=NNC(=N)C1=N,29.954
127368,CN1C=NNC(=N)C1=O,29.303
127369,CN1C=NNC(=O)C1=N,28.694
127370,CN1C=NOC(=N)C1=N,29.064
127371,CN1C=NOC(=N)C1=O,28.433
127372,CN1C=NOC(=O)C1=N,28.098
127373,Cn1cnoc(=O)c1=O,27.518
127374,CN1CC1C1=CC=NN1,30.18
127375,CN1CC1C1=CC=NO1,29.231
127376,CN1CC1C1=CN=NN1,29.199
127377,CN1CC1C1=CN=NO1,28.852
127378,CN1CC1C1=CNN=C1,30.236
127379,CN1CC1C1=CNN=N1,29.228
127380,CN1CC1C1=CON=C1,29.22
127381,CN1CC1C1=CON=N1,28.727
127382,CN1CC1C1=NC=NN1,28.88
127383,CN1CC1C1=NC=NO1,28.04
127384,CN1CC1C1=NNC=C1,30.293
127385,CN1CC1C1=NNC=N1,29.013
127386,CN1CC1C1=NNN=C1,28.988
127387,CN1CC1C1=NOC=C1,29.235
127388,CN1CC1C1=NOC=N1,28.059
127389,CN1CC1C1=NON=C1,28.32
127390,CN1CC1C1=NON=N1,27.712
127391,CN1Cc2cn[nH]c2C1,29.015
127392,CN1Cc2cnoc2C1,28.066
127393,CN1Cc2c(nn[nH]2)C1,28.151
127394,CN1CC2=C(C1)N=NO2,30.238
127395,CN1Cc2c[nH]nc2C1,29.206
127396,CN1Cc2conc2C1,28.136
127397,CN1Cc2c(n[nH]n2)C1,28.091
127398,CN1Cc2c(non2)C1,27.456
127399,CN1CCc2c1cn[nH]2,29.246
127400,CN1CCc2c1cno2,28.217
127401,CN1CCc2c1nn[nH]2,28.309
127402,CN1CCc2c1nno2,28.085
127403,CN1CCc2c1[nH]nc2,29.41
127404,CN1CCc2c1[nH]nn2,28.622
127405,CN1CCc2c1onc2,28.386
127406,CN1CCC2=C1ON=N2,30.189
127407,CN1CCc2c1n[nH]c2,29.72
127408,CN1CCc2c1noc2,28.393
127409,CN1CCc2c1c[nH]n2,29.711
127410,CN1CCc2c1n[nH]n2,28.692
127411,CN1CCc2c1con2,28.459
127412,CN1CCc2c1non2,27.779
127413,CN1CCn2c1ccn2,28.679
127414,CN1CCn2c1ncn2,27.456
127415,CN1CCn2c1cnn2,27.796
127416,Cc1c(nn(n1)C)C#C,31.856
127417,Cc1c(nn(n1)C)C#N,29.67
127418,Cc1c(nn(c1C)C)C,36.852
127419,Cc1c(nn(c1N)C)C,36.556
127420,Cc1c(nn(c1O)C)C,35.73
127421,Cc1c(nn(n1)C)C=O,30.416
127422,Cc1c(nn(n1)C)CO,33.05
127423,Cc1c(c(n(n1)C)C)N,36.602
127424,Cc1c(c(n(n1)C)N)N,35.897
127425,Cc1c(c(n(n1)C)O)N,34.688
127426,Cc1c(c(n(n1)C)C)O,35.81
127427,Cc1c(c(n(n1)C)N)O,35.411
127428,Cc1c(c(n(n1)C)O)O,34.349
127429,Cc1cc(n(n1)C)C#C,32.999
127430,Cc1cc(n(n1)C)C#N,30.803
127431,Cc1cc(n(n1)C)C=O,31.54
127432,Cc1cc(n(n1)C)CO,34.092
127433,CN1N=C(C)C=CC1=N,32.025
127434,Cc1ccc(=O)n(n1)C,31.038
127435,CN1N=C(C)C=NC1=N,31.039
127436,Cc1cnc(=O)n(n1)C,30.095
127437,Cc1nn(c(=O)n1C)C,33.205
127438,Cc1nc(n(n1)C)C#C,31.714
127439,Cc1nc(n(n1)C)C#N,29.666
127440,Cc1nc(n(n1)C)C=O,30.502
127441,Cc1nc(n(n1)C)CO,32.908
127442,CN1N=C(C)N=CC1=N,31.163
127443,Cc1ncc(=O)n(n1)C,30.178
127444,Cc1cc(nn1C)C#C,32.96
127445,Cc1cc(nn1C)C#N,30.704
127446,Cn1c(cc(n1)C#C)N,32.718
127447,Cn1c(cc(n1)C#N)N,30.514
127448,Cn1c(cc(n1)C#C)O,31.79
127449,Cn1c(cc(n1)C#N)O,29.53
127450,Cc1cc(nn1C)C=O,31.475
127451,Cn1c(cc(n1)C=O)N,31.259
127452,Cn1c(cc(n1)C=O)O,30.335
127453,Cc1nc(nn1C)C=O,30.412
127454,Cn1c(nc(n1)C=O)N,30.027
127455,Cn1c(nc(n1)C=O)O,28.693
127456,Cn1c(nc(n1)CN)O,32.204
127457,CN1N=C(CN)OC1=N,32.355
127458,Cc1cc(nn1C)CO,34.332
127459,Cn1c(cc(n1)CO)N,34.081
127460,Cn1c(cc(n1)CO)O,33.193
127461,Cc1nc(nn1C)CO,32.937
127462,Cn1c(nc(n1)CO)N,32.599
127463,Cn1c(nc(n1)CO)O,31.375
127464,Cn1c(=O)[nH]c(n1)CO,31.262
127465,CN1N=C(CO)OC1=N,31.664
127466,Cn1c(=O)oc(n1)CO,30.23
127467,Cn1nc(c(n1)N)C#C,31.651
127468,Cn1nc(c(n1)N)C#N,29.488
127469,Cc1c(n(nc1N)C)C,36.499
127470,Cc1c(nn(c1N)C)N,36.181
127471,Cc1c(nn(c1O)C)N,35.316
127472,Cn1nc(c(n1)N)C=O,30.208
127473,Cn1nc(c(n1)N)CO,32.467
127474,Cc1c(c(nn1C)N)N,36.142
127475,Cn1c(c(c(n1)N)N)N,35.633
127476,Cn1c(c(c(n1)N)N)O,34.235
127477,Cc1c(c(nn1C)N)O,34.995
127478,Cn1c(c(c(n1)N)O)N,34.833
127479,Cn1c(cc(n1)N)C#C,32.703
127480,Cn1c(cc(n1)N)C#N,30.555
127481,Cn1c(cc(n1)N)C=O,31.303
127482,Cn1c(cc(n1)N)CO,33.81
127483,Cn1c(=O)ccc(n1)N,30.735
127484,CN1N=C(N)C=NC1=N,30.834
127485,Cn1c(=O)ncc(n1)N,29.871
127486,Cn1c(nn(c1=O)C)N,32.792
127487,Cn1c(nc(n1)N)C#C,31.383
127488,Cn1c(nc(n1)N)C#N,29.378
127489,Cn1c(nc(n1)N)C=O,30.003
127490,Cn1c(nc(n1)N)CO,32.589
127491,CN1N=C(N)N=CC1=N,30.935
127492,Cn1c(=O)cnc(n1)N,29.934
127493,Cc1nc(nn1C)C#C,31.776
127494,Cc1nc(nn1C)C#N,29.649
127495,Cn1c(nc(n1)C#C)N,31.401
127496,Cn1c(nc(n1)C#N)N,29.318
127497,Cn1c(nc(n1)C#C)O,30.137
127498,Cn1c(nc(n1)C#N)O,27.992
127499,Cn1c(=O)[nH]c(n1)C#C,30.037
127500,Cn1c(=O)[nH]c(n1)C=O,28.793
127501,Cn1nc(c(n1)O)C#C,30.26
127502,Cn1nc(c(n1)O)C#N,28.006
127503,Cc1c(n(nc1O)C)C,35.315
127504,Cc1c(n(nc1O)C)N,34.943
127505,Cc1c(nn(c1O)C)O,34.108
127506,Cn1nc(c(n1)O)C=O,28.763
127507,Cn1nc(c(n1)O)CO,31.534
127508,Cc1c(c(nn1C)O)N,34.831
127509,Cn1c(c(c(n1)O)N)N,34.228
127510,Cn1c(c(c(n1)O)N)O,32.94
127511,Cc1c(c(nn1C)O)O,34.401
127512,Cn1c(c(c(n1)O)O)N,34.051
127513,Cn1c(cc(n1)O)C#C,31.352
127514,Cn1c(cc(n1)O)C#N,29.182
127515,Cn1c(cc(n1)O)C=O,29.942
127516,Cn1c(cc(n1)O)CO,32.911
127517,CN1N=C(O)C=CC1=N,30.409
127518,Cn1c(=O)ccc(n1)O,29.332
127519,CN1N=C(O)N(C)C1=N,33.05
127520,Cn1c(nn(c1=O)C)O,31.605
127521,Cn1c(nc(n1)O)C#C,29.912
127522,Cn1c(nc(n1)O)C#N,27.869
127523,Cn1c(nc(n1)O)C=O,28.675
127524,Cn1c(nc(n1)O)CO,31.197
127525,CN1N=C(O)N=CC1=N,29.508
127526,Cn1c(=O)cnc(n1)O,28.393
127527,CN1N=C(OC1=N)C#C,30.096
127528,CN1N=C(OC1=N)C#N,28.095
127529,CN1N=C(OC1=N)C=O,28.825
127530,Cn1c(=O)oc(n1)C#C,28.666
127531,Cn1c(=O)oc(n1)C#N,26.735
127532,Cn1c(=O)oc(n1)C=O,27.489
127533,Cn1nc2c(n1)CCC2,28.766
127534,Cn1c(=O)n2c(n1)CC2,28.468
127535,Cn1nc2c(n1)NCC2,28.387
127536,Cn1nc2c(n1)OCC2,27.362
127537,Cn1nc2c(n1)CNC2,28.173
127538,Cn1nc2c(n1)COC2,27.254
127539,Cn1nc2c(n1)nc[nH]2,25.581
127540,Cn1nc2c(n1)ocn2,24.079
127541,Cn1nc2c(n1)OCO2,26.06
127542,CN1N=C2ON=NC2=N1,26.484
127543,CN1N=CC(=N)C(C)=N1,31.218
127544,CN1N=CC(=N)C(N)=N1,31.092
127545,CN1N=CC(=N)C=C1N,31.641
127546,CN1N=CC(=N)C=C1O,30.577
127547,CN1N=CC(=N)N=C1C,30.999
127548,CN1N=CC(=N)N=C1O,29.038
127549,CN1N=CC(=N)NC1=O,28.937
127550,CN1N=CC(=N)OC1=O,28.078
127551,CC(=O)c1cnn(n1)C,30.135
127552,Cn1ncc(n1)C(=N)N,30.622
127553,Cn1ncc(n1)C(=O)N,29.877
127554,Cn1ncc(n1)C2CC2,30.138
127555,CN1N=CC(=N1)C1CN1,28.946
127556,CN1N=CC(=N1)C1CO1,28.288
127557,Cn1ncc(n1)N2CC2,29.147
127558,Cc1c(=O)cnn(n1)C,30.344
127559,Cn1ncc(=O)c(n1)N,30.163
127560,Cn1ncc(=O)c(n1)O,28.371
127561,Cc1cc(=O)cnn1C,30.955
127562,Cn1c(cc(=O)cn1)N,30.733
127563,Cn1c(cc(=O)cn1)O,29.573
127564,Cc1nc(=O)cnn1C,30.055
127565,Cn1c(nc(=O)cn1)N,29.69
127566,Cn1c(nc(=O)cn1)O,28.078
127567,CN1N=CC(=O)NC1=N,29.086
127568,Cn1c(=O)[nH]c(=O)cn1,27.915
127569,CN1N=CC(=O)OC1=N,28.165
127570,Cc1c(cnn1C)C#C,32.957
127571,Cn1c(c(cn1)C#C)N,32.665
127572,Cn1c(c(cn1)C#C)O,31.524
127573,Cc1c(cnn1C)C#N,30.609
127574,Cn1c(c(cn1)C#N)N,30.389
127575,Cn1c(c(cn1)C#N)O,29.136
127576,Cc1cnn(c1C#C)C,32.919
127577,Cc1cnn(c1C#N)C,30.722
127578,Cc1cnn(c1C=O)C,31.316
127579,Cc1cnn(c1CO)C,33.974
127580,CN1N=CC(C)=CC1=N,31.951
127581,Cc1cc(=O)n(nc1)C,30.981
127582,CN1N=CC(C)=NC1=N,31.077
127583,Cc1cnn(c(=O)n1)C,30.148
127584,Cc1c(cnn1C)C=O,31.395
127585,Cn1c(c(cn1)C=O)N,31.249
127586,Cn1c(c(cn1)C=O)O,30.017
127587,Cn1ncc(n1)CC#C,30.717
127588,Cn1ncc(n1)CC#N,28.604
127589,Cn1ncc(n1)CC=O,29.514
127590,Cn1ncc(n1)CCO,31.925
127591,Cc1c(cnn1C)CO,34.041
127592,Cn1c(c(cn1)CO)N,33.391
127593,Cn1c(c(cn1)CO)O,31.655
127594,Cn1c(c(cn1)N)C#C,32.821
127595,Cn1c(c(cn1)N)C#N,30.606
127596,Cn1c(c(cn1)N)C=O,30.969
127597,Cn1c(c(cn1)N)CO,33.909
127598,CN1N=CC(N)=CC1=N,31.913
127599,Cn1c(=O)cc(cn1)N,30.962
127600,CN1N=CC(N)=NC1=N,30.951
127601,Cn1c(=O)nc(cn1)N,30.125
127602,Cn1ncc(n1)N=CN,30.692
127603,Cn1ncc(n1)NC=N,29.744
127604,Cn1ncc(n1)NC=O,28.501
127605,CN1N=CC([O-])=C1C[NH3+],38.281
127606,Cn1c(c(cn1)O)CO,32.847
127607,CN1N=CC(O)=CC1=N,30.543
127608,CN1N=CC(OC=N)=N1,28.64
127609,Cn1ncc(n1)OC=O,27.658
127610,Cn1c2c(cn1)CC=C2,28.241
127611,Cn1c2cc[nH]c2cn1,28.133
127612,Cn1c2ccoc2cn1,26.401
127613,Cn1c2cn[nH]c2cn1,26.71
127614,Cn1c2cnoc2cn1,25.392
127615,Cn1c2c(cn1)C=CC2,28.251
127616,Cn1c2c(cn1)CCC2,29.72
127617,Cn1c2c(cn1)NCC2,29.206
127618,Cn1c2c(cn1)OCC2,28.368
127619,Cn1c2c(cn1)COC2,28.207
127620,Cn1c2c(cn1)[nH]cn2,26.632
127621,Cn1c2c(cn1)ocn2,25.141
127622,Cn1c2c(cn1)onn2,25.154
127623,Cn1c2c(cc[nH]2)cn1,28.425
127624,Cn1c2c(cn1)nc[nH]2,26.919
127625,Cn1c2c(cn1)CCN2,29.273
127626,Cn1c2c(cn[nH]2)cn1,26.951
127627,Cn1c2c(cn1)nn[nH]2,26.022
127628,Cn1c2c(cco2)cn1,26.56
127629,Cn1c2c(cn1)nco2,25.359
127630,Cn1c2c(cn1)CCO2,28.403
127631,Cn1c2c(cn1)OCO2,27.133
127632,Cn1c2c(cn1)cno2,25.574
127633,CN1N=CC2=C1ON=N2,27.646
127634,CN1N=CC=C(C)C1=N,31.713
127635,Cc1ccnn(c1=O)C,30.841
127636,CN1N=CC=C(N)C1=N,31.492
127637,Cn1c(=O)c(ccn1)N,30.713
127638,CN1N=CC=C(O)C1=N,30.224
127639,CC(=O)c1ccnn1C,31.049
127640,Cn1c(ccn1)C(=O)N,30.707
127641,Cn1c(ccn1)C2CC2,31.174
127642,CN1N=CC=C1C1CN1,30.124
127643,CN1N=CC=C1C1CO1,29.289
127644,Cn1c(ccn1)CC#C,31.76
127645,Cn1c(ccn1)CC#N,29.642
127646,Cn1c(ccn1)CC=O,30.477
127647,Cn1c(ccn1)CCO,33.052
127648,Cn1c(ccn1)N2CC2,30.267
127649,Cn1c(ccn1)NC=O,29.889
127650,CN1N=CC=C1OC=N,29.812
127651,Cn1c(ccn1)OC=O,28.827
127652,CN1N=CN(C=O)C1=N,29.48
127653,Cn1c(=O)n(cn1)C=O,28.002
127654,Cn1c2nccn2cn1,26.299
127655,Cn1c2nncn2cn1,25.343
127656,Cn1c2ncnn2cn1,24.804
127657,Cn1c2nnnn2cn1,24.302
127658,CN1N=CN=C(C)C1=N,30.924
127659,Cc1c(=O)n(ncn1)C,30.046
127660,CN1N=CN=C(N)C1=N,30.594
127661,Cn1c(=O)c(ncn1)N,29.75
127662,CN1N=CN=C(O)C1=N,28.843
127663,CC(=O)c1ncnn1C,29.957
127664,Cn1c(ncn1)C(=O)N,29.377
127665,Cn1c(ncn1)C2CC2,29.908
127666,CN1N=CN=C1C1CN1,28.79
127667,CN1N=CN=C1C1CO1,28.101
127668,Cn1c(ncn1)CC#C,30.49
127669,Cn1c(ncn1)CC#N,28.472
127670,Cn1c(ncn1)CC=O,29.263
127671,Cn1c(ncn1)CCO,31.825
127672,Cn1c(ncn1)N2CC2,28.889
127673,Cn1c(ncn1)NC=N,29.873
127674,Cn1c(ncn1)NC=O,28.308
127675,CN1N=CN=C1OC=N,28.518
127676,Cn1c(ncn1)OC=O,27.643
127677,CN1N=CNC(=N)C1=N,30.125
127678,CN1N=CNC(=N)C1=O,29.301
127679,CN1N=CNC(=O)C1=N,28.952
127680,Cn1c(=O)c(=O)[nH]cn1,28.163
127681,CN1N=COC(=N)C1=N,29.021
127682,CN1N=COC(=N)C1=O,28.214
127683,CN1N=COC(=O)C1=N,28.076
127684,Cn1c(=O)c(=O)ocn1,27.316
127685,CN1N=NC(=N)C(C)=N1,30.543
127686,CN1N=NC(=N)C(N)=N1,30.326
127687,CN1N=NC(=N)C=C1C,31.34
127688,CN1N=NC(=N)C=C1N,31.135
127689,CN1N=NC(=N)C=C1O,29.966
127690,CN1N=NC(=N)N=C1C,30.481
127691,CN1N=NC(=N)N=C1N,30.125
127692,CN1N=NC(=N)N=C1O,28.493
127693,CN1N=NC(=N)NC1=N,29.333
127694,CN1N=NC(=N)NC1=O,28.244
127695,CN1N=NC(=N)OC1=O,27.284
127696,CC(=O)c1nnn(n1)C,29.297
127697,Cn1nc(nn1)C(=N)N,29.686
127698,Cn1nc(nn1)C(=O)N,28.863
127699,Cn1nc(nn1)C2CC2,29.094
127700,CN1N=NC(=N1)C1CN1,28.025
127701,CN1N=NC(=N1)C1CO1,27.378
127702,Cn1nc(nn1)N2CC2,28.139
127703,Cc1c(=O)nnn(n1)C,29.719
127704,Cn1nc(c(=O)nn1)N,29.362
127705,Cc1cc(=O)nnn1C,30.496
127706,Cn1c(cc(=O)nn1)N,30.39
127707,Cn1c(cc(=O)nn1)O,29.068
127708,Cc1nc(=O)nnn1C,29.643
127709,Cn1c(nc(=O)nn1)N,29.425
127710,Cn1c(nc(=O)nn1)O,27.649
127711,CN1N=NC(=O)NC1=N,28.305
127712,CN1N=NC(=O)OC1=N,27.353
127713,Cc1c(nnn1C)C#C,31.897
127714,Cn1c(c(nn1)C#C)N,31.757
127715,Cn1c(c(nn1)C#C)O,30.526
127716,Cc1c(nnn1C)C#N,29.754
127717,Cn1c(c(nn1)C#N)N,29.65
127718,Cc1c(n(nn1)C)C#C,31.98
127719,Cc1c(n(nn1)C)C#N,29.832
127720,Cc1c(n(nn1)C)C=O,30.438
127721,Cc1c(n(nn1)C)CO,33.122
127722,CN1N=NC(C)=CC1=N,31.153
127723,CN1N=NC(C)=CC1=O,30.263
127724,CN1N=NC(C)=NC1=N,30.253
127725,Cc1nc(=O)n(nn1)C,29.402
127726,Cc1c(nnn1C)C=O,30.618
127727,Cn1c(c(nn1)C=O)N,30.563
127728,Cn1nc(nn1)CC#C,29.75
127729,Cn1nc(nn1)CC#N,27.626
127730,Cn1nc(nn1)CC=O,28.642
127731,Cn1nc(nn1)CCO,31.009
127732,CN1N=NC(C[NH3+])=C1[O-],31.248
127733,Cc1c(nnn1C)CO,33.038
127734,Cn1c(c(nn1)CO)N,32.582
127735,Cn1c(c(nn1)CO)O,30.922
127736,Cn1c(c(nn1)N)C#C,31.777
127737,Cn1c(c(nn1)N)C#N,29.626
127738,Cn1c(c(nn1)N)C=O,30.227
127739,Cn1c(c(nn1)N)CO,32.833
127740,CN1N=NC(N)=CC1=N,31.06
127741,CN1N=NC(N)=CC1=O,30.239
127742,CN1N=NC(N)=NC1=N,30.263
127743,Cn1c(=O)nc(nn1)N,29.257
127744,Cn1nc(nn1)N=CN,29.918
127745,Cn1nc(nn1)NC=N,28.902
127746,Cn1nc(nn1)NC=O,27.689
127747,Cn1c(c(nn1)O)C#C,30.276
127748,Cn1c(c(nn1)O)C#N,28.025
127749,Cn1c(c(nn1)O)C=O,27.972
127750,Cn1c(c(nn1)O)CO,31.453
127751,CN1N=NC(O)=NC1=N,27.926
127752,Cn1c(=O)nc(nn1)O,27.049
127753,CN1N=NC(OC=N)=N1,27.612
127754,Cn1nc(nn1)OC=O,26.683
127755,Cn1c2cc[nH]c2nn1,27.082
127756,Cn1c2ccoc2nn1,25.438
127757,Cn1c2cn[nH]c2nn1,25.668
127758,Cn1c2cnoc2nn1,24.447
127759,Cn1c2c(nn1)CCC2,28.886
127760,Cn1c2c(nn1)NCC2,28.325
127761,Cn1c2c(nn1)OCC2,27.415
127762,Cn1c2c(nn1)CNC2,28.304
127763,Cn1c2c(nn1)COC2,27.379
127764,Cn1c2c([nH]cn2)nn1,25.62
127765,Cn1c2c(nn1)ocn2,24.212
127766,Cn1c2c(nn1)onn2,24.33
127767,Cn1c2c(cc[nH]2)nn1,27.483
127768,Cn1c2c(nc[nH]2)nn1,26.033
127769,Cn1c2c(nn1)CCN2,28.545
127770,Cn1c2c(cn[nH]2)nn1,26.077
127771,Cn1c2c(nn[nH]2)nn1,25.208
127772,Cn1c2c(cco2)nn1,25.699
127773,Cn1c2c(nco2)nn1,24.556
127774,Cn1c2c(nn1)CCO2,27.663
127775,Cn1c2c(nn1)OCO2,26.332
127776,Cn1c2c(cno2)nn1,24.821
127777,CN1N=NC2=C1ON=N2,26.752
127778,Cn1c2c[nH]cc2nn1,27.158
127779,Cn1c2c(c[nH]n2)nn1,25.588
127780,Cn1c2cocc2nn1,25.863
127781,Cn1c2c(con2)nn1,24.767
127782,Cn1c2c[nH]nc2nn1,25.605
127783,Cn1c2c(n[nH]n2)nn1,24.381
127784,Cn1c2conc2nn1,24.729
127785,Cn1c2c(nn1)non2,23.991
127786,CN1N=NC=C(C)C1=N,31.0
127787,CN1N=NC=C(C)C1=O,30.123
127788,CN1N=NC=C(N)C1=N,30.78
127789,Cn1c(=O)c(cnn1)N,30.159
127790,CC(=O)c1cnnn1C,30.157
127791,Cn1c(cnn1)C(=O)N,29.861
127792,Cn1c(cnn1)C2CC2,30.197
127793,CN1N=NC=C1C1CN1,29.176
127794,CN1N=NC=C1C1CO1,28.429
127795,Cn1c(cnn1)CC#C,30.742
127796,Cn1c(cnn1)CC#N,28.676
127797,Cn1c(cnn1)CC=O,29.564
127798,Cn1c(cnn1)CCO,31.883
127799,Cn1c(cnn1)N2CC2,29.343
127800,Cn1c(cnn1)NC=N,30.276
127801,Cn1c(cnn1)NC=O,28.998
127802,CN1N=NC=C1OC=N,28.556
127803,Cn1c(cnn1)OC=O,27.916
127804,CN1N=NN(C=O)C1=N,28.641
127805,Cn1c(=O)n(nn1)C=O,27.32
127806,Cn1c2nccn2nn1,25.313
127807,Cn1c2nncn2nn1,24.429
127808,Cn1c2ncnn2nn1,23.897
127809,Cn1c2nnnn2nn1,23.452
127810,CN1N=NNC(=N)C1=N,29.366
127811,CN1N=NNC(=N)C1=O,28.634
127812,CN1N=NNC(=O)C1=N,28.209
127813,Cn1c(=O)c(=O)[nH]nn1,27.498
127814,CN1N=NOC(=N)C1=N,28.815
127815,CN1N=NOC(=N)C1=O,28.123
127816,CN1N=NOC(=O)C1=N,27.931
127817,Cn1c(=O)c(=O)onn1,27.257
127818,CN=C(c1ccno1)N,30.709
127819,C[NH+]=C(N)C1=CN=N[N-]1,31.277
127820,CN=C(c1cnno1)N,30.199
127821,CN=C(c1c[nH]nn1)N,30.654
127822,CN=C(c1cnoc1)N,30.68
127823,CN=C(c1conn1)N,30.375
