,BCCvolume_pa_min_value,BCCefflatcnt_min_value,GSestBCClatcnt_min_value,GSvolume_pa_min_value,AtomicVolume_arithmetic_average,GSestFCClatcnt_min_value,HeatVaporization_arithmetic_average,CovalentRadius_min_value,CovalentRadii_min_value,BoilingT_arithmetic_average,GSenergy_pa_composition_average,IsSimpleCubic_composition_average,n_ws^third_arithmetic_average,HeatVaporization_composition_average,AtomicVolume_composition_average,IsNonmetal_composition_average,IonicRadii_difference,AtomicVolume_difference,IonicRadii_min_value,IsPnictide_composition_average,Density_composition_average,GSbandgap_composition_average,AtomicRadii_composition_average,ThermalExpansionCoefficient_min_value,IsMetal_composition_average,target
1796,11.08,5.617631503999999,2.807970487,11.07,27.1788836280692,3.537821124,157.6125,120.0,1.14,1766.0,-2.63184007875,0.0,0.735,157.6125,27.1788836280692,0.5,1.23,30.6978833923386,0.73,0.0,6020.0,0.7285,1.209,16.5,0.5,244.5857596343752
1797,7.33,4.894871769,2.630893787,9.105,6221.7188714749045,3.314718462,188.5036333333333,66.0,0.73,1768.3666666666668,-4.4913698645833335,0.5833333333333334,0.7866666666666666,107.08135833333333,10862.218516006078,0.5833333333333334,0.7899999999999999,18574.560849330595,0.61,0.0,1409.50025,0.0,1.2046666666666666,8.6,0.4166666666666666,244.5857596343752
1798,15.62,6.29893322,3.2135708380000003,16.5933333333,28.064687652250967,4.048845545,112.03333333333332,105.0,1.02,1389.906666666667,-3.509503686875,0.0,0.7133333333333334,86.525,27.84015218785603,0.5,0.74,13.939401002331104,0.29,0.25,3558.75,1.101,1.4475,13.4,0.5,2096.5856125822547
1799,6.98,4.815689402,2.687689729,9.7075,12412.348240416624,3.386276865,53.57753333333334,57.0,0.72,639.6966666666666,-3.451540324375,0.25,0.8533333333333333,78.85064999999999,9319.995477138087,0.5,0.71,18558.671380026128,1.0,0.25,775.73675,2.10175,1.395,22.3,0.5,2096.5856125822547
1800,7.33,4.894871769,2.630893787,9.105,6228.044411142055,3.314718462,144.6603,66.0,0.73,1702.7,-3.833608461428572,0.5714285714285714,0.6833333333333333,83.48765714285716,10646.527716367009,0.5714285714285714,0.71,18565.23038122733,0.71,0.0,2047.9594285714288,0.0,1.2828571428571431,20.6,0.4285714285714285,194.5857636044648
1801,7.33,4.894871769,2.630893787,9.105,6224.909700630577,3.314718462,55.54363333333333,66.0,0.73,901.0333333333332,-3.884796245,0.6,0.28,34.690540000000006,11171.824686974109,0.8,0.8999999999999999,18564.98836186357,0.5,0.0,1490.6574,0.1598,1.148,22.5,0.2,194.5857636044648
1802,11.08,5.617631503999999,2.807970487,11.07,22.336949670201896,3.537821124,201.09000000000003,107.0,1.06,2209.5,-4.845917119666669,0.0,1.4533333333333334,107.758,23.76185141040508,0.6666666666666666,0.5599999999999999,16.3841798847413,0.17,0.6666666666666666,4081.333333333334,1.0833333333333333,1.3021333333333334,16.5,0.3333333333333333,353.58575097957976
1803,14.16,6.096226278,3.033694224,13.96,22.83238217367293,3.822215211,122.65166666666669,120.0,1.16,1494.333333333333,-2.922395925,0.0,0.83,96.17857142857144,25.17231693698433,0.5714285714285714,0.3,12.0031208910251,0.5,0.0,5862.285714285714,0.4565714285714286,1.4645714285714286,30.2,0.4285714285714285,353.58575097957976
1804,8.43,5.128407411,2.687689729,9.7075,6237.065527596686,3.386276865,132.29993333333334,57.0,0.72,1391.6266666666666,-1.8275452441666664,0.6666666666666666,0.7233333333333333,67.78486666666667,12419.337047462644,0.6666666666666666,0.7600000000000001,18584.66150371212,0.85,0.0,3473.1306666666665,1.3133333333333332,1.1336666666666666,14.2,0.3333333333333333,206.5857626516433
1805,7.33,4.894871769,2.630893787,9.105,6210.11188302893,3.314718462,147.1036333333333,66.0,0.73,1499.033333333333,-3.78222346,0.5,0.79,111.18045,9305.633203894047,0.5,0.8599999999999999,18575.60274197189,0.54,0.0,809.4645,0.0,1.11,23.1,0.5,206.5857626516433
1806,6.98,4.815689402,3.091182017,14.76875,6242.6672373286365,3.894645292,269.1776,71.0,0.75,2250.7366666666667,-7.282227105,0.0,1.2766666666666666,202.5814,9330.125169651175,0.5,1.1,18574.452237059617,0.64,0.5,4632.8755,3.2185,1.485,6.3,0.5,371.58574955034754
1807,10.33,5.487907316,2.74306794,10.32,22.047339601361934,3.456049039,250.09000000000003,124.0,1.15,2716.333333333333,-5.3164,0.0,1.4266666666666667,250.09000000000003,22.047339601361934,0.0,0.07,19.250139002084,0.69,0.3333333333333333,6196.666666666668,0.0,1.4806666666666666,10.0,1.0,371.58574955034754
1808,8.43,5.128407411,2.687689729,9.7075,6221.105202468431,3.386276865,254.1166,57.0,0.72,2038.96,-2.329222744317273,0.6363636363636364,0.7566666666666666,88.90805454545455,11850.16760628558,0.6363636363636364,0.5000000000000001,18579.33985613416,0.83,0.0,1475.0792727272726,1.2536363636363637,1.1185454545454545,5.9,0.3636363636363637,452.5857431188022
1809,19.01,6.725130247,3.539684396,22.175,41.51287189410685,4.459722881,133.22333333333336,119.0,1.2,1598.0,-3.236491972776667,0.0,1.11,133.22333333333336,41.51287189410685,0.0,0.93,54.123898945899896,0.58,0.3333333333333333,4631.0,0.0,1.7866666666666666,15.4,1.0,452.5857431188022
1810,25.23,7.39058945,3.981581991,31.56,44.33535779631053,5.016478962,145.08,139.0,1.4,1922.333333333333,-3.0586497144433333,0.0,1.05,145.08,44.33535779631053,0.0,0.8,48.8810794210133,0.71,0.3333333333333333,4954.333333333334,0.0,1.8533333333333333,11.0,1.0,232.5857605871967
1811,2.89,3.5892684530000003,2.365120549,6.615,12417.829364909525,2.979865165,52.6403,31.0,0.32,618.1133333333332,-4.497020513333334,0.0,1.3533333333333333,52.6403,12417.829364909525,0.6666666666666666,0.71,18575.114753504837,1.0,0.3333333333333333,517.1136333333333,4.763333333333334,1.07,240.0,0.3333333333333333,232.5857605871967
1812,2.89,3.5892684530000003,2.365120549,6.615,6229.033527131519,2.979865165,210.91603333333333,31.0,0.32,1881.043333333333,-3.409465818125,0.0,1.3666666666666667,96.4350625,11651.828934425032,0.625,0.87,18604.32643099656,0.67,0.0,2213.8061875000008,4.908125,0.905625,8.2,0.375,237.58576019018776
1813,7.33,4.894871769,2.630893787,9.105,6214.209885184421,3.314718462,201.30363333333327,66.0,0.73,1829.94,-5.799989059583334,0.3333333333333333,0.47,201.30363333333327,6214.209885184421,0.6666666666666666,1.11,18568.93122322021,0.29,0.0,2824.143,0.7340000000000001,1.2,5.7,0.3333333333333333,237.58576019018776
1814,2.89,3.5892684530000003,2.365120549,6.615,12412.921676414247,2.979865165,5.216966666666667,31.0,0.32,216.94666666666663,-6.288670556875,0.0,1.5999999999999996,4.610925,13957.815998965389,1.0,1.54,18589.837818990654,0.17,0.75,456.397975,5.587999999999999,0.8600000000000001,127.0,0.0,439.5857441510256
1815,6.98,4.815689402,3.091182017,14.76875,6214.085715505106,3.894645292,54.0976,71.0,0.75,748.57,-5.923319593125,0.0,1.4266666666666663,41.2714,9308.68902828353,0.75,1.54,18570.95490853893,0.17,0.75,590.1255,3.62475,1.1675,46.0,0.25,439.5857441510256
1816,22.88,7.153611229,3.577326635,22.89,27.753879992854195,4.50714913,134.85500000000002,138.0,1.36,1656.333333333333,-2.777298036668572,0.0,0.7799999999999999,111.82714285714287,30.17348061522756,0.0,0.25,10.7343956269205,0.72,0.0,5902.571428571428,0.2651428571428572,1.6171428571428572,18.8,0.4285714285714285,669.5857258886133
1817,6.11,4.606669594,2.429779429,7.1725,6209.236351857109,3.061330249,174.53696666666667,66.0,0.73,1638.8666666666666,-5.184229136111667,0.6666666666666666,1.1333333333333333,88.97393333333332,12400.716759173254,0.8333333333333333,1.23,18584.89939922412,0.17,0.1666666666666666,714.7860000000002,0.5248333333333333,0.8633333333333333,4.7,0.0,669.5857258886133
1818,14.16,6.096226278,3.033694224,13.96,18.982009062864435,3.822215211,168.9,111.0,1.11,1746.666666666667,-3.9916740375,0.0,1.42,134.775,19.667498231442824,0.0,0.48,6.518282002375496,0.26,0.5,5231.0,0.19325,1.358,2.6,0.75,628.5857291440867
1819,6.98,4.815689402,2.630893787,9.105,12404.303418308278,3.314718462,6.201233333333334,66.0,0.73,240.27,-6.1229140525000005,0.3333333333333333,1.1,6.201233333333334,12404.303418308278,1.0,1.54,18564.28484480216,0.17,0.6666666666666666,608.56,2.687333333333333,0.9766666666666668,127.0,0.0,628.5857291440867
1820,7.33,4.894871769,2.630893787,9.105,6228.69725357722,3.314718462,272.43696666666665,66.0,0.73,2284.366666666667,-5.443862993666,0.6,0.76,164.82654,11174.097218742092,0.6,0.87,18574.150436930217,0.64,0.0,3502.0574,0.0,1.194,6.3,0.4,620.585729779301
1821,7.33,4.894871769,2.630893787,9.105,12408.939648900174,3.314718462,133.3269,57.0,0.72,1264.3266666666666,-4.3064842125,0.6666666666666666,0.4033333333333333,133.3269,12408.939648900174,0.6666666666666666,0.3799999999999999,18568.595354446083,1.02,0.0,1491.7083333333337,0.6566666666666666,1.086666666666667,11.3,0.3333333333333333,620.585729779301
1822,7.33,4.894871769,2.630893787,9.105,6209.678806446631,3.314718462,202.9036333333333,66.0,0.73,2131.0333333333333,-4.869937930000002,0.5,0.9133333333333332,153.03045,9305.308396457323,0.5,0.6699999999999999,18580.3672245575,0.73,0.0,2976.9645,0.0,1.086,10.0,0.5,490.5857401015341
1823,8.43,5.128407411,2.687689729,9.7075,6217.729031553431,3.386276865,117.6466,57.0,0.72,1196.5366666666666,-1.79993979967675,0.75,0.8266666666666667,46.16110000000001,13957.65374141291,0.75,0.6200000000000001,18576.996825258968,0.71,0.0,2606.772,1.4775,0.9425,22.0,0.25,490.5857401015341
1824,8.43,5.128407411,2.687689729,9.7075,6245.728902158683,3.386276865,75.71326666666667,57.0,0.72,934.2933333333332,-1.6011694925,0.6,0.5033333333333333,46.73588,11188.08076822665,0.6,0.6100000000000001,18558.671380026128,1.0,0.0,617.4176,1.182,1.3219999999999998,22.3,0.4,1321.5856741186446
1825,7.33,4.894871769,2.630893787,9.105,6210.595984709486,3.314718462,295.8369666666666,66.0,0.73,2478.7,-5.598332433,0.6,0.87,178.86654,11163.236457421452,0.6,0.7599999999999999,18574.150436930217,0.64,0.0,3437.8574,0.0,1.034,6.3,0.4,1321.5856741186446
1826,14.16,6.096226278,3.390921571,19.495,24.151707884931604,4.272293466,148.85666666666663,107.0,1.06,1562.166666666667,-4.0573079637500005,0.0,1.42,114.7425,25.167311367859,0.5,0.7799999999999999,6.6340963608462005,0.17,0.5,4404.75,0.90825,1.35475,5.7,0.25,509.5857385929
1827,15.62,6.29893322,3.390921571,19.495,24.373285625233105,4.272293466,54.935,105.0,1.02,878.86,-2.454695471875,0.0,0.62,54.935,24.373285625233105,0.5,0.6599999999999999,5.586520338876202,0.29,0.0,5305.0,1.101,1.3795000000000002,30.8,0.5,509.5857385929
1828,8.43,5.128407411,2.687689729,9.7075,6218.721946096999,3.386276865,181.22326666666663,57.0,0.72,1772.6266666666666,-2.5211217525,0.6666666666666666,0.73,92.24653333333332,12410.1652567128,0.6666666666666666,0.5700000000000001,18580.064509248725,0.76,0.0,835.6306666666667,1.3133333333333332,1.04,11.3,0.3333333333333333,834.5857127873172
1829,16.92,6.46904413,3.2062378330000003,16.48,35.291414672187834,4.039606536,159.44333333333333,121.0,1.18,1902.6666666666663,-3.105552838097143,0.0,0.7433333333333333,131.5742857142857,32.04839067167357,0.0,0.72,38.7287062589965,0.54,0.0,4712.857142857143,0.2651428571428572,1.63,18.8,0.4285714285714285,834.5857127873172
1830,8.43,5.128407411,2.687689729,9.7075,6217.843338599046,3.386276865,93.67993333333334,57.0,0.72,1048.96,-1.8286961975,0.75,0.7966666666666666,37.1736,13957.696606555017,0.75,0.3800000000000001,18580.028541872805,0.95,0.0,2500.022,1.4775,0.944875,28.8,0.25,674.5857254916042
1831,7.33,4.894871769,2.630893787,9.105,6210.581119183197,3.314718462,280.20363333333336,66.0,0.73,2240.7,-5.2467168310000005,0.6,0.8733333333333333,169.48654,11163.22753810568,0.6,0.7599999999999999,18574.195033509084,0.64,0.0,1821.8574,0.0,1.0338,7.3,0.4,674.5857254916042
1832,7.33,4.894871769,2.630893787,9.105,6206.873844312937,3.314718462,198.2369666666667,66.0,0.73,2027.3666666666668,-4.2349154375,0.5,0.9533333333333334,149.53045,9303.204674857054,0.5,0.8599999999999999,18580.3672245575,0.54,0.0,2905.7145,0.0,1.042,16.5,0.5,536.7372200565968
1833,11.08,5.617631503999999,2.807970487,11.07,17.613795315850435,3.537821124,252.4,105.0,1.02,2532.5733333333333,-4.546261503125,0.0,1.0366666666666666,173.525,19.75011339942059,0.5,0.44,15.336603862771303,0.29,0.0,5088.75,1.101,1.279375,8.4,0.5,536.7372200565968
1834,7.33,4.894871769,2.630893787,9.105,6211.018592247944,3.314718462,185.4036333333333,66.0,0.73,1671.033333333333,-4.717575029,0.6,0.8966666666666667,112.60654,11163.490021944526,0.6,0.7899999999999999,18574.560849330595,0.61,0.0,1249.8574,0.0,1.0476,8.6,0.4,465.5857420865789
1835,17.94,6.596508714,3.353549368,18.8575,22.799781188235,4.225207441,127.41666666666669,120.0,1.16,1491.6666666666663,-2.959978924285714,0.0,0.8500000000000001,102.46714285714287,24.233752989324323,0.5714285714285714,0.45,7.5982911427452,0.5,0.0,5676.285714285714,0.4565714285714286,1.4155714285714285,19.7,0.4285714285714285,465.5857420865789
1836,14.16,6.096226278,3.033694224,13.96,21.20724418031505,3.822215211,70.81,120.0,1.16,1069.0,-2.3553959125,0.0,0.66,70.81,21.20724418031505,0.5,0.24,12.0031208910251,0.5,0.0,5979.5,0.3995,1.366,30.2,0.5,749.5857195364697
1837,2.89,3.5892684530000003,2.365120549,6.615,6240.355450428349,2.979865165,29.11936666666667,31.0,0.32,589.95,-2.84201573236,0.0,0.7166666666666667,29.11936666666667,6240.355450428349,0.6666666666666666,1.25,18590.885395012632,0.29,0.0,938.6966333333336,3.3516666666666666,1.3133333333333337,70.0,0.3333333333333333,749.5857195364697
1838,7.33,4.894871769,2.630893787,9.105,6212.844291432069,3.314718462,31.70363333333333,66.0,0.73,535.61,-4.232515024712667,0.6666666666666666,0.8933333333333333,16.06282222222222,12402.360296942265,0.6666666666666666,0.82,18570.473200752214,0.58,0.2222222222222222,2777.397111111111,0.0,0.9733333333333334,15.4,0.3333333333333333,1342.5856724512068
1839,17.94,6.596508714,3.353549368,18.8575,39.5121612934416,4.225207441,148.96333333333334,122.0,1.26,1960.333333333333,-2.93046327024,0.0,0.7066666666666668,122.12,34.288151933006965,0.0,0.7999999999999999,45.3587681916128,0.62,0.0,5754.0,0.2651428571428572,1.6342857142857143,18.8,0.4285714285714285,1342.5856724512068
1840,15.62,6.29893322,3.593145393,23.195,38.46725691285263,4.527079516000001,246.9,105.0,1.02,2514.24,-4.111695707142856,0.0,0.74,130.12857142857143,37.41009854246667,0.5714285714285714,1.13,41.7033384055037,0.29,0.0,3053.0,1.2582857142857142,1.5885714285714287,5.7,0.4285714285714285,926.5857054823524
1841,8.43,5.128407411,2.687689729,9.7075,6230.938965172804,3.386276865,196.87326666666667,57.0,0.72,1738.293333333333,-2.045772761295556,0.6666666666666666,0.81,75.98542222222223,12419.634177427166,0.6666666666666666,0.88,18586.24810382186,0.63,0.0,2534.6862222222226,1.3133333333333337,1.1555555555555557,8.8,0.3333333333333333,926.5857054823524
1842,7.33,4.894871769,2.630893787,9.105,6226.81079714443,3.314718462,244.70363333333333,66.0,0.73,2305.0333333333333,-4.947971306,0.6,0.74,148.18653999999995,11172.965344882416,0.6,0.58,18568.93122322021,0.84,0.0,2005.0574,0.0,1.2020000000000002,5.7,0.4,365.5857500267583
1843,11.08,5.617631503999999,2.807970487,11.07,21.79904804584316,3.537821124,202.39666666666668,122.0,1.17,2312.666666666667,-3.24387878396,0.0,0.9266666666666667,164.45499999999996,24.838458215019173,0.0,0.35,22.126746790647303,0.62,0.0,6826.0,0.2319999999999999,1.472,16.5,0.5,365.5857500267583
1844,14.16,6.096226278,3.560590636,22.5702380952,25.718207456133943,4.486063093,70.0,107.0,1.06,958.25,-4.628861696,0.0,1.41,35.44,27.215756072438296,0.8,0.5499999999999999,4.9918287210145005,0.17,0.8,1806.0,1.3,1.344,24.8,0.2,2657.585568037849
1845,17.94,6.596508714,3.353549368,18.8575,26.783601102814803,4.225207441,153.345,122.0,1.26,1869.0,-3.0896836250020003,0.0,0.655,132.80200000000002,28.21821862676128,0.0,0.35,14.3461752394648,0.62,0.0,6105.6,0.2784,1.524,18.8,0.4,2657.585568037849
1846,7.33,4.894871769,2.630893787,9.105,6227.259396744576,3.314718462,67.63696666666667,66.0,0.73,954.2766666666664,-2.9218029081035,0.5,0.6833333333333333,51.58045,9318.49383918078,0.5,0.3999999999999999,18567.58542441977,1.02,0.0,4261.7145,0.0,1.32,20.6,0.5,734.5857207274968
1847,7.33,4.894871769,2.630893787,9.105,6210.581119183197,3.314718462,280.20363333333336,66.0,0.73,2240.7,-5.3691980625000015,0.5,0.8733333333333333,211.00545,9305.98513100975,0.5,0.7599999999999999,18574.195033509084,0.64,0.0,2276.9645,0.0,1.10975,7.3,0.5,734.5857207274968
1848,6.6,4.726663002,2.242692341,5.64,6214.653147835721,2.825615289,291.0269666666667,66.0,0.73,2049.0333333333333,-5.085683787000001,0.6,0.8933333333333333,175.98054,11165.670755297191,0.8,1.24,18583.37207677411,0.16,0.0,762.8574,0.8992000000000001,1.014,1.0,0.2,142.58576773335804
1849,8.43,5.128407411,2.687689729,9.7075,6231.697583056827,3.386276865,168.45659999999995,57.0,0.72,1558.96,-2.2398524768511114,0.6666666666666666,0.7233333333333334,66.5132,12419.887050055171,0.6666666666666666,0.9,18583.972250169794,0.61,0.0,692.1306666666667,1.3133333333333337,1.1631111111111112,8.6,0.3333333333333333,142.58576773335804
1850,8.43,5.128407411,2.687689729,9.7075,6217.781349617422,3.386276865,72.77993333333333,57.0,0.72,1186.6266666666666,-2.021951874375,0.75,0.7466666666666666,29.3361,13957.67336068691,0.75,0.5700000000000001,18580.064509248725,0.76,0.125,905.272,1.4775,0.9325,11.0,0.25,572.5857335905872
1851,7.33,4.894871769,2.630893787,9.105,6226.624991034792,3.314718462,126.93696666666668,66.0,0.73,1440.7,-3.5729445858325,0.5,0.7066666666666667,96.05545,9318.018034898443,0.5,0.78,18580.3672245575,0.73,0.0,2444.7145,0.0,1.272,16.5,0.5,572.5857335905872
1852,8.43,5.128407411,2.687689729,9.7075,6215.47285622589,3.386276865,246.9566,57.0,0.72,2127.293333333333,-2.4971220133333336,0.6666666666666666,0.7966666666666666,100.47986666666668,12408.445051488949,0.6666666666666666,0.5700000000000001,18580.064509248725,0.76,0.0,843.4639999999999,1.3133333333333337,1.0022222222222223,5.7,0.3333333333333333,589.5857322407568
1853,14.47,6.140393047000001,3.0659471110000003,14.41,35.61140457931003,3.862851303,181.16666666666663,105.0,1.02,2032.24,-3.813932566875,0.0,0.8266666666666667,138.375,33.50018988315033,0.5,1.13,50.27089540613149,0.29,0.0,4863.25,1.101,1.53375,11.8,0.5,589.5857322407568
1854,7.33,4.894871769,2.630893787,9.105,6233.18281752133,3.314718462,259.90363333333335,66.0,0.73,2306.7,-5.401255068333334,0.6666666666666666,0.8166666666666667,131.6572666666667,12412.689992005366,0.6666666666666666,1.08,18577.486832259787,0.53,0.0,3759.6193333333335,0.0,1.1283333333333332,6.2,0.3333333333333333,740.5857202510858
1855,11.08,5.617631503999999,2.807970487,11.07,19.013626512681437,3.537821124,338.9733333333333,120.0,1.16,3058.333333333333,-4.37730670375,0.0,1.0366666666666666,212.11,20.290897159915865,0.5,0.23,15.378862693927696,0.5,0.0,6825.75,0.3995,1.357875,7.3,0.5,740.5857202510858
1856,8.43,5.128407411,2.687689729,9.7075,6246.360320284379,3.386276865,143.3366,57.0,0.72,1400.6266666666668,-1.924726296666667,0.6666666666666666,0.6833333333333333,57.12208888888888,12429.397757033785,0.6666666666666666,1.48,18581.592189611987,0.26,0.0,677.5751111111111,1.3992222222222224,1.22,2.6,0.2222222222222222,619.5857298587027
1857,19.65,6.7997693120000005,3.390921571,19.495,27.768357089171094,4.272293466,75.25,138.0,1.36,1150.5,-1.976738365835,0.0,0.62,75.25,27.768357089171094,0.0,0.02,12.3766632667522,0.95,0.0,7445.0,0.2319999999999999,1.5445000000000002,18.8,0.5,619.5857298587027
1858,11.08,5.617631503999999,2.807970487,11.07,19.028492038970462,3.537821124,354.60666666666674,120.0,1.16,3296.333333333333,-4.597066455,0.0,1.0333333333333332,217.9725,20.29647173227425,0.5,0.23,15.378862693927696,0.5,0.0,7835.75,0.3995,1.358,6.3,0.5,199.5857632074558
1859,6.6,4.726663002,2.242692341,5.64,6214.753747878855,2.825615289,290.8209333333333,71.0,0.75,2044.736666666667,-6.89523141,0.0,1.4433333333333334,218.8139,9309.19005256384,0.75,1.55,18583.673876903507,0.16,0.5,953.1255,4.3425,1.18,1.0,0.25,199.5857632074558
1860,7.33,4.894871769,2.630893787,9.105,6212.335722612824,3.314718462,247.0036333333333,66.0,0.73,2129.0333333333333,-4.426018015,0.5,0.7966666666666666,149.15545,9307.157593149524,0.5,0.6399999999999999,18570.65310840953,0.76,0.0,1264.2145,0.0,1.1483333333333334,5.7,0.5,537.5857363696499
1861,6.98,4.815689402,2.630893787,9.105,12400.914287555795,3.314718462,247.73456666666667,66.0,0.73,1966.1033333333328,-8.273210885000001,0.3333333333333333,1.0933333333333333,247.73456666666667,12400.914287555795,0.6666666666666666,1.0699999999999998,18574.452237059617,0.64,0.3333333333333333,5550.8933333333325,2.1456666666666666,1.0266666666666666,6.3,0.3333333333333333,537.5857363696499
1862,14.16,6.096226278,3.033694224,13.96,23.462196937836094,3.822215211,139.35666666666668,107.0,1.06,1536.166666666667,-4.0005162725,0.0,1.403333333333333,107.6175,24.650178157537376,0.5,0.57,13.008438081838698,0.17,0.5,4524.0,0.8125,1.378,22.0,0.5,225.5857611430092
1863,6.98,4.815689402,2.630893787,9.105,12402.452369830184,3.314718462,113.50123333333332,66.0,0.73,1086.77,-6.0823506830000005,0.2,1.0066666666666666,135.5193,11164.503410498342,0.6000000000000001,1.18,18569.837990236443,0.53,0.4,2129.9862,2.728,1.062,5.7,0.0,225.5857611430092
1864,7.33,4.894871769,2.630893787,9.105,6220.700379684646,3.314718462,149.48363333333333,66.0,0.73,1574.033333333333,-4.035950474,0.6,0.7166666666666667,91.05454,11169.299094406548,0.6,0.69,18565.23038122733,0.71,0.0,1772.8574,0.0,1.156,22.0,0.4,163.58576606592038
1865,7.33,4.894871769,2.630893787,9.105,6215.140199741545,3.314718462,106.8703,66.0,0.73,1248.8666666666666,-5.11886495875,0.6666666666666666,0.9733333333333332,55.140600000000006,12403.668683115471,0.8333333333333333,1.23,18567.18785557081,0.17,0.1666666666666666,802.2860000000002,0.2708333333333333,0.9676666666666668,10.0,0.1666666666666666,163.58576606592038
1866,7.8,4.99733191,2.508239481,7.89,17.632361125060495,3.160183721,153.5,96.0,0.9,1730.36,-3.926127706875001,0.0,0.835,153.5,17.632361125060495,0.5,0.16,19.068369339221405,0.29,0.0,1904.0,1.101,1.195,11.3,0.5,237.58576019018776
1867,7.33,4.894871769,2.630893787,9.105,6224.1240439663,3.314718462,86.30363333333332,66.0,0.73,1137.7,-3.16927649625,0.5,0.71,65.58045,9316.142324597076,0.5,0.6799999999999999,18576.9914827546,0.74,0.0,2663.2145,0.0,1.253,20.6,0.5,237.58576019018776
1868,7.33,4.894871769,2.630893787,9.105,6207.879207301461,3.314718462,186.65696666666668,66.0,0.73,1922.3666666666668,-4.051623483125,0.5,0.9266666666666667,140.84545,9303.958697098446,0.5,0.7799999999999999,18580.3672245575,0.62,0.0,3706.7145,0.0,1.037,16.5,0.5,861.5857106434689
1869,8.43,5.128407411,2.687689729,9.7075,6220.875640555551,3.386276865,67.04993333333334,57.0,0.72,760.2933333333333,-1.433319696166,0.6,0.6866666666666666,41.53788,11173.16881126477,0.6,0.3800000000000001,18580.028541872805,0.95,0.0,1924.6176,1.182,1.1098,30.8,0.4,861.5857106434689
1870,6.6,4.726663002,2.242692341,5.64,6207.5340938868285,2.825615289,272.76030000000003,66.0,0.73,1810.033333333333,-4.858452719000001,0.6,1.0033333333333334,165.02053999999995,11161.39932292786,0.8,1.24,18583.37207677411,0.16,0.0,2182.8574,0.8992000000000001,0.9178,1.0,0.2,480.585740895552
1871,7.33,4.894871769,2.630893787,9.105,6233.92839398362,3.314718462,132.34696666666667,66.0,0.73,1393.3666666666666,-2.171297918,0.2,0.7233333333333333,107.08818,3777.4134171281617,0.2,0.7600000000000001,18575.25010287292,0.85,0.0,4779.4858,0.0,1.9224,14.2,0.8,480.585740895552
1872,7.33,4.894871769,2.630893787,9.105,6220.766966528848,3.314718462,56.02696666666667,66.0,0.73,854.9399999999998,-4.1787856506250005,0.6666666666666666,0.3033333333333333,29.71893333333333,12406.482066509125,0.8333333333333333,1.11,18565.030620694728,0.29,0.0,585.9526666666667,0.367,1.0266666666666666,22.3,0.1666666666666666,477.5857411337574
1873,28.3,7.678955297999999,4.111975037,34.7633333333,63.29882028376145,5.180763906,59.915000000000006,138.0,1.36,1111.0,-1.6893241855566663,0.0,0.3,63.01000000000001,73.0795308041662,0.0,0.6400000000000001,58.6842631224285,0.97,0.0,3101.333333333333,0.1546666666666666,2.1866666666666665,18.8,0.6666666666666666,477.5857411337574
1874,15.62,6.29893322,3.353549368,18.8575,22.785694911182865,4.225207441,121.97666666666667,105.0,1.02,1411.573333333333,-3.3179359578571432,0.0,0.8500000000000001,93.14142857142856,24.20960508580637,0.5714285714285714,0.6599999999999999,7.556032311588801,0.29,0.0,4042.571428571429,1.2582857142857142,1.3412857142857142,19.7,0.4285714285714285,541.5857360520424
1875,7.33,4.894871769,2.630893787,9.105,6220.608972938481,3.314718462,56.46363333333333,66.0,0.73,1035.3666666666668,-3.929595887666,0.6,0.6933333333333334,35.242540000000005,11169.24425035885,0.6,0.6399999999999999,18562.00574304561,0.76,0.2,1533.8574,0.0,1.136,11.0,0.4,541.5857360520424
1876,16.51,6.416364372,3.2135708380000003,16.5933333333,43.7828704951668,4.048845545,91.54333333333334,128.0,1.23,1302.6666666666667,-2.036243043333333,0.0,0.5433333333333333,91.54333333333334,43.7828704951668,0.0,0.75,54.3038066032026,0.76,0.0,2543.6666666666665,0.1546666666666666,1.8333333333333333,18.8,0.6666666666666666,539.5857362108462
1877,6.98,4.815689402,2.630893787,9.105,12401.570836941604,3.314718462,121.73456666666668,66.0,0.73,1113.4366666666667,-6.405902067,0.2,1.0499999999999998,145.39929999999995,11163.445571032044,0.6000000000000001,1.45,18572.48258890219,0.26,0.4,932.7862,2.8840000000000003,1.042,2.6,0.0,539.5857362108462
1878,7.33,4.894871769,2.630893787,9.105,6218.964786134291,3.314718462,137.6603,66.0,0.73,1514.94,-4.6931785797500005,0.4,0.3933333333333333,163.19236,7457.324434202215,0.6000000000000001,1.11,18565.030620694728,0.29,0.0,2850.9716000000008,0.4404,1.2968,5.2,0.4,539.651141832417
1879,7.33,4.894871769,2.630893787,9.105,6216.545876117323,3.314718462,263.8403,66.0,0.73,2087.7,-5.124787725666001,0.6,0.82,159.66853999999998,11166.806392266157,0.6,0.7599999999999999,18574.195033509084,0.64,0.0,1908.4574,0.0,1.1038,7.3,0.4,539.651141832417
1880,14.16,6.096226278,3.033694224,13.96,22.026927311267432,3.822215211,154.0,107.0,1.06,1608.833333333333,-4.16426438625,0.0,1.4466666666666663,118.6,23.57372593761088,0.5,0.57,13.008438081838698,0.17,0.5,4027.25,0.90825,1.3155,5.7,0.25,737.4038770818173
