,Cement (component 1)(kg in a m^3 mixture),Age (day),Water  (component 4)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),target
1071,427.5,365.0,228.0,47.5,0.0,594.0,932.0,0.0,48.85
1072,237.5,365.0,228.0,237.5,0.0,594.0,932.0,0.0,39.6
1073,380.0,180.0,228.0,0.0,0.0,670.0,932.0,0.0,39.6
1074,427.5,90.0,228.0,47.5,0.0,594.0,932.0,0.0,43.94
1075,427.5,7.0,228.0,47.5,0.0,594.0,932.0,0.0,43.94
1076,349.0,3.0,192.0,0.0,0.0,806.9,1047.0,0.0,34.57
1077,380.0,180.0,228.0,95.0,0.0,594.0,932.0,0.0,34.57
1078,237.5,7.0,228.0,237.5,0.0,594.0,932.0,0.0,54.32
1079,380.0,7.0,228.0,95.0,0.0,594.0,932.0,0.0,54.32
1080,332.5,180.0,228.0,142.5,0.0,594.0,932.0,0.0,24.4
1081,190.0,180.0,228.0,190.0,0.0,670.0,932.0,0.0,24.4
1082,237.5,90.0,228.0,237.5,0.0,594.0,932.0,0.0,15.62
1083,304.0,90.0,228.0,76.0,0.0,670.0,932.0,0.0,15.62
1084,139.6,7.0,192.0,209.4,0.0,806.9,1047.0,0.0,21.86
1085,198.6,7.0,192.0,132.4,0.0,825.5,978.4,0.0,21.86
1086,475.0,365.0,228.0,0.0,0.0,594.0,932.0,0.0,10.22
1087,198.6,3.0,192.0,132.4,0.0,825.5,978.4,0.0,10.22
1088,304.0,180.0,228.0,76.0,0.0,670.0,932.0,0.0,14.6
1089,332.5,28.0,228.0,142.5,0.0,594.0,932.0,0.0,14.6
1090,304.0,270.0,228.0,76.0,0.0,670.0,932.0,0.0,18.75
1091,266.0,270.0,228.0,114.0,0.0,670.0,932.0,0.0,18.75
1092,310.0,3.0,192.0,0.0,0.0,850.6,971.0,0.0,31.97
1093,190.0,270.0,228.0,190.0,0.0,670.0,932.0,0.0,31.97
1094,266.0,180.0,228.0,114.0,0.0,670.0,932.0,0.0,23.4
1095,342.0,270.0,228.0,38.0,0.0,670.0,932.0,0.0,23.4
1096,139.6,360.0,192.0,209.4,0.0,806.9,1047.0,0.0,25.57
1097,332.5,7.0,228.0,142.5,0.0,594.0,932.0,0.0,25.57
1098,190.0,28.0,228.0,190.0,0.0,670.0,932.0,0.0,41.68
1099,485.0,28.0,146.0,0.0,0.0,800.0,1120.0,0.0,41.68
1100,374.0,3.0,170.1,189.2,10.1,756.7,926.1,0.0,27.74
1101,313.3,3.0,175.5,262.2,8.6,611.8,1046.9,0.0,27.74
1102,425.0,3.0,153.5,106.3,16.5,887.1,852.1,0.0,8.2
1103,425.0,3.0,151.4,106.3,18.6,803.7,936.0,0.0,8.2
1104,375.0,3.0,126.6,93.8,23.4,992.6,852.1,0.0,9.62
1105,475.0,3.0,181.1,118.8,8.9,781.5,852.1,0.0,9.62
1106,469.0,3.0,137.8,117.2,32.2,840.5,852.1,0.0,25.42
1107,425.0,3.0,153.5,106.3,16.5,887.1,852.1,0.0,25.42
1108,388.6,3.0,157.9,97.1,12.1,925.7,852.1,0.0,15.69
1109,531.3,3.0,141.8,0.0,28.2,893.7,852.1,0.0,15.69
1110,425.0,3.0,153.5,106.3,16.5,887.1,852.1,0.0,27.94
1111,318.8,3.0,155.7,212.5,14.3,880.4,852.1,0.0,27.94
1112,401.8,3.0,147.4,94.7,11.4,852.1,946.8,0.0,32.63
1113,362.6,3.0,164.9,189.0,11.6,755.8,944.7,0.0,32.63
1114,323.7,3.0,183.8,282.8,10.3,659.9,942.7,0.0,17.24
1115,379.5,3.0,153.9,151.2,15.9,605.0,1134.3,0.0,17.24
1116,362.6,3.0,164.9,189.0,11.6,755.8,944.7,0.0,19.77
1117,286.3,3.0,144.7,200.9,11.2,803.7,1004.6,0.0,19.77
1118,362.6,3.0,164.9,189.0,11.6,755.8,944.7,0.0,39.44
1119,439.0,3.0,186.0,177.0,11.1,707.9,884.9,0.0,39.44
1120,389.9,3.0,145.9,189.0,22.0,755.8,944.7,0.0,25.75
1121,362.6,3.0,164.9,189.0,11.6,755.8,944.7,0.0,25.75
1122,337.9,3.0,174.9,189.0,9.5,755.8,944.7,0.0,33.08
1123,374.0,7.0,170.1,189.2,10.1,756.7,926.1,0.0,33.08
1124,313.3,7.0,175.5,262.2,8.6,611.8,1046.9,0.0,24.07
1125,425.0,7.0,153.5,106.3,16.5,887.1,852.1,0.0,24.07
1126,425.0,7.0,151.4,106.3,18.6,803.7,936.0,0.0,21.82
1127,375.0,7.0,126.6,93.8,23.4,992.6,852.1,0.0,21.82
1128,475.0,7.0,181.1,118.8,8.9,781.5,852.1,0.0,21.07
1129,469.0,7.0,137.8,117.2,32.2,840.5,852.1,0.0,21.07
1130,425.0,7.0,153.5,106.3,16.5,887.1,852.1,0.0,14.84
1131,388.6,7.0,157.9,97.1,12.1,925.7,852.1,0.0,14.84
1132,531.3,7.0,141.8,0.0,28.2,893.7,852.1,0.0,32.05
1133,425.0,7.0,153.5,106.3,16.5,887.1,852.1,0.0,32.05
1134,318.8,7.0,155.7,212.5,14.3,880.4,852.1,0.0,11.96
1135,401.8,7.0,147.4,94.7,11.4,852.1,946.8,0.0,11.96
1136,362.6,7.0,164.9,189.0,11.6,755.8,944.7,0.0,25.45
1137,323.7,7.0,183.8,282.8,10.3,659.9,942.7,0.0,25.45
1138,379.5,7.0,153.9,151.2,15.9,605.0,1134.3,0.0,22.49
1139,362.6,7.0,164.9,189.0,11.6,755.8,944.7,0.0,22.49
1140,286.3,7.0,144.7,200.9,11.2,803.7,1004.6,0.0,25.22
1141,362.6,7.0,164.9,189.0,11.6,755.8,944.7,0.0,25.22
1142,439.0,7.0,186.0,177.0,11.1,707.9,884.9,0.0,39.7
1143,389.9,7.0,145.9,189.0,22.0,755.8,944.7,0.0,39.7
1144,362.6,7.0,164.9,189.0,11.6,755.8,944.7,0.0,13.09
1145,337.9,7.0,174.9,189.0,9.5,755.8,944.7,0.0,13.09
1146,374.0,28.0,170.1,189.2,10.1,756.7,926.1,0.0,38.7
1147,313.3,28.0,175.5,262.2,8.6,611.8,1046.9,0.0,38.7
1148,425.0,28.0,153.5,106.3,16.5,887.1,852.1,0.0,7.51
1149,425.0,28.0,151.4,106.3,18.6,803.7,936.0,0.0,7.51
1150,375.0,28.0,126.6,93.8,23.4,992.6,852.1,0.0,17.58
1151,475.0,28.0,181.1,118.8,8.9,781.5,852.1,0.0,17.58
1152,469.0,28.0,137.8,117.2,32.2,840.5,852.1,0.0,21.18
1153,425.0,28.0,153.5,106.3,16.5,887.1,852.1,0.0,21.18
1154,388.6,28.0,157.9,97.1,12.1,925.7,852.1,0.0,18.2
1155,531.3,28.0,141.8,0.0,28.2,893.7,852.1,0.0,18.2
1156,425.0,28.0,153.5,106.3,16.5,887.1,852.1,0.0,17.2
1157,318.8,28.0,155.7,212.5,14.3,880.4,852.1,0.0,17.2
1158,401.8,28.0,147.4,94.7,11.4,852.1,946.8,0.0,22.63
1159,362.6,28.0,164.9,189.0,11.6,755.8,944.7,0.0,22.63
1160,323.7,28.0,183.8,282.8,10.3,659.9,942.7,0.0,21.86
1161,379.5,28.0,153.9,151.2,15.9,605.0,1134.3,0.0,21.86
1162,362.6,28.0,164.9,189.0,11.6,755.8,944.7,0.0,12.37
1163,286.3,28.0,144.7,200.9,11.2,803.7,1004.6,0.0,12.37
1164,362.6,28.0,164.9,189.0,11.6,755.8,944.7,0.0,25.73
1165,439.0,28.0,186.0,177.0,11.1,707.9,884.9,0.0,25.73
1166,389.9,28.0,145.9,189.0,22.0,755.8,944.7,0.0,37.81
1167,362.6,28.0,164.9,189.0,11.6,755.8,944.7,0.0,37.81
1168,337.9,28.0,174.9,189.0,9.5,755.8,944.7,0.0,21.92
1169,374.0,56.0,170.1,189.2,10.1,756.7,926.1,0.0,21.92
1170,313.3,56.0,175.5,262.2,8.6,611.8,1046.9,0.0,33.04
1171,425.0,56.0,153.5,106.3,16.5,887.1,852.1,0.0,33.04
1172,425.0,56.0,151.4,106.3,18.6,803.7,936.0,0.0,14.54
1173,375.0,56.0,126.6,93.8,23.4,992.6,852.1,0.0,14.54
1174,475.0,56.0,181.1,118.8,8.9,781.5,852.1,0.0,26.91
1175,469.0,56.0,137.8,117.2,32.2,840.5,852.1,0.0,26.91
1176,425.0,56.0,153.5,106.3,16.5,887.1,852.1,0.0,8.0
1177,388.6,56.0,157.9,97.1,12.1,925.7,852.1,0.0,8.0
1178,531.3,56.0,141.8,0.0,28.2,893.7,852.1,0.0,31.9
1179,425.0,56.0,153.5,106.3,16.5,887.1,852.1,0.0,31.9
1180,318.8,56.0,155.7,212.5,14.3,880.4,852.1,0.0,10.34
1181,401.8,56.0,147.4,94.7,11.4,852.1,946.8,0.0,10.34
1182,362.6,56.0,164.9,189.0,11.6,755.8,944.7,0.0,19.77
1183,323.7,56.0,183.8,282.8,10.3,659.9,942.7,0.0,19.77
1184,379.5,56.0,153.9,151.2,15.9,605.0,1134.3,0.0,37.44
1185,362.6,56.0,164.9,189.0,11.6,755.8,944.7,0.0,37.44
1186,286.3,56.0,144.7,200.9,11.2,803.7,1004.6,0.0,11.48
1187,362.6,56.0,164.9,189.0,11.6,755.8,944.7,0.0,11.48
1188,439.0,56.0,186.0,177.0,11.1,707.9,884.9,0.0,24.44
1189,389.9,56.0,145.9,189.0,22.0,755.8,944.7,0.0,24.44
1190,362.6,56.0,164.9,189.0,11.6,755.8,944.7,0.0,17.6
1191,337.9,56.0,174.9,189.0,9.5,755.8,944.7,0.0,17.6
1192,374.0,91.0,170.1,189.2,10.1,756.7,926.1,0.0,10.73
1193,313.3,91.0,175.5,262.2,8.6,611.8,1046.9,0.0,10.73
1194,425.0,91.0,153.5,106.3,16.5,887.1,852.1,0.0,31.38
1195,425.0,91.0,151.4,106.3,18.6,803.7,936.0,0.0,31.38
1196,375.0,91.0,126.6,93.8,23.4,992.6,852.1,0.0,13.22
1197,475.0,91.0,181.1,118.8,8.9,781.5,852.1,0.0,13.22
1198,469.0,91.0,137.8,117.2,32.2,840.5,852.1,0.0,20.97
1199,425.0,91.0,153.5,106.3,16.5,887.1,852.1,0.0,20.97
1200,388.6,91.0,157.9,97.1,12.1,925.7,852.1,0.0,27.04
1201,531.3,91.0,141.8,0.0,28.2,893.7,852.1,0.0,27.04
1202,425.0,91.0,153.5,106.3,16.5,887.1,852.1,0.0,32.04
1203,318.8,91.0,155.7,212.5,14.3,880.4,852.1,0.0,32.04
1204,401.8,91.0,147.4,94.7,11.4,852.1,946.8,0.0,35.17
1205,362.6,91.0,164.9,189.0,11.6,755.8,944.7,0.0,35.17
1206,379.5,91.0,153.9,151.2,15.9,605.0,1134.3,0.0,36.45
1207,362.6,91.0,164.9,189.0,11.6,755.8,944.7,0.0,36.45
1208,286.3,91.0,144.7,200.9,11.2,803.7,1004.6,0.0,38.89
1209,362.6,91.0,164.9,189.0,11.6,755.8,944.7,0.0,38.89
1210,439.0,91.0,186.0,177.0,11.1,707.9,884.9,0.0,6.47
1211,389.9,91.0,145.9,189.0,22.0,755.8,944.7,0.0,6.47
1212,362.6,91.0,164.9,189.0,11.6,755.8,944.7,0.0,12.84
1213,337.9,91.0,174.9,189.0,9.5,755.8,944.7,0.0,12.84
1214,222.4,3.0,189.3,0.0,4.5,870.3,967.1,96.7,18.42
1215,222.4,14.0,189.3,0.0,4.5,870.3,967.1,96.7,18.42
1216,222.4,28.0,189.3,0.0,4.5,870.3,967.1,96.7,21.95
1217,222.4,56.0,189.3,0.0,4.5,870.3,967.1,96.7,21.95
1218,222.4,100.0,189.3,0.0,4.5,870.3,967.1,96.7,24.1
1219,233.8,3.0,197.9,0.0,4.6,852.2,947.0,94.6,24.1
1220,233.8,14.0,197.9,0.0,4.6,852.2,947.0,94.6,25.08
1221,233.8,28.0,197.9,0.0,4.6,852.2,947.0,94.6,25.08
1222,233.8,56.0,197.9,0.0,4.6,852.2,947.0,94.6,21.26
1223,233.8,100.0,197.9,0.0,4.6,852.2,947.0,94.6,21.26
1224,194.7,3.0,165.6,0.0,7.5,905.9,1006.4,100.5,25.97
1225,194.7,14.0,165.6,0.0,7.5,905.9,1006.4,100.5,25.97
1226,194.7,28.0,165.6,0.0,7.5,905.9,1006.4,100.5,11.36
1227,194.7,56.0,165.6,0.0,7.5,905.9,1006.4,100.5,11.36
1228,194.7,100.0,165.6,0.0,7.5,905.9,1006.4,100.5,31.25
1229,190.7,3.0,162.1,0.0,7.8,804.0,1090.0,125.4,31.25
1230,190.7,14.0,162.1,0.0,7.8,804.0,1090.0,125.4,32.33
1231,190.7,28.0,162.1,0.0,7.8,804.0,1090.0,125.4,32.33
1232,190.7,56.0,162.1,0.0,7.8,804.0,1090.0,125.4,33.7
1233,190.7,100.0,162.1,0.0,7.8,804.0,1090.0,125.4,33.7
1234,212.1,3.0,180.3,0.0,5.7,779.3,1057.6,121.6,9.31
1235,212.1,14.0,180.3,0.0,5.7,779.3,1057.6,121.6,9.31
1236,212.1,28.0,180.3,0.0,5.7,779.3,1057.6,121.6,26.94
1237,212.1,56.0,180.3,0.0,5.7,779.3,1057.6,121.6,26.94
1238,212.1,100.0,180.3,0.0,5.7,779.3,1057.6,121.6,27.63
1239,230.0,3.0,195.5,0.0,4.6,758.6,1029.4,118.3,27.63
1240,230.0,14.0,195.5,0.0,4.6,758.6,1029.4,118.3,29.79
1241,230.0,28.0,195.5,0.0,4.6,758.6,1029.4,118.3,29.79
1242,230.0,56.0,195.5,0.0,4.6,758.6,1029.4,118.3,34.49
1243,230.0,100.0,195.5,0.0,4.6,758.6,1029.4,118.3,34.49
1244,190.3,3.0,161.9,0.0,9.9,802.6,1088.1,125.2,36.15
1245,190.3,14.0,161.9,0.0,9.9,802.6,1088.1,125.2,36.15
1246,190.3,28.0,161.9,0.0,9.9,802.6,1088.1,125.2,12.54
1247,190.3,56.0,161.9,0.0,9.9,802.6,1088.1,125.2,12.54
1248,190.3,100.0,161.9,0.0,9.9,802.6,1088.1,125.2,27.53
1249,166.1,3.0,176.5,0.0,4.5,780.1,1058.6,163.3,27.53
1250,166.1,14.0,176.5,0.0,4.5,780.1,1058.6,163.3,32.92
1251,166.1,28.0,176.5,0.0,4.5,780.1,1058.6,163.3,32.92
1252,166.1,56.0,176.5,0.0,4.5,780.1,1058.6,163.3,9.99
1253,166.1,100.0,176.5,0.0,4.5,780.1,1058.6,163.3,9.99
1254,168.0,3.0,121.8,42.1,5.7,780.1,1058.7,163.8,7.84
1255,168.0,14.0,121.8,42.1,5.7,780.1,1058.7,163.8,7.84
1256,168.0,28.0,121.8,42.1,5.7,780.1,1058.7,163.8,12.25
1257,168.0,56.0,121.8,42.1,5.7,780.1,1058.7,163.8,12.25
1258,168.0,100.0,121.8,42.1,5.7,780.1,1058.7,163.8,11.17
1259,213.7,3.0,181.7,98.1,6.9,785.4,1065.8,24.5,11.17
1260,213.7,14.0,181.7,98.1,6.9,785.4,1065.8,24.5,17.34
1261,213.7,28.0,181.7,98.1,6.9,785.4,1065.8,24.5,17.34
1262,213.7,56.0,181.7,98.1,6.9,785.4,1065.8,24.5,17.54
1263,213.7,100.0,181.7,98.1,6.9,785.4,1065.8,24.5,17.54
1264,213.8,3.0,181.7,98.1,6.7,785.5,1066.0,24.5,30.57
1265,213.8,14.0,181.7,98.1,6.7,785.5,1066.0,24.5,30.57
1266,213.8,28.0,181.7,98.1,6.7,785.5,1066.0,24.5,14.2
1267,213.8,56.0,181.7,98.1,6.7,785.5,1066.0,24.5,14.2
1268,213.8,100.0,181.7,98.1,6.7,785.5,1066.0,24.5,24.5
1269,229.7,3.0,195.2,0.0,6.1,757.6,1028.1,118.2,24.5
1270,229.7,14.0,195.2,0.0,6.1,757.6,1028.1,118.2,15.58
1271,229.7,28.0,195.2,0.0,6.1,757.6,1028.1,118.2,15.58
1272,229.7,56.0,195.2,0.0,6.1,757.6,1028.1,118.2,26.85
1273,229.7,100.0,195.2,0.0,6.1,757.6,1028.1,118.2,26.85
1274,238.1,3.0,186.7,0.0,7.0,847.0,949.9,94.1,26.06
1275,238.1,14.0,186.7,0.0,7.0,847.0,949.9,94.1,26.06
1276,238.1,28.0,186.7,0.0,7.0,847.0,949.9,94.1,38.21
1277,238.1,56.0,186.7,0.0,7.0,847.0,949.9,94.1,38.21
1278,238.1,100.0,186.7,0.0,7.0,847.0,949.9,94.1,43.7
1279,250.0,3.0,187.4,0.0,5.5,861.2,956.9,95.7,43.7
1280,250.0,14.0,187.4,0.0,5.5,861.2,956.9,95.7,30.14
1281,250.0,28.0,187.4,0.0,5.5,861.2,956.9,95.7,30.14
1282,250.0,56.0,187.4,0.0,5.5,861.2,956.9,95.7,12.73
1283,250.0,100.0,187.4,0.0,5.5,861.2,956.9,95.7,12.73
1284,212.5,3.0,159.3,0.0,8.7,903.6,1007.8,100.4,20.87
1285,212.5,14.0,159.3,0.0,8.7,903.6,1007.8,100.4,20.87
1286,212.5,28.0,159.3,0.0,8.7,903.6,1007.8,100.4,20.28
1287,212.5,56.0,159.3,0.0,8.7,903.6,1007.8,100.4,20.28
1288,212.5,100.0,159.3,0.0,8.7,903.6,1007.8,100.4,34.29
1289,212.6,3.0,159.4,0.0,10.4,903.8,1003.8,100.4,34.29
1290,212.6,14.0,159.4,0.0,10.4,903.8,1003.8,100.4,19.54
1291,212.6,28.0,159.4,0.0,10.4,903.8,1003.8,100.4,19.54
1292,212.6,56.0,159.4,0.0,10.4,903.8,1003.8,100.4,47.71
1293,212.6,100.0,159.4,0.0,10.4,903.8,1003.8,100.4,47.71
1294,212.0,3.0,159.0,0.0,7.8,799.5,1085.4,124.8,43.38
1295,212.0,14.0,159.0,0.0,7.8,799.5,1085.4,124.8,43.38
1296,212.0,28.0,159.0,0.0,7.8,799.5,1085.4,124.8,29.89
1297,212.0,56.0,159.0,0.0,7.8,799.5,1085.4,124.8,29.89
1298,212.0,100.0,159.0,0.0,7.8,799.5,1085.4,124.8,6.9
1299,231.8,3.0,174.0,0.0,6.7,778.5,1056.4,121.6,6.9
1300,231.8,14.0,174.0,0.0,6.7,778.5,1056.4,121.6,33.19
1301,231.8,28.0,174.0,0.0,6.7,778.5,1056.4,121.6,33.19
1302,231.8,56.0,174.0,0.0,6.7,778.5,1056.4,121.6,4.9
1303,231.8,100.0,174.0,0.0,6.7,778.5,1056.4,121.6,4.9
1304,251.4,3.0,188.5,0.0,5.8,757.7,1028.4,118.3,4.57
1305,251.4,14.0,188.5,0.0,5.8,757.7,1028.4,118.3,4.57
1306,251.4,28.0,188.5,0.0,5.8,757.7,1028.4,118.3,25.46
1307,251.4,56.0,188.5,0.0,5.8,757.7,1028.4,118.3,25.46
1308,251.4,100.0,188.5,0.0,5.8,757.7,1028.4,118.3,24.29
1309,251.4,3.0,188.5,0.0,6.4,757.7,1028.4,118.3,24.29
1310,251.4,14.0,188.5,0.0,6.4,757.7,1028.4,118.3,33.95
1311,251.4,28.0,188.5,0.0,6.4,757.7,1028.4,118.3,33.95
1312,251.4,56.0,188.5,0.0,6.4,757.7,1028.4,118.3,11.41
1313,251.4,100.0,188.5,0.0,6.4,757.7,1028.4,118.3,11.41
1314,181.4,3.0,169.6,0.0,7.6,777.8,1055.6,167.0,20.59
1315,181.4,14.0,169.6,0.0,7.6,777.8,1055.6,167.0,20.59
1316,181.4,28.0,169.6,0.0,7.6,777.8,1055.6,167.0,25.89
1317,181.4,56.0,169.6,0.0,7.6,777.8,1055.6,167.0,25.89
1318,181.4,100.0,169.6,0.0,7.6,777.8,1055.6,167.0,29.23
1319,182.0,3.0,170.2,45.2,8.2,780.7,1059.4,122.0,29.23
1320,182.0,14.0,170.2,45.2,8.2,780.7,1059.4,122.0,31.02
1321,182.0,28.0,170.2,45.2,8.2,780.7,1059.4,122.0,31.02
1322,182.0,56.0,170.2,45.2,8.2,780.7,1059.4,122.0,10.39
1323,182.0,100.0,170.2,45.2,8.2,780.7,1059.4,122.0,10.39
1324,168.9,3.0,158.3,42.2,10.8,796.2,1080.8,124.3,33.66
1325,168.9,14.0,158.3,42.2,10.8,796.2,1080.8,124.3,33.66
1326,168.9,28.0,158.3,42.2,10.8,796.2,1080.8,124.3,27.87
1327,168.9,56.0,158.3,42.2,10.8,796.2,1080.8,124.3,27.87
1328,168.9,100.0,158.3,42.2,10.8,796.2,1080.8,124.3,19.35
1329,290.4,3.0,168.1,0.0,9.4,865.0,961.2,96.2,19.35
1330,290.4,14.0,168.1,0.0,9.4,865.0,961.2,96.2,11.39
1331,290.4,28.0,168.1,0.0,9.4,865.0,961.2,96.2,11.39
1332,290.4,56.0,168.1,0.0,9.4,865.0,961.2,96.2,12.79
1333,290.4,100.0,168.1,0.0,9.4,865.0,961.2,96.2,12.79
1334,277.1,3.0,160.6,0.0,11.8,875.6,973.9,97.4,39.32
1335,277.1,14.0,160.6,0.0,11.8,875.6,973.9,97.4,39.32
1336,277.1,28.0,160.6,0.0,11.8,875.6,973.9,97.4,4.78
1337,277.1,56.0,160.6,0.0,11.8,875.6,973.9,97.4,4.78
1338,277.1,100.0,160.6,0.0,11.8,875.6,973.9,97.4,16.11
1339,295.7,3.0,171.5,0.0,8.9,859.2,955.1,95.6,16.11
1340,295.7,14.0,171.5,0.0,8.9,859.2,955.1,95.6,43.38
1341,295.7,28.0,171.5,0.0,8.9,859.2,955.1,95.6,43.38
1342,295.7,56.0,171.5,0.0,8.9,859.2,955.1,95.6,20.42
1343,295.7,100.0,171.5,0.0,8.9,859.2,955.1,95.6,20.42
1344,251.8,3.0,146.1,0.0,12.4,899.8,1006.0,99.9,6.94
1345,251.8,14.0,146.1,0.0,12.4,899.8,1006.0,99.9,6.94
1346,251.8,28.0,146.1,0.0,12.4,899.8,1006.0,99.9,15.03
1347,251.8,56.0,146.1,0.0,12.4,899.8,1006.0,99.9,15.03
1348,251.8,100.0,146.1,0.0,12.4,899.8,1006.0,99.9,13.57
1349,249.1,3.0,158.1,0.0,12.8,889.0,987.8,98.8,13.57
1350,249.1,14.0,158.1,0.0,12.8,889.0,987.8,98.8,32.53
1351,249.1,28.0,158.1,0.0,12.8,889.0,987.8,98.8,32.53
1352,249.1,56.0,158.1,0.0,12.8,889.0,987.8,98.8,15.75
1353,249.1,100.0,158.1,0.0,12.8,889.0,987.8,98.8,15.75
1354,252.3,3.0,146.3,0.0,14.2,889.0,987.8,98.8,7.68
1355,252.3,14.0,146.3,0.0,14.2,889.0,987.8,98.8,7.68
1356,252.3,28.0,146.3,0.0,14.2,889.0,987.8,98.8,38.8
1357,252.3,56.0,146.3,0.0,14.2,889.0,987.8,98.8,38.8
1358,252.3,100.0,146.3,0.0,14.2,889.0,987.8,98.8,33.0
1359,246.8,3.0,143.3,0.0,12.0,800.9,1086.8,125.1,33.0
1360,246.8,14.0,143.3,0.0,12.0,800.9,1086.8,125.1,17.28
1361,246.8,28.0,143.3,0.0,12.0,800.9,1086.8,125.1,17.28
1362,246.8,56.0,143.3,0.0,12.0,800.9,1086.8,125.1,24.28
1363,246.8,100.0,143.3,0.0,12.0,800.9,1086.8,125.1,24.28
1364,275.1,3.0,159.5,0.0,9.9,777.5,1053.6,121.4,24.05
1365,275.1,14.0,159.5,0.0,9.9,777.5,1053.6,121.4,24.05
1366,275.1,28.0,159.5,0.0,9.9,777.5,1053.6,121.4,36.59
1367,275.1,56.0,159.5,0.0,9.9,777.5,1053.6,121.4,36.59
1368,275.1,100.0,159.5,0.0,9.9,777.5,1053.6,121.4,50.73
1369,297.2,3.0,174.8,0.0,9.5,753.5,1022.8,117.5,50.73
1370,297.2,14.0,174.8,0.0,9.5,753.5,1022.8,117.5,13.66
1371,297.2,28.0,174.8,0.0,9.5,753.5,1022.8,117.5,13.66
1372,297.2,56.0,174.8,0.0,9.5,753.5,1022.8,117.5,14.14
1373,297.2,100.0,174.8,0.0,9.5,753.5,1022.8,117.5,14.14
1374,213.7,3.0,154.8,0.0,10.2,776.4,1053.5,174.7,47.78
1375,213.7,14.0,154.8,0.0,10.2,776.4,1053.5,174.7,47.78
1376,213.7,28.0,154.8,0.0,10.2,776.4,1053.5,174.7,2.33
1377,213.7,56.0,154.8,0.0,10.2,776.4,1053.5,174.7,2.33
1378,213.7,100.0,154.8,0.0,10.2,776.4,1053.5,174.7,16.89
1379,213.5,3.0,154.6,0.0,11.7,775.5,1052.3,174.2,16.89
1380,213.5,14.0,154.6,0.0,11.7,775.5,1052.3,174.2,23.52
1381,213.5,28.0,154.6,0.0,11.7,775.5,1052.3,174.2,23.52
1382,213.5,56.0,154.6,0.0,11.7,775.5,1052.3,174.2,6.81
1383,213.5,100.0,154.6,0.0,11.7,775.5,1052.3,174.2,6.81
1384,277.2,3.0,160.7,97.8,11.2,782.5,1061.7,24.5,39.7
1385,277.2,14.0,160.7,97.8,11.2,782.5,1061.7,24.5,39.7
1386,277.2,28.0,160.7,97.8,11.2,782.5,1061.7,24.5,17.96
1387,277.2,56.0,160.7,97.8,11.2,782.5,1061.7,24.5,17.96
1388,277.2,100.0,160.7,97.8,11.2,782.5,1061.7,24.5,32.88
1389,218.2,3.0,140.8,54.6,11.9,792.7,1075.7,123.8,32.88
1390,218.2,14.0,140.8,54.6,11.9,792.7,1075.7,123.8,22.35
1391,218.2,28.0,140.8,54.6,11.9,792.7,1075.7,123.8,22.35
1392,218.2,56.0,140.8,54.6,11.9,792.7,1075.7,123.8,10.79
1393,218.2,100.0,140.8,54.6,11.9,792.7,1075.7,123.8,10.79
1394,214.9,3.0,155.6,53.8,9.6,780.6,1014.3,121.9,7.72
1395,214.9,14.0,155.6,53.8,9.6,780.6,1014.3,121.9,7.72
1396,214.9,28.0,155.6,53.8,9.6,780.6,1014.3,121.9,41.68
1397,214.9,56.0,155.6,53.8,9.6,780.6,1014.3,121.9,41.68
1398,214.9,100.0,155.6,53.8,9.6,780.6,1014.3,121.9,9.56
1399,218.9,3.0,158.5,0.0,11.3,794.9,1078.7,124.1,9.56
1400,218.9,14.0,158.5,0.0,11.3,794.9,1078.7,124.1,6.88
1401,218.9,28.0,158.5,0.0,11.3,794.9,1078.7,124.1,6.88
1402,218.9,56.0,158.5,0.0,11.3,794.9,1078.7,124.1,50.53
1403,218.9,100.0,158.5,0.0,11.3,794.9,1078.7,124.1,50.53
1404,376.0,3.0,214.6,0.0,0.0,762.4,1003.5,0.0,17.17
1405,376.0,14.0,214.6,0.0,0.0,762.4,1003.5,0.0,17.17
1406,376.0,28.0,214.6,0.0,0.0,762.4,1003.5,0.0,30.44
1407,376.0,56.0,214.6,0.0,0.0,762.4,1003.5,0.0,30.44
1408,376.0,100.0,214.6,0.0,0.0,762.4,1003.5,0.0,9.73
1409,500.0,28.0,140.0,0.0,4.0,853.0,966.0,0.0,9.73
1410,475.0,28.0,142.0,0.0,1.9,641.0,1098.0,59.0,3.32
1411,315.0,28.0,145.0,137.0,5.9,745.0,1130.0,0.0,3.32
1412,505.0,28.0,195.0,0.0,0.0,630.0,1030.0,60.0,26.32
1413,451.0,28.0,165.0,0.0,11.3,745.0,1030.0,0.0,26.32
1414,516.0,28.0,162.0,0.0,8.2,802.0,801.0,0.0,43.25
1415,520.0,28.0,170.0,0.0,5.2,855.0,855.0,0.0,43.25
1416,528.0,28.0,185.0,0.0,6.9,720.0,920.0,0.0,6.28
1417,520.0,28.0,175.0,0.0,5.2,805.0,870.0,0.0,6.28
1418,385.0,28.0,158.0,0.0,20.0,768.0,903.0,136.0,32.1
1419,500.1,28.0,200.0,0.0,3.0,613.2,1124.4,0.0,32.1
